case_id,root,initial_phase,scenario,mechanics,a_updates,b_updates,a_initial_resistance,a_final_resistance,a_initial_coupling,a_final_coupling,a_live,b_initial_resistance,b_final_resistance,b_initial_coupling,b_final_coupling,b_live,drive_deliveries,modulatory_deliveries,fires,resistance_events,proposals,deallocations,crossings,ca_fires,physical_work,final_tick,pressure_phase,raw_trace_hash,body_hash,quiescent,normalized_trace_hash
69,1300000,6,c1_contact_b,reference,0,1,4,4,1,1,1,4,7,1,1,1,6,1,4,1,0,0,0,1,8,6,6,cdcd2508a4265c036e927cfba6ad38647cdad6626b5d52cf106e4e1f1aec5084,108a955c815b48efa20d063396a2b9b354a1de4f7802847ecc9456ec893d327c,1,5491a8d8aa442b38bedd728583c83730853deefe3a2972728776b988d0667d7f
69,1300000,6,c1_contact_b,production,0,1,4,4,1,1,1,4,7,1,1,1,6,1,4,1,0,0,0,1,8,6,6,cdcd2508a4265c036e927cfba6ad38647cdad6626b5d52cf106e4e1f1aec5084,108a955c815b48efa20d063396a2b9b354a1de4f7802847ecc9456ec893d327c,1,5491a8d8aa442b38bedd728583c83730853deefe3a2972728776b988d0667d7f
70,1300000,6,c2_a_not_traversed,reference,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,0,0,0,0,0,4,6,6,afb2a464c3c469b9d8a9c79fda07d92171de4505a09bac2183e58e7e9b93bb32,bf1c6d057bd4d92d9ef76ef8c44c4fe0193332305255ae78108f5c77abf1e51c,1,7ea84b040ee3c53e6c2f2fb22394b26e17e45bffc7f28bacc30e34106771dd73
70,1300000,6,c2_a_not_traversed,production,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,0,0,0,0,0,4,6,6,afb2a464c3c469b9d8a9c79fda07d92171de4505a09bac2183e58e7e9b93bb32,bf1c6d057bd4d92d9ef76ef8c44c4fe0193332305255ae78108f5c77abf1e51c,1,7ea84b040ee3c53e6c2f2fb22394b26e17e45bffc7f28bacc30e34106771dd73
71,1300000,6,c3_drive_at_ca,reference,0,0,4,4,1,1,1,4,4,1,1,1,7,0,4,0,0,0,0,2,7,7,7,7d7ade8a13aaabe6544460598dcf07e98a8ab3d44ac52ecf4b881e39e951212a,2dd327c5a5b82d5dfc1eeab45b6cf6c74d1e910b8aead18126e8da2fb85bb216,1,63064b11f54621f0ef543cdbb69d357ca1afb543b193f72da3b211742646c0e2
71,1300000,6,c3_drive_at_ca,production,0,0,4,4,1,1,1,4,4,1,1,1,7,0,4,0,0,0,0,2,7,7,7,7d7ade8a13aaabe6544460598dcf07e98a8ab3d44ac52ecf4b881e39e951212a,2dd327c5a5b82d5dfc1eeab45b6cf6c74d1e910b8aead18126e8da2fb85bb216,1,63064b11f54621f0ef543cdbb69d357ca1afb543b193f72da3b211742646c0e2
72,1300000,6,c4_late_modulation,reference,1,0,4,6,1,1,1,4,3,1,1,1,6,1,4,1,0,0,0,1,8,11,1,2b1f2f6a217d34bfb10e5057ca064e5fc994e0f86f6d9682b3e1d3872f2655f2,f0d95e18ae6eb9c60e18b92e80540422a08f6c923cc84b497f696da8175e2083,1,af27212a19228d95350f50145e20180af38ea0c682fad9fa0d3998b28f16cb21
72,1300000,6,c4_late_modulation,production,1,0,4,6,1,1,1,4,3,1,1,1,6,1,4,1,0,0,0,1,8,11,1,2b1f2f6a217d34bfb10e5057ca064e5fc994e0f86f6d9682b3e1d3872f2655f2,f0d95e18ae6eb9c60e18b92e80540422a08f6c923cc84b497f696da8175e2083,1,af27212a19228d95350f50145e20180af38ea0c682fad9fa0d3998b28f16cb21
73,1300000,6,c5_dense_distractors,reference,1,0,4,7,1,1,1,4,4,1,1,1,71,1,37,1,0,0,0,2,73,7,7,7030b152b1cf6e40509413499e8f515eecabdc69179ccfd76845b71eea8877e7,e3f1982ed7aacfbcb1bf15a9ae7ea5b470bb169c99186bb3d87173fff728b8c7,1,a12feceee7833fa12e5fdfba30fbbf57c8c1267f6c5ff2cecf9df9b20e130292
73,1300000,6,c5_dense_distractors,production,1,0,4,7,1,1,1,4,4,1,1,1,71,1,37,1,0,0,0,2,73,7,7,7030b152b1cf6e40509413499e8f515eecabdc69179ccfd76845b71eea8877e7,e3f1982ed7aacfbcb1bf15a9ae7ea5b470bb169c99186bb3d87173fff728b8c7,1,a12feceee7833fa12e5fdfba30fbbf57c8c1267f6c5ff2cecf9df9b20e130292
74,1300000,6,c6_swapped_identity,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,6,6,4e0e3fc1ea2adfa6272b2069fea8d60bfe3ae7d060f9a4ae9320f266cf5e626d,1d95a50bf6607c40a5056896c6a09df8992f102a9384556714ac03c2de6aa58e,1,c2a75145f3ea986fec4a3eeb617476d7ca4b4ea796a1a8b6ebf69998a056df16
74,1300000,6,c6_swapped_identity,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,6,6,4e0e3fc1ea2adfa6272b2069fea8d60bfe3ae7d060f9a4ae9320f266cf5e626d,1d95a50bf6607c40a5056896c6a09df8992f102a9384556714ac03c2de6aa58e,1,c2a75145f3ea986fec4a3eeb617476d7ca4b4ea796a1a8b6ebf69998a056df16
75,1300000,6,c6_reverse_order,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,6,6,fe484b4c50aa4338801d0018184504b74244a96c3806cc381fb799aaada96f8a,769cc22368356229ec599a9ff73c60c4c7ee771d4e52171e03c36668ee94174b,1,5491a8d8aa442b38bedd728583c83730853deefe3a2972728776b988d0667d7f
75,1300000,6,c6_reverse_order,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,6,6,fe484b4c50aa4338801d0018184504b74244a96c3806cc381fb799aaada96f8a,769cc22368356229ec599a9ff73c60c4c7ee771d4e52171e03c36668ee94174b,1,5491a8d8aa442b38bedd728583c83730853deefe3a2972728776b988d0667d7f
76,1300000,6,c6_timing_offset,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,8,8,3dbb578868c7e3d5a7285f8bfa0bd1e89584c08ebde2b32a0d3927c1913bf936,c6f96e07b9c8a41a00d3ff52a7ecfb90fe81867fdc227679783babb61921e29c,1,6c5cca8e67afa3d783ecd8c4edf3ba84788590c4451aa5ea337c93694bfb2ae5
76,1300000,6,c6_timing_offset,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,8,8,3dbb578868c7e3d5a7285f8bfa0bd1e89584c08ebde2b32a0d3927c1913bf936,c6f96e07b9c8a41a00d3ff52a7ecfb90fe81867fdc227679783babb61921e29c,1,6c5cca8e67afa3d783ecd8c4edf3ba84788590c4451aa5ea337c93694bfb2ae5
77,1300000,6,c7_contact_fanout,reference,1,1,4,7,1,1,1,4,7,1,1,1,6,1,4,2,0,0,0,1,9,6,6,d78894a12a158e9b7caeeb46f27c29ff227e482d1dfbda16bcc65d7db3470fe9,7b9c5cb5148b3f1b2c03e5851e9e663c2242a3295fea14b41877f9469326eb13,1,d9107d5eab41b2be89ec35b6e3cf1557e6a21f5c9c58f3d2206872642115ac06
77,1300000,6,c7_contact_fanout,production,1,1,4,7,1,1,1,4,7,1,1,1,6,1,4,2,0,0,0,1,9,6,6,d78894a12a158e9b7caeeb46f27c29ff227e482d1dfbda16bcc65d7db3470fe9,7b9c5cb5148b3f1b2c03e5851e9e663c2242a3295fea14b41877f9469326eb13,1,d9107d5eab41b2be89ec35b6e3cf1557e6a21f5c9c58f3d2206872642115ac06
78,1300000,7,old_source_local,reference,1,1,4,7,1,1,1,4,7,1,1,1,4,1,2,2,0,0,0,1,7,7,7,f83ed4e40af0fd0a8cd68533152e877c20e27ed4671c8b659fd8c964af3f9eaf,c6d1333a6aedaf4f5c23a03d0b8146a3c5f89bf7184c82ae0ab9b838f80cb1a3,1,590776355943841ff4fc1415a19fd4bab680a1cf233539b7793e4588ac46aa19
78,1300000,7,old_source_local,production,1,1,4,7,1,1,1,4,7,1,1,1,4,1,2,2,0,0,0,1,7,7,7,f83ed4e40af0fd0a8cd68533152e877c20e27ed4671c8b659fd8c964af3f9eaf,c6d1333a6aedaf4f5c23a03d0b8146a3c5f89bf7184c82ae0ab9b838f80cb1a3,1,590776355943841ff4fc1415a19fd4bab680a1cf233539b7793e4588ac46aa19
79,1300000,7,c0_contact_a,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,7,7,40b573e3ee2ed1546e989eda80a7d279688afc75abe8e770f265659204cf0825,19b2c87d31b3bb6cdee7a6cfb42d847c516f61616a51c201dd19de6df028dc2d,1,7ecb0e0b25151f7643683ee9037192ed3d769bd21825deec078c086106ebf7c2
79,1300000,7,c0_contact_a,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,7,7,40b573e3ee2ed1546e989eda80a7d279688afc75abe8e770f265659204cf0825,19b2c87d31b3bb6cdee7a6cfb42d847c516f61616a51c201dd19de6df028dc2d,1,7ecb0e0b25151f7643683ee9037192ed3d769bd21825deec078c086106ebf7c2
80,1300000,7,c1_contact_b,reference,0,1,4,4,1,1,1,4,7,1,1,1,6,1,4,1,0,0,0,1,8,7,7,147b49810333de825c27f98435ad403c2b18e3b358663c3420a5c5b69158996d,108a955c815b48efa20d063396a2b9b354a1de4f7802847ecc9456ec893d327c,1,3d1cef9d955677ea839bda4b2e2646083310a30789e286e60b7a8495df9ca804
80,1300000,7,c1_contact_b,production,0,1,4,4,1,1,1,4,7,1,1,1,6,1,4,1,0,0,0,1,8,7,7,147b49810333de825c27f98435ad403c2b18e3b358663c3420a5c5b69158996d,108a955c815b48efa20d063396a2b9b354a1de4f7802847ecc9456ec893d327c,1,3d1cef9d955677ea839bda4b2e2646083310a30789e286e60b7a8495df9ca804
81,1300000,7,c2_a_not_traversed,reference,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,0,0,0,0,0,4,7,7,5214a792d2e0df5d88fead5e3cd3b345efe1d4904fb114f61ab5e9bfc5fe66de,bf1c6d057bd4d92d9ef76ef8c44c4fe0193332305255ae78108f5c77abf1e51c,1,6fbf85f8de7bf16f3d85168a9d0fbe182a0af1e26e93eeca5040490130c17cb3
81,1300000,7,c2_a_not_traversed,production,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,0,0,0,0,0,4,7,7,5214a792d2e0df5d88fead5e3cd3b345efe1d4904fb114f61ab5e9bfc5fe66de,bf1c6d057bd4d92d9ef76ef8c44c4fe0193332305255ae78108f5c77abf1e51c,1,6fbf85f8de7bf16f3d85168a9d0fbe182a0af1e26e93eeca5040490130c17cb3
82,1300000,7,c3_drive_at_ca,reference,0,0,4,4,1,1,1,4,4,1,1,1,7,0,4,0,0,0,0,2,7,8,8,ee14567dfd07c7f99ddb836994460d89a7a46ddd11db3c7f46ca2f074a74cb7b,2dd327c5a5b82d5dfc1eeab45b6cf6c74d1e910b8aead18126e8da2fb85bb216,1,152cb63add557925c70b7bbebfa5c212f64718f5adaceb295a41ba6ca11d613a
82,1300000,7,c3_drive_at_ca,production,0,0,4,4,1,1,1,4,4,1,1,1,7,0,4,0,0,0,0,2,7,8,8,ee14567dfd07c7f99ddb836994460d89a7a46ddd11db3c7f46ca2f074a74cb7b,2dd327c5a5b82d5dfc1eeab45b6cf6c74d1e910b8aead18126e8da2fb85bb216,1,152cb63add557925c70b7bbebfa5c212f64718f5adaceb295a41ba6ca11d613a
83,1300000,7,c4_late_modulation,reference,1,0,4,6,1,1,1,4,3,1,1,1,6,1,4,1,0,0,0,1,8,12,2,3f8674e15a618d626ddb6ee8052452b89cf28446ad43123ec898d4e8c118c094,f0d95e18ae6eb9c60e18b92e80540422a08f6c923cc84b497f696da8175e2083,1,02b04746e7c8eed17461af844cf4d882da71e32dfb6cdb1385b087525aef9a30
83,1300000,7,c4_late_modulation,production,1,0,4,6,1,1,1,4,3,1,1,1,6,1,4,1,0,0,0,1,8,12,2,3f8674e15a618d626ddb6ee8052452b89cf28446ad43123ec898d4e8c118c094,f0d95e18ae6eb9c60e18b92e80540422a08f6c923cc84b497f696da8175e2083,1,02b04746e7c8eed17461af844cf4d882da71e32dfb6cdb1385b087525aef9a30
84,1300000,7,c5_dense_distractors,reference,1,0,4,7,1,1,1,4,4,1,1,1,71,1,37,1,0,0,0,2,73,8,8,60cb01bff95b5ffafeb559825e0cd5c0be4bc93a9ca88c86e391edfaa6f00e38,e3f1982ed7aacfbcb1bf15a9ae7ea5b470bb169c99186bb3d87173fff728b8c7,1,731b93006cdceaf0dd8ec0e14e329ff5a277f99cb1bd7f90e91d234bc22a2a88
84,1300000,7,c5_dense_distractors,production,1,0,4,7,1,1,1,4,4,1,1,1,71,1,37,1,0,0,0,2,73,8,8,60cb01bff95b5ffafeb559825e0cd5c0be4bc93a9ca88c86e391edfaa6f00e38,e3f1982ed7aacfbcb1bf15a9ae7ea5b470bb169c99186bb3d87173fff728b8c7,1,731b93006cdceaf0dd8ec0e14e329ff5a277f99cb1bd7f90e91d234bc22a2a88
85,1300000,7,c6_swapped_identity,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,7,7,40b573e3ee2ed1546e989eda80a7d279688afc75abe8e770f265659204cf0825,1d95a50bf6607c40a5056896c6a09df8992f102a9384556714ac03c2de6aa58e,1,7ecb0e0b25151f7643683ee9037192ed3d769bd21825deec078c086106ebf7c2
85,1300000,7,c6_swapped_identity,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,7,7,40b573e3ee2ed1546e989eda80a7d279688afc75abe8e770f265659204cf0825,1d95a50bf6607c40a5056896c6a09df8992f102a9384556714ac03c2de6aa58e,1,7ecb0e0b25151f7643683ee9037192ed3d769bd21825deec078c086106ebf7c2
86,1300000,7,c6_reverse_order,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,7,7,9c55e665cd2e7015963d574ed219a27dda9d74ca8f6990b914bb6afa94b935b1,769cc22368356229ec599a9ff73c60c4c7ee771d4e52171e03c36668ee94174b,1,3d1cef9d955677ea839bda4b2e2646083310a30789e286e60b7a8495df9ca804
86,1300000,7,c6_reverse_order,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,7,7,9c55e665cd2e7015963d574ed219a27dda9d74ca8f6990b914bb6afa94b935b1,769cc22368356229ec599a9ff73c60c4c7ee771d4e52171e03c36668ee94174b,1,3d1cef9d955677ea839bda4b2e2646083310a30789e286e60b7a8495df9ca804
87,1300000,7,c6_timing_offset,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,9,9,635251b4c11e793d81dffae6dc74f3bef2c5c5d640a428d1c2c923a98d5f6c34,c6f96e07b9c8a41a00d3ff52a7ecfb90fe81867fdc227679783babb61921e29c,1,04770499d9e13dd3dc7d4dd0cb780bb113f0888ae3af5c1d9d039107b49cb784
87,1300000,7,c6_timing_offset,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,9,9,635251b4c11e793d81dffae6dc74f3bef2c5c5d640a428d1c2c923a98d5f6c34,c6f96e07b9c8a41a00d3ff52a7ecfb90fe81867fdc227679783babb61921e29c,1,04770499d9e13dd3dc7d4dd0cb780bb113f0888ae3af5c1d9d039107b49cb784
88,1300000,7,c7_contact_fanout,reference,1,1,4,7,1,1,1,4,7,1,1,1,6,1,4,2,0,0,0,1,9,7,7,c3de5bbb36ae76b29f9092448b8dcad55273906e2c4b1e94e8b7349ee70b8c75,7b9c5cb5148b3f1b2c03e5851e9e663c2242a3295fea14b41877f9469326eb13,1,2310e5ab6ef404fbd54a7c0076fdb7be08a4c97fb6a2f48bc5c1478366d3eab5
88,1300000,7,c7_contact_fanout,production,1,1,4,7,1,1,1,4,7,1,1,1,6,1,4,2,0,0,0,1,9,7,7,c3de5bbb36ae76b29f9092448b8dcad55273906e2c4b1e94e8b7349ee70b8c75,7b9c5cb5148b3f1b2c03e5851e9e663c2242a3295fea14b41877f9469326eb13,1,2310e5ab6ef404fbd54a7c0076fdb7be08a4c97fb6a2f48bc5c1478366d3eab5
89,1300000,8,old_source_local,reference,1,1,4,7,1,1,1,4,7,1,1,1,4,1,2,2,0,0,0,1,7,8,8,e6eddecf8cbac94af52aced4a51ea16330af4ae51aebdcf6b642ce9d0a090953,c6d1333a6aedaf4f5c23a03d0b8146a3c5f89bf7184c82ae0ab9b838f80cb1a3,1,d19422e52ad1099110e9ee30d0c8b8c7b4307093d5d0427955608303780c41a4
89,1300000,8,old_source_local,production,1,1,4,7,1,1,1,4,7,1,1,1,4,1,2,2,0,0,0,1,7,8,8,e6eddecf8cbac94af52aced4a51ea16330af4ae51aebdcf6b642ce9d0a090953,c6d1333a6aedaf4f5c23a03d0b8146a3c5f89bf7184c82ae0ab9b838f80cb1a3,1,d19422e52ad1099110e9ee30d0c8b8c7b4307093d5d0427955608303780c41a4
90,1300000,8,c0_contact_a,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,8,8,c855c72582e3714b47ca021dff60022b778fc0aa7d2dd81963cff1a94655725c,19b2c87d31b3bb6cdee7a6cfb42d847c516f61616a51c201dd19de6df028dc2d,1,fa1158d8e7ac959de3f4a2a21cb44ef6bc5514cdcdacf301706226c6adb7c428
90,1300000,8,c0_contact_a,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,8,8,c855c72582e3714b47ca021dff60022b778fc0aa7d2dd81963cff1a94655725c,19b2c87d31b3bb6cdee7a6cfb42d847c516f61616a51c201dd19de6df028dc2d,1,fa1158d8e7ac959de3f4a2a21cb44ef6bc5514cdcdacf301706226c6adb7c428
91,1300000,8,c1_contact_b,reference,0,1,4,4,1,1,1,4,7,1,1,1,6,1,4,1,0,0,0,1,8,8,8,1630b62da27717d787b97573176153bbfe39cd9e1882358e72275d1b46d64ace,108a955c815b48efa20d063396a2b9b354a1de4f7802847ecc9456ec893d327c,1,5e740e5f214f1179e59046a4a3d60e092223d048e8b058dc3cc0c4171141b520
91,1300000,8,c1_contact_b,production,0,1,4,4,1,1,1,4,7,1,1,1,6,1,4,1,0,0,0,1,8,8,8,1630b62da27717d787b97573176153bbfe39cd9e1882358e72275d1b46d64ace,108a955c815b48efa20d063396a2b9b354a1de4f7802847ecc9456ec893d327c,1,5e740e5f214f1179e59046a4a3d60e092223d048e8b058dc3cc0c4171141b520
92,1300000,8,c2_a_not_traversed,reference,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,0,0,0,0,0,4,8,8,444232d835041312aadfe9abc8b238c3f76523f9e14ba82ff4666a4568783cda,bf1c6d057bd4d92d9ef76ef8c44c4fe0193332305255ae78108f5c77abf1e51c,1,27f42a826c22ae719eef5105abdc995b0b8dfec67951ce08aea6f3e7fa312493
92,1300000,8,c2_a_not_traversed,production,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,0,0,0,0,0,4,8,8,444232d835041312aadfe9abc8b238c3f76523f9e14ba82ff4666a4568783cda,bf1c6d057bd4d92d9ef76ef8c44c4fe0193332305255ae78108f5c77abf1e51c,1,27f42a826c22ae719eef5105abdc995b0b8dfec67951ce08aea6f3e7fa312493
93,1300000,8,c3_drive_at_ca,reference,0,0,4,4,1,1,1,4,4,1,1,1,7,0,4,0,0,0,0,2,7,9,9,0a8c307c18112e64224f539808da68c167a72fcd5336b8ab51ac737b8b88a63c,2dd327c5a5b82d5dfc1eeab45b6cf6c74d1e910b8aead18126e8da2fb85bb216,1,4766f16b118b662f729aa19bb59435133478162c28840748474e59e14c3b289d
93,1300000,8,c3_drive_at_ca,production,0,0,4,4,1,1,1,4,4,1,1,1,7,0,4,0,0,0,0,2,7,9,9,0a8c307c18112e64224f539808da68c167a72fcd5336b8ab51ac737b8b88a63c,2dd327c5a5b82d5dfc1eeab45b6cf6c74d1e910b8aead18126e8da2fb85bb216,1,4766f16b118b662f729aa19bb59435133478162c28840748474e59e14c3b289d
94,1300000,8,c4_late_modulation,reference,1,0,4,6,1,1,1,4,3,1,1,1,6,1,4,1,0,0,0,1,8,13,3,ed067662b7674550c60e90f99aa68f4bdd05af7e7a2f46af6b1aae1311e81e3b,f0d95e18ae6eb9c60e18b92e80540422a08f6c923cc84b497f696da8175e2083,1,b1e4f22839c4fea2b5d381569dfa0d783b753cf284f092ab063a7278e54a5951
94,1300000,8,c4_late_modulation,production,1,0,4,6,1,1,1,4,3,1,1,1,6,1,4,1,0,0,0,1,8,13,3,ed067662b7674550c60e90f99aa68f4bdd05af7e7a2f46af6b1aae1311e81e3b,f0d95e18ae6eb9c60e18b92e80540422a08f6c923cc84b497f696da8175e2083,1,b1e4f22839c4fea2b5d381569dfa0d783b753cf284f092ab063a7278e54a5951
95,1300000,8,c5_dense_distractors,reference,1,0,4,7,1,1,1,4,4,1,1,1,71,1,37,1,0,0,0,2,73,9,9,4a5df53cbea1734f9a8f6613f0e69583b23b451dfe01faf90bf6b8d50266be2a,e3f1982ed7aacfbcb1bf15a9ae7ea5b470bb169c99186bb3d87173fff728b8c7,1,fc57a6d385500c920a653eaf37e1a5e553e9570850aa525201ddc6a75dc80c38
95,1300000,8,c5_dense_distractors,production,1,0,4,7,1,1,1,4,4,1,1,1,71,1,37,1,0,0,0,2,73,9,9,4a5df53cbea1734f9a8f6613f0e69583b23b451dfe01faf90bf6b8d50266be2a,e3f1982ed7aacfbcb1bf15a9ae7ea5b470bb169c99186bb3d87173fff728b8c7,1,fc57a6d385500c920a653eaf37e1a5e553e9570850aa525201ddc6a75dc80c38
96,1300000,8,c6_swapped_identity,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,8,8,c855c72582e3714b47ca021dff60022b778fc0aa7d2dd81963cff1a94655725c,1d95a50bf6607c40a5056896c6a09df8992f102a9384556714ac03c2de6aa58e,1,fa1158d8e7ac959de3f4a2a21cb44ef6bc5514cdcdacf301706226c6adb7c428
96,1300000,8,c6_swapped_identity,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,8,8,c855c72582e3714b47ca021dff60022b778fc0aa7d2dd81963cff1a94655725c,1d95a50bf6607c40a5056896c6a09df8992f102a9384556714ac03c2de6aa58e,1,fa1158d8e7ac959de3f4a2a21cb44ef6bc5514cdcdacf301706226c6adb7c428
97,1300000,8,c6_reverse_order,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,8,8,d36b824a430a2efc347545949ccf67fc84d7613cee1351211817e5a4d20448db,769cc22368356229ec599a9ff73c60c4c7ee771d4e52171e03c36668ee94174b,1,5e740e5f214f1179e59046a4a3d60e092223d048e8b058dc3cc0c4171141b520
97,1300000,8,c6_reverse_order,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,8,8,d36b824a430a2efc347545949ccf67fc84d7613cee1351211817e5a4d20448db,769cc22368356229ec599a9ff73c60c4c7ee771d4e52171e03c36668ee94174b,1,5e740e5f214f1179e59046a4a3d60e092223d048e8b058dc3cc0c4171141b520
98,1300000,8,c6_timing_offset,reference,1,0,4,6,1,1,1,4,3,1,1,1,6,1,4,1,0,0,0,1,8,10,0,2bdf8e8d1869745fa1f1fecaf45db35410e6f13988fa7ff4438ec64377c9f37f,19642391236cfa7711a5c1a232c6377fabbab6e45237116d657699ba5719d633,1,71753e062e08a517898e04081d996bff23f6e7d674cc2e64dd086a0de7568197
98,1300000,8,c6_timing_offset,production,1,0,4,6,1,1,1,4,3,1,1,1,6,1,4,1,0,0,0,1,8,10,0,2bdf8e8d1869745fa1f1fecaf45db35410e6f13988fa7ff4438ec64377c9f37f,19642391236cfa7711a5c1a232c6377fabbab6e45237116d657699ba5719d633,1,71753e062e08a517898e04081d996bff23f6e7d674cc2e64dd086a0de7568197
99,1300000,8,c7_contact_fanout,reference,1,1,4,7,1,1,1,4,7,1,1,1,6,1,4,2,0,0,0,1,9,8,8,2d796f627a2421132a5685cb39ffd35d6d37a3e1e446b2f8352b2fa235534879,7b9c5cb5148b3f1b2c03e5851e9e663c2242a3295fea14b41877f9469326eb13,1,4707f4e7c15a683933261d44fb4baab7da45e6998b131441bed3edc52f8dd684
99,1300000,8,c7_contact_fanout,production,1,1,4,7,1,1,1,4,7,1,1,1,6,1,4,2,0,0,0,1,9,8,8,2d796f627a2421132a5685cb39ffd35d6d37a3e1e446b2f8352b2fa235534879,7b9c5cb5148b3f1b2c03e5851e9e663c2242a3295fea14b41877f9469326eb13,1,4707f4e7c15a683933261d44fb4baab7da45e6998b131441bed3edc52f8dd684
100,1300000,9,old_source_local,reference,1,1,4,7,1,1,1,4,7,1,1,1,4,1,2,2,0,0,0,1,7,9,9,12f3645aab62128fb79f89595ac3fc2cfe5d40aa60d4b60d10206868129d87ce,c6d1333a6aedaf4f5c23a03d0b8146a3c5f89bf7184c82ae0ab9b838f80cb1a3,1,43a020a9f60a7b88eb7d3abfeaa9eff45c088e0b5dddd6a05cb0516f2808af3d
100,1300000,9,old_source_local,production,1,1,4,7,1,1,1,4,7,1,1,1,4,1,2,2,0,0,0,1,7,9,9,12f3645aab62128fb79f89595ac3fc2cfe5d40aa60d4b60d10206868129d87ce,c6d1333a6aedaf4f5c23a03d0b8146a3c5f89bf7184c82ae0ab9b838f80cb1a3,1,43a020a9f60a7b88eb7d3abfeaa9eff45c088e0b5dddd6a05cb0516f2808af3d
101,1300000,9,c0_contact_a,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,9,9,48c0ba4b027c0e3a7976b32d7b2c11afb7ade7017a2b41af9ff231d4b5e9cfa9,19b2c87d31b3bb6cdee7a6cfb42d847c516f61616a51c201dd19de6df028dc2d,1,2c1fbc491ebd36f4dd1329741d0e21e1fb000de87b72c4a6fc37fa74066524da
101,1300000,9,c0_contact_a,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,9,9,48c0ba4b027c0e3a7976b32d7b2c11afb7ade7017a2b41af9ff231d4b5e9cfa9,19b2c87d31b3bb6cdee7a6cfb42d847c516f61616a51c201dd19de6df028dc2d,1,2c1fbc491ebd36f4dd1329741d0e21e1fb000de87b72c4a6fc37fa74066524da
102,1300000,9,c1_contact_b,reference,0,1,4,4,1,1,1,4,7,1,1,1,6,1,4,1,0,0,0,1,8,9,9,9215bae0abb3a6653eeca5c96ce6e446936ab5335c0b3692a1efc1f0975c2221,108a955c815b48efa20d063396a2b9b354a1de4f7802847ecc9456ec893d327c,1,1888b3c260d6a106b814a326a5d709dc49ca0b301fdcf5ce18c1fc020a7b6128
102,1300000,9,c1_contact_b,production,0,1,4,4,1,1,1,4,7,1,1,1,6,1,4,1,0,0,0,1,8,9,9,9215bae0abb3a6653eeca5c96ce6e446936ab5335c0b3692a1efc1f0975c2221,108a955c815b48efa20d063396a2b9b354a1de4f7802847ecc9456ec893d327c,1,1888b3c260d6a106b814a326a5d709dc49ca0b301fdcf5ce18c1fc020a7b6128
103,1300000,9,c2_a_not_traversed,reference,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,0,0,0,0,0,4,9,9,1967fc920234e9c5540359207dabf69720f8e683c4d5f47607379c2caab58a1a,bf1c6d057bd4d92d9ef76ef8c44c4fe0193332305255ae78108f5c77abf1e51c,1,6e4568df912dc7ff01c49772c3b2d0806baf2e5f15e4b1b359caf6ca7b0a9dfd
