case_id,root,creation_phase,family,mechanics,points,trace_hash,physical_work,drive,modulation,updates,proposals,deallocations,qlp,final_tick,body_hash,quiescent,equivalent_future,replay_equal,mechanics_equal,predicate_pass
60,4700000,8,same_durable_state_same_future,reference,after_consequence@9/57:0/0/0/0/0/0;last_live@48/57:0/0/0/0/0/0;death@49/57:0/0/0/0/0/0,a177bfb1324ce58b2a7ab9de2158e48e0d54c55721447afa643bf94ee62e9855,6,3,1,1,0,1,0,57,c84cec06cbfaf635fc7147c2055c83fb6494ecce7bf9fdfa4f192dcd2a605443,1,1,1,1,0
60,4700000,8,same_durable_state_same_future,production,after_consequence@9/57:0/0/0/0/0/0;last_live@48/57:0/0/0/0/0/0;death@49/57:0/0/0/0/0/0,a177bfb1324ce58b2a7ab9de2158e48e0d54c55721447afa643bf94ee62e9855,6,3,1,1,0,1,0,57,c84cec06cbfaf635fc7147c2055c83fb6494ecce7bf9fdfa4f192dcd2a605443,1,1,1,1,0
61,4700000,8,wrong_path_modulation,reference,initial@0/8:1/1/0/0/0/1;before_wrong_return@5/13:1/1/5/4294967296/0/1;after_wrong_return@5/13:1/1/5/4294967296/0/1;death@10/18:0/0/0/0/0/0,6e17c358d7a767039457aee068720c2cc4fbe7ab564e9de9819b1904fe526da7,5,3,1,0,0,1,0,18,95cd5298f886267e105829bc1eafdb7121c74f271a1f59f9d8939cec634aeb5b,1,1,1,1,1
61,4700000,8,wrong_path_modulation,production,initial@0/8:1/1/0/0/0/1;before_wrong_return@5/13:1/1/5/4294967296/0/1;after_wrong_return@5/13:1/1/5/4294967296/0/1;death@10/18:0/0/0/0/0/0,6e17c358d7a767039457aee068720c2cc4fbe7ab564e9de9819b1904fe526da7,5,3,1,0,0,1,0,18,95cd5298f886267e105829bc1eafdb7121c74f271a1f59f9d8939cec634aeb5b,1,1,1,1,1
62,4700000,8,late_consequence_no_resurrection,reference,initial@0/8:1/1/0/0/0/1;dead_before_return@10/18:0/0/0/0/0/0;after_late_return@11/19:0/0/0/0/0/0,5b5a84d544e1300b009b3ce9dc153b96d6ec6aff3b83a58fe61b82fd3f46a6b3,5,3,1,0,0,1,0,19,0f21dfd9090e2a0afe7312b56cff5e3b2fd1f9dbc5c69d5d015924fae1d27138,1,1,1,1,1
62,4700000,8,late_consequence_no_resurrection,production,initial@0/8:1/1/0/0/0/1;dead_before_return@10/18:0/0/0/0/0/0;after_late_return@11/19:0/0/0/0/0/0,5b5a84d544e1300b009b3ce9dc153b96d6ec6aff3b83a58fe61b82fd3f46a6b3,5,3,1,0,0,1,0,19,0f21dfd9090e2a0afe7312b56cff5e3b2fd1f9dbc5c69d5d015924fae1d27138,1,1,1,1,1
63,4700000,8,repeated_supported_consequence,reference,initial@0/8:1/1/0/0/0/1;after_first@5/13:1/4/0/4294967296/4294967296/1;after_second@6/14:1/7/0/8321499136/12616466432/1;last_live@75/83:1/1/9/96876761/12616466432/1;death@76/84:0/0/0/0/0/0,0d4eb1ca2e70d4fc171befe085b0e42f8a326a9a37422066161c4bf6f93b07a9,11,6,2,2,0,1,0,84,82c58c7a364e470678826a53a5147c47621e44c14a6435674e365078c224f8da,1,1,1,1,1
63,4700000,8,repeated_supported_consequence,production,initial@0/8:1/1/0/0/0/1;after_first@5/13:1/4/0/4294967296/4294967296/1;after_second@6/14:1/7/0/8321499136/12616466432/1;last_live@75/83:1/1/9/96876761/12616466432/1;death@76/84:0/0/0/0/0/0,0d4eb1ca2e70d4fc171befe085b0e42f8a326a9a37422066161c4bf6f93b07a9,11,6,2,2,0,1,0,84,82c58c7a364e470678826a53a5147c47621e44c14a6435674e365078c224f8da,1,1,1,1,1
64,4700000,9,unused_proposal,reference,initial@0/9:1/1/0/0/0/1;age_9@9/18:1/1/9/0/0/1;death@10/19:0/0/0/0/0/0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,1,0,0,0,0,1,0,19,9f4d43bad92103a1a10c7950ad6eb808a2bcff245cce49ff0d2092f10a50818e,1,1,1,1,1
64,4700000,9,unused_proposal,production,initial@0/9:1/1/0/0/0/1;age_9@9/18:1/1/9/0/0/1;death@10/19:0/0/0/0/0/0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,1,0,0,0,0,1,0,19,9f4d43bad92103a1a10c7950ad6eb808a2bcff245cce49ff0d2092f10a50818e,1,1,1,1,1
65,4700000,9,repeated_use_no_consequence,reference,initial@0/9:1/1/0/0/0/1;age_9@9/18:1/1/9/12571524225/0/1;death@10/19:0/0/0/0/0/0,642c7d76b7c61e83901444d6318b3c5dd4ed3eb8383309890fc7c40125aae284,9,8,0,0,0,1,0,19,9f4d43bad92103a1a10c7950ad6eb808a2bcff245cce49ff0d2092f10a50818e,1,1,1,1,1
65,4700000,9,repeated_use_no_consequence,production,initial@0/9:1/1/0/0/0/1;age_9@9/18:1/1/9/12571524225/0/1;death@10/19:0/0/0/0/0/0,642c7d76b7c61e83901444d6318b3c5dd4ed3eb8383309890fc7c40125aae284,9,8,0,0,0,1,0,19,9f4d43bad92103a1a10c7950ad6eb808a2bcff245cce49ff0d2092f10a50818e,1,1,1,1,1
66,4700000,9,one_qualified_consequence,reference,initial@0/9:1/1/0/0/0/1;before_consequence@5/14:1/1/5/4294967296/0/1;after_consequence@5/14:1/4/0/4294967296/4294967296/1;last_live@44/53:1/1/9/346608838/4294967296/1;death@45/54:0/0/0/0/0/0,78fe98efc35220752d525820c06e750efd020feb7a24824ded7b569dc7046f6f,6,3,1,1,0,1,0,54,c84cec06cbfaf635fc7147c2055c83fb6494ecce7bf9fdfa4f192dcd2a605443,1,1,1,1,1
66,4700000,9,one_qualified_consequence,production,initial@0/9:1/1/0/0/0/1;before_consequence@5/14:1/1/5/4294967296/0/1;after_consequence@5/14:1/4/0/4294967296/4294967296/1;last_live@44/53:1/1/9/346608838/4294967296/1;death@45/54:0/0/0/0/0/0,78fe98efc35220752d525820c06e750efd020feb7a24824ded7b569dc7046f6f,6,3,1,1,0,1,0,54,c84cec06cbfaf635fc7147c2055c83fb6494ecce7bf9fdfa4f192dcd2a605443,1,1,1,1,1
67,4700000,9,same_durable_state_same_future,reference,after_consequence@9/58:0/0/0/0/0/0;last_live@48/58:0/0/0/0/0/0;death@49/58:0/0/0/0/0/0,ddeb8e552d8a132d1ba550a315130027bf14590c5ab036f49c1d87e4114d703c,6,3,1,1,0,1,0,58,c84cec06cbfaf635fc7147c2055c83fb6494ecce7bf9fdfa4f192dcd2a605443,1,1,1,1,0
67,4700000,9,same_durable_state_same_future,production,after_consequence@9/58:0/0/0/0/0/0;last_live@48/58:0/0/0/0/0/0;death@49/58:0/0/0/0/0/0,ddeb8e552d8a132d1ba550a315130027bf14590c5ab036f49c1d87e4114d703c,6,3,1,1,0,1,0,58,c84cec06cbfaf635fc7147c2055c83fb6494ecce7bf9fdfa4f192dcd2a605443,1,1,1,1,0
68,4700000,9,wrong_path_modulation,reference,initial@0/9:1/1/0/0/0/1;before_wrong_return@5/14:1/1/5/4294967296/0/1;after_wrong_return@5/14:1/1/5/4294967296/0/1;death@10/19:0/0/0/0/0/0,11a04622a171dc58f8563f34afdbe8f42d071b7b66742c414e7d95eeaa3769f0,5,3,1,0,0,1,0,19,95cd5298f886267e105829bc1eafdb7121c74f271a1f59f9d8939cec634aeb5b,1,1,1,1,1
68,4700000,9,wrong_path_modulation,production,initial@0/9:1/1/0/0/0/1;before_wrong_return@5/14:1/1/5/4294967296/0/1;after_wrong_return@5/14:1/1/5/4294967296/0/1;death@10/19:0/0/0/0/0/0,11a04622a171dc58f8563f34afdbe8f42d071b7b66742c414e7d95eeaa3769f0,5,3,1,0,0,1,0,19,95cd5298f886267e105829bc1eafdb7121c74f271a1f59f9d8939cec634aeb5b,1,1,1,1,1
69,4700000,9,late_consequence_no_resurrection,reference,initial@0/9:1/1/0/0/0/1;dead_before_return@10/19:0/0/0/0/0/0;after_late_return@11/20:0/0/0/0/0/0,02cd5aa9bb2285a6512edad6bbed4fae5fa943de8d69bf2691df53da52c35b49,5,3,1,0,0,1,0,20,0f21dfd9090e2a0afe7312b56cff5e3b2fd1f9dbc5c69d5d015924fae1d27138,1,1,1,1,1
69,4700000,9,late_consequence_no_resurrection,production,initial@0/9:1/1/0/0/0/1;dead_before_return@10/19:0/0/0/0/0/0;after_late_return@11/20:0/0/0/0/0/0,02cd5aa9bb2285a6512edad6bbed4fae5fa943de8d69bf2691df53da52c35b49,5,3,1,0,0,1,0,20,0f21dfd9090e2a0afe7312b56cff5e3b2fd1f9dbc5c69d5d015924fae1d27138,1,1,1,1,1
70,4700000,9,repeated_supported_consequence,reference,initial@0/9:1/1/0/0/0/1;after_first@5/14:1/4/0/4294967296/4294967296/1;after_second@6/15:1/7/0/8321499136/12616466432/1;last_live@75/84:1/1/9/96876761/12616466432/1;death@76/85:0/0/0/0/0/0,68eb0cdb13ef50da3801aeba3064275ebeff1ece2ec7e1ff25e8ffa9ba0bdc6d,11,6,2,2,0,1,0,85,82c58c7a364e470678826a53a5147c47621e44c14a6435674e365078c224f8da,1,1,1,1,1
70,4700000,9,repeated_supported_consequence,production,initial@0/9:1/1/0/0/0/1;after_first@5/14:1/4/0/4294967296/4294967296/1;after_second@6/15:1/7/0/8321499136/12616466432/1;last_live@75/84:1/1/9/96876761/12616466432/1;death@76/85:0/0/0/0/0/0,68eb0cdb13ef50da3801aeba3064275ebeff1ece2ec7e1ff25e8ffa9ba0bdc6d,11,6,2,2,0,1,0,85,82c58c7a364e470678826a53a5147c47621e44c14a6435674e365078c224f8da,1,1,1,1,1
71,4800000,0,unused_proposal,reference,initial@0/0:1/1/0/0/0/1;age_9@9/9:1/1/9/0/0/1;death@10/10:0/0/0/0/0/0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,1,0,0,0,0,1,0,10,ccb3f43f0b5dd19ae4a99cd3aa248c31e6ade1b5aff71a22f4f9d7ebb2b024d8,1,1,1,1,1
71,4800000,0,unused_proposal,production,initial@0/0:1/1/0/0/0/1;age_9@9/9:1/1/9/0/0/1;death@10/10:0/0/0/0/0/0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,1,0,0,0,0,1,0,10,ccb3f43f0b5dd19ae4a99cd3aa248c31e6ade1b5aff71a22f4f9d7ebb2b024d8,1,1,1,1,1
72,4800000,0,repeated_use_no_consequence,reference,initial@0/0:1/1/0/0/0/1;age_9@9/9:1/1/9/12571524225/0/1;death@10/10:0/0/0/0/0/0,e5175ba6ee8e8ebf072f1e4745c2037d9e81b4ee24de4439fddf3b0e23ab2581,9,8,0,0,0,1,0,10,ccb3f43f0b5dd19ae4a99cd3aa248c31e6ade1b5aff71a22f4f9d7ebb2b024d8,1,1,1,1,1
72,4800000,0,repeated_use_no_consequence,production,initial@0/0:1/1/0/0/0/1;age_9@9/9:1/1/9/12571524225/0/1;death@10/10:0/0/0/0/0/0,e5175ba6ee8e8ebf072f1e4745c2037d9e81b4ee24de4439fddf3b0e23ab2581,9,8,0,0,0,1,0,10,ccb3f43f0b5dd19ae4a99cd3aa248c31e6ade1b5aff71a22f4f9d7ebb2b024d8,1,1,1,1,1
73,4800000,0,one_qualified_consequence,reference,initial@0/0:1/1/0/0/0/1;before_consequence@5/5:1/1/5/4294967296/0/1;after_consequence@5/5:1/4/0/4294967296/4294967296/1;last_live@44/44:1/1/9/346608838/4294967296/1;death@45/45:0/0/0/0/0/0,ce07186bd56bc945f9dd11d38dc3a6e36e358c5d9be5d6cbfa5a865cac847cc3,6,3,1,1,0,1,0,45,2fe2041865cc9f59f3b3da38a80cd731bc893410190d74b6dc0a1200813c1d1c,1,1,1,1,1
73,4800000,0,one_qualified_consequence,production,initial@0/0:1/1/0/0/0/1;before_consequence@5/5:1/1/5/4294967296/0/1;after_consequence@5/5:1/4/0/4294967296/4294967296/1;last_live@44/44:1/1/9/346608838/4294967296/1;death@45/45:0/0/0/0/0/0,ce07186bd56bc945f9dd11d38dc3a6e36e358c5d9be5d6cbfa5a865cac847cc3,6,3,1,1,0,1,0,45,2fe2041865cc9f59f3b3da38a80cd731bc893410190d74b6dc0a1200813c1d1c,1,1,1,1,1
74,4800000,0,same_durable_state_same_future,reference,after_consequence@9/49:0/0/0/0/0/0;last_live@48/49:0/0/0/0/0/0;death@49/49:0/0/0/0/0/0,ba7157e89d7ada5d6e774bd2dfaa36ed9ffee7007b63e6f0ee1e124e34188993,6,3,1,1,0,1,0,49,2fe2041865cc9f59f3b3da38a80cd731bc893410190d74b6dc0a1200813c1d1c,1,1,1,1,0
74,4800000,0,same_durable_state_same_future,production,after_consequence@9/49:0/0/0/0/0/0;last_live@48/49:0/0/0/0/0/0;death@49/49:0/0/0/0/0/0,ba7157e89d7ada5d6e774bd2dfaa36ed9ffee7007b63e6f0ee1e124e34188993,6,3,1,1,0,1,0,49,2fe2041865cc9f59f3b3da38a80cd731bc893410190d74b6dc0a1200813c1d1c,1,1,1,1,0
75,4800000,0,wrong_path_modulation,reference,initial@0/0:1/1/0/0/0/1;before_wrong_return@5/5:1/1/5/4294967296/0/1;after_wrong_return@5/5:1/1/5/4294967296/0/1;death@10/10:0/0/0/0/0/0,d64956b88d243d302350f5f24ff3f4b26606c71abdbb59880eafd07afe373450,5,3,1,0,0,1,0,10,203c5da9dc75612c7b7eeedb93a2274cb25f1a0e2b70aaa94ba2298eb627b6eb,1,1,1,1,1
75,4800000,0,wrong_path_modulation,production,initial@0/0:1/1/0/0/0/1;before_wrong_return@5/5:1/1/5/4294967296/0/1;after_wrong_return@5/5:1/1/5/4294967296/0/1;death@10/10:0/0/0/0/0/0,d64956b88d243d302350f5f24ff3f4b26606c71abdbb59880eafd07afe373450,5,3,1,0,0,1,0,10,203c5da9dc75612c7b7eeedb93a2274cb25f1a0e2b70aaa94ba2298eb627b6eb,1,1,1,1,1
76,4800000,0,late_consequence_no_resurrection,reference,initial@0/0:1/1/0/0/0/1;dead_before_return@10/10:0/0/0/0/0/0;after_late_return@11/11:0/0/0/0/0/0,f8e9613a53e88d55e4c2447e965a6766198a9bcdff36bbbbb28abf6a20b40745,5,3,1,0,0,1,0,11,3b8c9b25e9c1eecf45675f722cac17af541be569416659eb3f2592fa8fb31f16,1,1,1,1,1
76,4800000,0,late_consequence_no_resurrection,production,initial@0/0:1/1/0/0/0/1;dead_before_return@10/10:0/0/0/0/0/0;after_late_return@11/11:0/0/0/0/0/0,f8e9613a53e88d55e4c2447e965a6766198a9bcdff36bbbbb28abf6a20b40745,5,3,1,0,0,1,0,11,3b8c9b25e9c1eecf45675f722cac17af541be569416659eb3f2592fa8fb31f16,1,1,1,1,1
77,4800000,0,repeated_supported_consequence,reference,initial@0/0:1/1/0/0/0/1;after_first@5/5:1/4/0/4294967296/4294967296/1;after_second@6/6:1/7/0/8321499136/12616466432/1;last_live@75/75:1/1/9/96876761/12616466432/1;death@76/76:0/0/0/0/0/0,fdc59fbc66ed27d39392ff69cd0704e80e160c07da3a4ff94b398839f3be71ea,11,6,2,2,0,1,0,76,def8fb4e09ed0b5261c803a096b977604808f3881f78ee7fe5708e1b8b3f15cf,1,1,1,1,1
77,4800000,0,repeated_supported_consequence,production,initial@0/0:1/1/0/0/0/1;after_first@5/5:1/4/0/4294967296/4294967296/1;after_second@6/6:1/7/0/8321499136/12616466432/1;last_live@75/75:1/1/9/96876761/12616466432/1;death@76/76:0/0/0/0/0/0,fdc59fbc66ed27d39392ff69cd0704e80e160c07da3a4ff94b398839f3be71ea,11,6,2,2,0,1,0,76,def8fb4e09ed0b5261c803a096b977604808f3881f78ee7fe5708e1b8b3f15cf,1,1,1,1,1
78,4800000,1,unused_proposal,reference,initial@0/1:1/1/0/0/0/1;age_9@9/10:1/1/9/0/0/1;death@10/11:0/0/0/0/0/0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,1,0,0,0,0,1,0,11,ccb3f43f0b5dd19ae4a99cd3aa248c31e6ade1b5aff71a22f4f9d7ebb2b024d8,1,1,1,1,1
78,4800000,1,unused_proposal,production,initial@0/1:1/1/0/0/0/1;age_9@9/10:1/1/9/0/0/1;death@10/11:0/0/0/0/0/0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,1,0,0,0,0,1,0,11,ccb3f43f0b5dd19ae4a99cd3aa248c31e6ade1b5aff71a22f4f9d7ebb2b024d8,1,1,1,1,1
79,4800000,1,repeated_use_no_consequence,reference,initial@0/1:1/1/0/0/0/1;age_9@9/10:1/1/9/12571524225/0/1;death@10/11:0/0/0/0/0/0,567924cfe83b342b8849d8d9c482495127a66e8dddcd73ebed9997b26f0b4898,9,8,0,0,0,1,0,11,ccb3f43f0b5dd19ae4a99cd3aa248c31e6ade1b5aff71a22f4f9d7ebb2b024d8,1,1,1,1,1
79,4800000,1,repeated_use_no_consequence,production,initial@0/1:1/1/0/0/0/1;age_9@9/10:1/1/9/12571524225/0/1;death@10/11:0/0/0/0/0/0,567924cfe83b342b8849d8d9c482495127a66e8dddcd73ebed9997b26f0b4898,9,8,0,0,0,1,0,11,ccb3f43f0b5dd19ae4a99cd3aa248c31e6ade1b5aff71a22f4f9d7ebb2b024d8,1,1,1,1,1
80,4800000,1,one_qualified_consequence,reference,initial@0/1:1/1/0/0/0/1;before_consequence@5/6:1/1/5/4294967296/0/1;after_consequence@5/6:1/4/0/4294967296/4294967296/1;last_live@44/45:1/1/9/346608838/4294967296/1;death@45/46:0/0/0/0/0/0,30c892dc714f412178ce4a2d4d1be7d113696926e6c126e418328e08c1000001,6,3,1,1,0,1,0,46,2fe2041865cc9f59f3b3da38a80cd731bc893410190d74b6dc0a1200813c1d1c,1,1,1,1,1
80,4800000,1,one_qualified_consequence,production,initial@0/1:1/1/0/0/0/1;before_consequence@5/6:1/1/5/4294967296/0/1;after_consequence@5/6:1/4/0/4294967296/4294967296/1;last_live@44/45:1/1/9/346608838/4294967296/1;death@45/46:0/0/0/0/0/0,30c892dc714f412178ce4a2d4d1be7d113696926e6c126e418328e08c1000001,6,3,1,1,0,1,0,46,2fe2041865cc9f59f3b3da38a80cd731bc893410190d74b6dc0a1200813c1d1c,1,1,1,1,1
81,4800000,1,same_durable_state_same_future,reference,after_consequence@9/50:0/0/0/0/0/0;last_live@48/50:0/0/0/0/0/0;death@49/50:0/0/0/0/0/0,4ea88ea1b656674137e3e846da57fed80668b97d8759fa6dfa95f176ff457e92,6,3,1,1,0,1,0,50,2fe2041865cc9f59f3b3da38a80cd731bc893410190d74b6dc0a1200813c1d1c,1,1,1,1,0
81,4800000,1,same_durable_state_same_future,production,after_consequence@9/50:0/0/0/0/0/0;last_live@48/50:0/0/0/0/0/0;death@49/50:0/0/0/0/0/0,4ea88ea1b656674137e3e846da57fed80668b97d8759fa6dfa95f176ff457e92,6,3,1,1,0,1,0,50,2fe2041865cc9f59f3b3da38a80cd731bc893410190d74b6dc0a1200813c1d1c,1,1,1,1,0
82,4800000,1,wrong_path_modulation,reference,initial@0/1:1/1/0/0/0/1;before_wrong_return@5/6:1/1/5/4294967296/0/1;after_wrong_return@5/6:1/1/5/4294967296/0/1;death@10/11:0/0/0/0/0/0,14f8c730b8a568abbd634b97ac8b200f48bf6229d89c5319d478e586839e65fb,5,3,1,0,0,1,0,11,203c5da9dc75612c7b7eeedb93a2274cb25f1a0e2b70aaa94ba2298eb627b6eb,1,1,1,1,1
82,4800000,1,wrong_path_modulation,production,initial@0/1:1/1/0/0/0/1;before_wrong_return@5/6:1/1/5/4294967296/0/1;after_wrong_return@5/6:1/1/5/4294967296/0/1;death@10/11:0/0/0/0/0/0,14f8c730b8a568abbd634b97ac8b200f48bf6229d89c5319d478e586839e65fb,5,3,1,0,0,1,0,11,203c5da9dc75612c7b7eeedb93a2274cb25f1a0e2b70aaa94ba2298eb627b6eb,1,1,1,1,1
83,4800000,1,late_consequence_no_resurrection,reference,initial@0/1:1/1/0/0/0/1;dead_before_return@10/11:0/0/0/0/0/0;after_late_return@11/12:0/0/0/0/0/0,e094b4ddb688775b6783a9bd9784e2364bf21f781a2e2e6cbcd437bd82d8f33f,5,3,1,0,0,1,0,12,3b8c9b25e9c1eecf45675f722cac17af541be569416659eb3f2592fa8fb31f16,1,1,1,1,1
83,4800000,1,late_consequence_no_resurrection,production,initial@0/1:1/1/0/0/0/1;dead_before_return@10/11:0/0/0/0/0/0;after_late_return@11/12:0/0/0/0/0/0,e094b4ddb688775b6783a9bd9784e2364bf21f781a2e2e6cbcd437bd82d8f33f,5,3,1,0,0,1,0,12,3b8c9b25e9c1eecf45675f722cac17af541be569416659eb3f2592fa8fb31f16,1,1,1,1,1
84,4800000,1,repeated_supported_consequence,reference,initial@0/1:1/1/0/0/0/1;after_first@5/6:1/4/0/4294967296/4294967296/1;after_second@6/7:1/7/0/8321499136/12616466432/1;last_live@75/76:1/1/9/96876761/12616466432/1;death@76/77:0/0/0/0/0/0,e9467b9f42e250c0a188239b0ae9b0708c7c2a7e889062ec19a30dea96b56a07,11,6,2,2,0,1,0,77,def8fb4e09ed0b5261c803a096b977604808f3881f78ee7fe5708e1b8b3f15cf,1,1,1,1,1
84,4800000,1,repeated_supported_consequence,production,initial@0/1:1/1/0/0/0/1;after_first@5/6:1/4/0/4294967296/4294967296/1;after_second@6/7:1/7/0/8321499136/12616466432/1;last_live@75/76:1/1/9/96876761/12616466432/1;death@76/77:0/0/0/0/0/0,e9467b9f42e250c0a188239b0ae9b0708c7c2a7e889062ec19a30dea96b56a07,11,6,2,2,0,1,0,77,def8fb4e09ed0b5261c803a096b977604808f3881f78ee7fe5708e1b8b3f15cf,1,1,1,1,1
85,4800000,2,unused_proposal,reference,initial@0/2:1/1/0/0/0/1;age_9@9/11:1/1/9/0/0/1;death@10/12:0/0/0/0/0/0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,1,0,0,0,0,1,0,12,ccb3f43f0b5dd19ae4a99cd3aa248c31e6ade1b5aff71a22f4f9d7ebb2b024d8,1,1,1,1,1
85,4800000,2,unused_proposal,production,initial@0/2:1/1/0/0/0/1;age_9@9/11:1/1/9/0/0/1;death@10/12:0/0/0/0/0/0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,1,0,0,0,0,1,0,12,ccb3f43f0b5dd19ae4a99cd3aa248c31e6ade1b5aff71a22f4f9d7ebb2b024d8,1,1,1,1,1
86,4800000,2,repeated_use_no_consequence,reference,initial@0/2:1/1/0/0/0/1;age_9@9/11:1/1/9/12571524225/0/1;death@10/12:0/0/0/0/0/0,a09823d163171ee331922ea8fd5e89c49e5027aa3d05707e3793370551755943,9,8,0,0,0,1,0,12,ccb3f43f0b5dd19ae4a99cd3aa248c31e6ade1b5aff71a22f4f9d7ebb2b024d8,1,1,1,1,1
86,4800000,2,repeated_use_no_consequence,production,initial@0/2:1/1/0/0/0/1;age_9@9/11:1/1/9/12571524225/0/1;death@10/12:0/0/0/0/0/0,a09823d163171ee331922ea8fd5e89c49e5027aa3d05707e3793370551755943,9,8,0,0,0,1,0,12,ccb3f43f0b5dd19ae4a99cd3aa248c31e6ade1b5aff71a22f4f9d7ebb2b024d8,1,1,1,1,1
87,4800000,2,one_qualified_consequence,reference,initial@0/2:1/1/0/0/0/1;before_consequence@5/7:1/1/5/4294967296/0/1;after_consequence@5/7:1/4/0/4294967296/4294967296/1;last_live@44/46:1/1/9/346608838/4294967296/1;death@45/47:0/0/0/0/0/0,7c4535e73754ee1cd0772d3d453f9b2a28f790451599abd3072e5f44b3019612,6,3,1,1,0,1,0,47,2fe2041865cc9f59f3b3da38a80cd731bc893410190d74b6dc0a1200813c1d1c,1,1,1,1,1
87,4800000,2,one_qualified_consequence,production,initial@0/2:1/1/0/0/0/1;before_consequence@5/7:1/1/5/4294967296/0/1;after_consequence@5/7:1/4/0/4294967296/4294967296/1;last_live@44/46:1/1/9/346608838/4294967296/1;death@45/47:0/0/0/0/0/0,7c4535e73754ee1cd0772d3d453f9b2a28f790451599abd3072e5f44b3019612,6,3,1,1,0,1,0,47,2fe2041865cc9f59f3b3da38a80cd731bc893410190d74b6dc0a1200813c1d1c,1,1,1,1,1
88,4800000,2,same_durable_state_same_future,reference,after_consequence@9/51:0/0/0/0/0/0;last_live@48/51:0/0/0/0/0/0;death@49/51:0/0/0/0/0/0,d1093bb68e202063e1743aaabd36252f3dc755a134fc59aa0c5852e4bdab9536,6,3,1,1,0,1,0,51,2fe2041865cc9f59f3b3da38a80cd731bc893410190d74b6dc0a1200813c1d1c,1,1,1,1,0
88,4800000,2,same_durable_state_same_future,production,after_consequence@9/51:0/0/0/0/0/0;last_live@48/51:0/0/0/0/0/0;death@49/51:0/0/0/0/0/0,d1093bb68e202063e1743aaabd36252f3dc755a134fc59aa0c5852e4bdab9536,6,3,1,1,0,1,0,51,2fe2041865cc9f59f3b3da38a80cd731bc893410190d74b6dc0a1200813c1d1c,1,1,1,1,0
89,4800000,2,wrong_path_modulation,reference,initial@0/2:1/1/0/0/0/1;before_wrong_return@5/7:1/1/5/4294967296/0/1;after_wrong_return@5/7:1/1/5/4294967296/0/1;death@10/12:0/0/0/0/0/0,eb791d4ce9e90af731757bb66651489e508ef41e1c73cdf6ae0b2b247029db48,5,3,1,0,0,1,0,12,203c5da9dc75612c7b7eeedb93a2274cb25f1a0e2b70aaa94ba2298eb627b6eb,1,1,1,1,1
89,4800000,2,wrong_path_modulation,production,initial@0/2:1/1/0/0/0/1;before_wrong_return@5/7:1/1/5/4294967296/0/1;after_wrong_return@5/7:1/1/5/4294967296/0/1;death@10/12:0/0/0/0/0/0,eb791d4ce9e90af731757bb66651489e508ef41e1c73cdf6ae0b2b247029db48,5,3,1,0,0,1,0,12,203c5da9dc75612c7b7eeedb93a2274cb25f1a0e2b70aaa94ba2298eb627b6eb,1,1,1,1,1
90,4800000,2,late_consequence_no_resurrection,reference,initial@0/2:1/1/0/0/0/1;dead_before_return@10/12:0/0/0/0/0/0;after_late_return@11/13:0/0/0/0/0/0,1fcfd1e484d90e4074e7f1664c1094bb47d837c0fb689cf9f6d950b4525f25a3,5,3,1,0,0,1,0,13,3b8c9b25e9c1eecf45675f722cac17af541be569416659eb3f2592fa8fb31f16,1,1,1,1,1
90,4800000,2,late_consequence_no_resurrection,production,initial@0/2:1/1/0/0/0/1;dead_before_return@10/12:0/0/0/0/0/0;after_late_return@11/13:0/0/0/0/0/0,1fcfd1e484d90e4074e7f1664c1094bb47d837c0fb689cf9f6d950b4525f25a3,5,3,1,0,0,1,0,13,3b8c9b25e9c1eecf45675f722cac17af541be569416659eb3f2592fa8fb31f16,1,1,1,1,1
91,4800000,2,repeated_supported_consequence,reference,initial@0/2:1/1/0/0/0/1;after_first@5/7:1/4/0/4294967296/4294967296/1;after_second@6/8:1/7/0/8321499136/12616466432/1;last_live@75/77:1/1/9/96876761/12616466432/1;death@76/78:0/0/0/0/0/0,1e9262c0a57f6494bff1eef102dcc0e5792600a6306daf7a04966ce1461e8d71,11,6,2,2,0,1,0,78,def8fb4e09ed0b5261c803a096b977604808f3881f78ee7fe5708e1b8b3f15cf,1,1,1,1,1
91,4800000,2,repeated_supported_consequence,production,initial@0/2:1/1/0/0/0/1;after_first@5/7:1/4/0/4294967296/4294967296/1;after_second@6/8:1/7/0/8321499136/12616466432/1;last_live@75/77:1/1/9/96876761/12616466432/1;death@76/78:0/0/0/0/0/0,1e9262c0a57f6494bff1eef102dcc0e5792600a6306daf7a04966ce1461e8d71,11,6,2,2,0,1,0,78,def8fb4e09ed0b5261c803a096b977604808f3881f78ee7fe5708e1b8b3f15cf,1,1,1,1,1
