case_id,root,phase,family,arm,mechanics,states,measures,drive,modulation,fires,resistance_events,qlp,crossings,proposals,deallocations,physical_work,final_tick,trace_hash,body_hash,live_hash,quiescent,replay_equal,mechanics_equal,predicate_pass
322,5200000,6,cpc0_contact_locality,efficacy_and_persistence,production,1/7/2/4026531840/4026531840;1/4/2/4026531840/0,4026531840|0,6,1,4,1,0,0,0,0,8,7,f734a25927c17d3c495113bd0d6376f941ad270a459799a268aa927d7ee44aa1,dd63362dc09fe164d28ccd578a214d6ef05700c3c25694deac3372e5146d84fe,270b10891a1069dbda947e2131c493ca0f056e15069f8a72277b0bda2fe2c7c6,true,true,false,true,false
323,5200000,6,cpc1_temporal_participation,persistence_only,reference,1/6/1/1979772000/4026531840;1/5/1/1979772000/1979772000;1/7/1/1979772000/3110400000;1/7/1/1979772000/3110400000;1/7/1/4542662625/7136931840,4026531840|1979772000|3110400000|3110400000|7136931840,19,5,12,5,0,0,0,0,29,18,6dbd410c543a8859d0c152c9a81047838f251f710df665a6d351cc363b68cae9,4bcca492375b3bdd715f0e4bb12e4ffc741a9a01780b9bfa0930ce5599edb3b8,d59048e4288093532fce0969294da4ecf3404f799bc49d004c0f908af8b09bde,true,true,false,true,false
323,5200000,6,cpc1_temporal_participation,persistence_only,production,1/6/1/1979772000/4026531840;1/5/1/1979772000/1979772000;1/7/1/1979772000/3110400000;1/7/1/1979772000/3110400000;1/7/1/4542662625/7136931840,4026531840|1979772000|3110400000|3110400000|7136931840,19,5,12,5,0,0,0,0,29,18,6dbd410c543a8859d0c152c9a81047838f251f710df665a6d351cc363b68cae9,4bcca492375b3bdd715f0e4bb12e4ffc741a9a01780b9bfa0930ce5599edb3b8,71644c3f77eb95c9b876270e3e011219a2f04851213c0bdceccc9b738c9ed0ee,true,true,false,true,false
324,5200000,6,cpc1_temporal_participation,efficacy_and_persistence,reference,1/6/2/1979772000/4026531840;1/5/2/1979772000/1979772000;1/7/2/1979772000/3110400000;1/7/2/1979772000/3110400000;1/7/2/4542662625/7136931840,4026531840|1979772000|3110400000|3110400000|7136931840,19,5,12,5,0,0,0,0,29,18,d3efa94cccebb9b002822f33610505d150172275df27fcf2ccfc0b35456fcf17,88ea6e770d4d491a594eeb4a61a8abb9de524468c42871c205e26e6105882f50,fc93ca4cdf22d2bae459c663a69134767b11b682bf45406d596eac5a024e64e6,true,true,false,true,false
324,5200000,6,cpc1_temporal_participation,efficacy_and_persistence,production,1/6/2/1979772000/4026531840;1/5/2/1979772000/1979772000;1/7/2/1979772000/3110400000;1/7/2/1979772000/3110400000;1/7/2/4542662625/7136931840,4026531840|1979772000|3110400000|3110400000|7136931840,19,5,12,5,0,0,0,0,29,18,d3efa94cccebb9b002822f33610505d150172275df27fcf2ccfc0b35456fcf17,88ea6e770d4d491a594eeb4a61a8abb9de524468c42871c205e26e6105882f50,1b56a3ba47819657f24694b7fe18d62cbe74d1e0f24c6ac890fca3718c3d1456,true,true,false,true,false
325,5200000,6,pqlc0_one_hop,persistence_only,reference,1/7/1/4026531840/4026531840,1|4026531840,5,2,4,2,1,0,0,0,10,7,bcb4957837dbf1c85400a8f2300d66e284ad05805fe2be39cee8719ef2edb1ea,08e14bfff0fb45fee23df1cecc10d8e9395924e734427c0f891f55b0405e6321,99fccc735fe771a98d43150712c699ab879dd1061f01bf2912a044f23b93144d,true,true,false,true,false
325,5200000,6,pqlc0_one_hop,persistence_only,production,1/7/1/4026531840/4026531840,1|4026531840,5,2,4,2,1,0,0,0,10,7,bcb4957837dbf1c85400a8f2300d66e284ad05805fe2be39cee8719ef2edb1ea,08e14bfff0fb45fee23df1cecc10d8e9395924e734427c0f891f55b0405e6321,0795b236bd7c77060df1977bc99b1107403965e1b9716eb7a3898577813dd6b2,true,true,false,true,false
326,5200000,6,pqlc0_one_hop,efficacy_and_persistence,reference,1/7/2/4026531840/4026531840,1|4026531840,5,2,4,2,1,0,0,0,10,7,e962be9ad339a7628654bdfd7d2b5c369054657bc2a0f5135558444a44c4fa8e,e5d59c09907ae6bad0e84892aa6121c90d30d9b00c851f830de19f04b963a358,f50e7e71352554d60e4347ff39abf98966317a12b5ea594a12f9929901f9e111,true,true,false,true,false
326,5200000,6,pqlc0_one_hop,efficacy_and_persistence,production,1/7/2/4026531840/4026531840,1|4026531840,5,2,4,2,1,0,0,0,10,7,e962be9ad339a7628654bdfd7d2b5c369054657bc2a0f5135558444a44c4fa8e,e5d59c09907ae6bad0e84892aa6121c90d30d9b00c851f830de19f04b963a358,ca3fae2a937596e4115bedd17855d8da9fc4ce1a54a4b75ddab7dd4df5b132b7,true,true,false,true,false
327,5200000,6,pqlc1_depth_16,persistence_only,reference,1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840,16,19,16,18,16,15,0,0,0,66,7,7d1f2d37d67986aab5db3dccb4263d9727999c6c944df1b63bcbf3dccce0230c,dc8d21a19d3f690aa9a9ae601e8520d8a2684c8b4b2b11b40119843232a06774,fe2754df6b8d6ca7e84e84070591d510c4fd7562ea24f2ffa744afdef296958c,true,true,false,true,false
327,5200000,6,pqlc1_depth_16,persistence_only,production,1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840,16,19,16,18,16,15,0,0,0,66,7,7d1f2d37d67986aab5db3dccb4263d9727999c6c944df1b63bcbf3dccce0230c,dc8d21a19d3f690aa9a9ae601e8520d8a2684c8b4b2b11b40119843232a06774,a102a983380e86e74d8961a6877976e33d0705f0498e900e275ccc98b1dc410e,true,true,false,true,false
328,5200000,6,pqlc1_depth_16,efficacy_and_persistence,reference,1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840,16,19,16,18,16,15,0,0,0,66,7,48255832bdf81b1799cfe7f08c55eb7e7869c5c04c1eebb11af16efe72780970,969343c718f67900bfbe369a18b5d7795d81e0f6ea6c1c657755ae01dcb8b403,a55bd67c76c40988f6c4757c9374a77b0bd7e197d3641e8eb8cb5460c1c31ecb,true,true,false,true,false
328,5200000,6,pqlc1_depth_16,efficacy_and_persistence,production,1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840,16,19,16,18,16,15,0,0,0,66,7,48255832bdf81b1799cfe7f08c55eb7e7869c5c04c1eebb11af16efe72780970,969343c718f67900bfbe369a18b5d7795d81e0f6ea6c1c657755ae01dcb8b403,c1ccc228b9bfd9a2b2803531204c717dbbc847a866517c8ce1e2bcdf8360f0c5,true,true,false,true,false
329,5200000,6,fd0_equal_persistence,persistence_only,reference,1/1/1/0/0;0/0/1/0/0,1|0,0,0,0,0,0,0,0,1,1,46,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,30cdd20d7cddc353b24a02ddb50fe9b227bbabf3db5394fc6ac0cb636f144eaf,1ab7d739b458431880a500d5d25f40ab826c5ed5a838dba4fda9569fcf3911f4,true,true,false,true,false
329,5200000,6,fd0_equal_persistence,persistence_only,production,1/1/1/0/0;0/0/1/0/0,1|0,0,0,0,0,0,0,0,1,1,46,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,30cdd20d7cddc353b24a02ddb50fe9b227bbabf3db5394fc6ac0cb636f144eaf,86cce693d2eb48ccdb86538f48cd59505daba29ebb1474beecb349fbe19062b0,true,true,false,true,false
330,5200000,6,fd0_equal_persistence,efficacy_and_persistence,reference,1/1/2/0/0;0/0/2/0/0,1|0,0,0,0,0,0,0,0,1,1,46,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,8adaf9ee49a1608c4bb96479fbf634a7a6f42f642f00a39f0cdc88e765033a31,a799d7eb6a42f368160675a3eeb65bbadce20b4c387b44c053cf6c73b27cd0e8,true,true,false,true,false
330,5200000,6,fd0_equal_persistence,efficacy_and_persistence,production,1/1/2/0/0;0/0/2/0/0,1|0,0,0,0,0,0,0,0,1,1,46,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,8adaf9ee49a1608c4bb96479fbf634a7a6f42f642f00a39f0cdc88e765033a31,ef6c7741f6f38ef4ab60f0700eeca777de331414d3bcf9d8688a7ba27e8c6af6,true,true,false,true,false
331,5200000,6,fd1_consolidation,persistence_only,reference,1/4/1/4026531840/4026531840;1/1/1/4026531840/0,4026531840|0,5,1,3,1,0,0,0,0,7,7,9e7d5cd12dfb8f5954bdf5eb398dc863bb1822c06a7141e17558af5313a51d93,d823f667d46dad00e2a19d0ef2347ee0c9bae18e15ba7b6a46a0abe96fbe1a8f,2805f015f4b2a0eb19c2ddbd9638a9452614da41454f776ec4906a75742b1235,true,true,false,true,false
331,5200000,6,fd1_consolidation,persistence_only,production,1/4/1/4026531840/4026531840;1/1/1/4026531840/0,4026531840|0,5,1,3,1,0,0,0,0,7,7,9e7d5cd12dfb8f5954bdf5eb398dc863bb1822c06a7141e17558af5313a51d93,d823f667d46dad00e2a19d0ef2347ee0c9bae18e15ba7b6a46a0abe96fbe1a8f,d46cc04c296395c1443349931726975087a2fa6ef0491d57a56f1a39c0272141,true,true,false,true,false
332,5200000,6,fd1_consolidation,efficacy_and_persistence,reference,1/4/2/4026531840/4026531840;1/1/2/4026531840/0,4026531840|0,5,1,3,1,0,0,0,0,7,7,c22b297e2c0f29f0d8a21d19eacee28fcea0c751b05ad390a13cb042f08531b0,59d972c34c65d74f5949d344af53f83b62a093923377315af06ff828fc4689c1,0a31e2977187686c17f4f01b238a6c181298b278a0c1bcd34fd67139074663db,true,true,false,true,false
332,5200000,6,fd1_consolidation,efficacy_and_persistence,production,1/4/2/4026531840/4026531840;1/1/2/4026531840/0,4026531840|0,5,1,3,1,0,0,0,0,7,7,c22b297e2c0f29f0d8a21d19eacee28fcea0c751b05ad390a13cb042f08531b0,59d972c34c65d74f5949d344af53f83b62a093923377315af06ff828fc4689c1,4ada16bf0fdf6e8cd5750777b93092ea28bb16e8a7be3c8956a2bbc963cdda05,true,true,false,true,false
333,5200000,6,threshold_1_already_executable,persistence_only,reference,1/4/1/4294967296/0,1|1,3,0,2,0,0,1,0,0,3,6,b8708870579831e3926edae7f7b0139252da42e95cbcaa49e19bd58c8af5e8a4,856a0ec29c5df2d189670b81c3c93686a3e866ac8f4c81e7a744baa2cba907e8,53edb4ae3fa516397cd70972e2b7d163c7b0bc01ee9d7528e1308f6dba81d854,true,true,true,true,true
333,5200000,6,threshold_1_already_executable,persistence_only,production,1/4/1/4294967296/0,1|1,3,0,2,0,0,1,0,0,3,6,b8708870579831e3926edae7f7b0139252da42e95cbcaa49e19bd58c8af5e8a4,856a0ec29c5df2d189670b81c3c93686a3e866ac8f4c81e7a744baa2cba907e8,53edb4ae3fa516397cd70972e2b7d163c7b0bc01ee9d7528e1308f6dba81d854,true,true,true,true,true
334,5200000,6,threshold_1_already_executable,efficacy_and_persistence,reference,1/4/2/4294967296/0,1|1,3,0,2,0,0,1,0,0,3,6,8212d2394aa6a44a215cefff05f8e0cb287e5cfa86b00bc2741f0eafc8791183,6d78721e1e60d456ec508eafd66e3aed3841e52b1a48fad9d39cf23970b8c8f0,1802c1668c9b43b59d65d547a02fb445e517df8ef85e5220a5f9aa1c1f970cb9,true,true,true,true,true
334,5200000,6,threshold_1_already_executable,efficacy_and_persistence,production,1/4/2/4294967296/0,1|1,3,0,2,0,0,1,0,0,3,6,8212d2394aa6a44a215cefff05f8e0cb287e5cfa86b00bc2741f0eafc8791183,6d78721e1e60d456ec508eafd66e3aed3841e52b1a48fad9d39cf23970b8c8f0,1802c1668c9b43b59d65d547a02fb445e517df8ef85e5220a5f9aa1c1f970cb9,true,true,true,true,true
335,5200000,6,threshold_2_acquired_efficacy,persistence_only,reference,1/4/1/4294967296/0;1/1/1/4294967296/0,0|0|0,4,0,2,0,0,0,0,0,4,6,8dbd1a7e5828617bb29b32de1ee41b0363fe498aaaa8394744adb84843250ec5,a5c7298b754dca89e3a7603170c135dcac652a6a9a92553b72dffcbbd247a541,9b24b2af810babb0c24592f20f71ae1c8b7f3b72927b8f1d3a75c30120389620,true,true,true,true,true
335,5200000,6,threshold_2_acquired_efficacy,persistence_only,production,1/4/1/4294967296/0;1/1/1/4294967296/0,0|0|0,4,0,2,0,0,0,0,0,4,6,8dbd1a7e5828617bb29b32de1ee41b0363fe498aaaa8394744adb84843250ec5,a5c7298b754dca89e3a7603170c135dcac652a6a9a92553b72dffcbbd247a541,9b24b2af810babb0c24592f20f71ae1c8b7f3b72927b8f1d3a75c30120389620,true,true,true,true,true
336,5200000,6,threshold_2_acquired_efficacy,efficacy_and_persistence,reference,1/4/2/4294967296/0;1/1/1/4294967296/0,1|0|1,5,0,3,0,0,1,0,0,5,6,d58cebe530f08f0c55d884d7786988621e375e8f4bb98b282cca4218c59615c2,8e4bb4bd868b963c649e0187963f7d4103a0a5dd498142af79a21e1e6745006d,500921506575476e7ea06588ab24768859aff0314da4d07f53c6c11014d813ef,true,true,true,true,true
336,5200000,6,threshold_2_acquired_efficacy,efficacy_and_persistence,production,1/4/2/4294967296/0;1/1/1/4294967296/0,1|0|1,5,0,3,0,0,1,0,0,5,6,d58cebe530f08f0c55d884d7786988621e375e8f4bb98b282cca4218c59615c2,8e4bb4bd868b963c649e0187963f7d4103a0a5dd498142af79a21e1e6745006d,500921506575476e7ea06588ab24768859aff0314da4d07f53c6c11014d813ef,true,true,true,true,true
337,5200000,6,threshold_3_still_insufficient,persistence_only,reference,1/4/1/4294967296/0,0|0,2,0,1,0,0,0,0,0,2,6,663d8aa96c850157d38b600e2604cd0fe6fff593f324a73ee03edc39d998a9ed,33b080da7c46dbb434db91ec2bad5e6b765b57630b410d3d85744d41b21dedac,0dd02edbfccb6a6c511069e35223661286a3cb648071df5d74ac409596cfb0a1,true,true,true,true,true
337,5200000,6,threshold_3_still_insufficient,persistence_only,production,1/4/1/4294967296/0,0|0,2,0,1,0,0,0,0,0,2,6,663d8aa96c850157d38b600e2604cd0fe6fff593f324a73ee03edc39d998a9ed,33b080da7c46dbb434db91ec2bad5e6b765b57630b410d3d85744d41b21dedac,0dd02edbfccb6a6c511069e35223661286a3cb648071df5d74ac409596cfb0a1,true,true,true,true,true
338,5200000,6,threshold_3_still_insufficient,efficacy_and_persistence,reference,1/4/2/4294967296/0,0|0,2,0,1,0,0,0,0,0,2,6,1c6b75190bad2fa4901f7d283f7795ef9dae605a121f10efe67de25dd63b1f59,9bfa93665132763f4bfd9dfaaf8d8364372c1f9e5f5e9e65f6bccd90e263c69b,fa2728686e64ed8276e287879a572230e04629beb962aaf9279c1322eb51c026,true,true,true,true,true
338,5200000,6,threshold_3_still_insufficient,efficacy_and_persistence,production,1/4/2/4294967296/0,0|0,2,0,1,0,0,0,0,0,2,6,1c6b75190bad2fa4901f7d283f7795ef9dae605a121f10efe67de25dd63b1f59,9bfa93665132763f4bfd9dfaaf8d8364372c1f9e5f5e9e65f6bccd90e263c69b,fa2728686e64ed8276e287879a572230e04629beb962aaf9279c1322eb51c026,true,true,true,true,true
339,5200000,6,threshold_2_two_physical_inputs,persistence_only,reference,1/4/1/4294967296/0;1/4/1/4294967296/0,1|1,5,0,3,0,0,1,0,0,5,6,93d5ad6403384982abafd563631460caa0ebab1fa0fa730a2426c4eac3135f00,4917e3dca404da5dfcdc08ca9a9262ec747d349011f0c8725f74af274724ad70,90b91269609c747743d15da5f6f1766226f1af42ed10668d99cde89176e13c20,true,true,true,true,true
339,5200000,6,threshold_2_two_physical_inputs,persistence_only,production,1/4/1/4294967296/0;1/4/1/4294967296/0,1|1,5,0,3,0,0,1,0,0,5,6,93d5ad6403384982abafd563631460caa0ebab1fa0fa730a2426c4eac3135f00,4917e3dca404da5dfcdc08ca9a9262ec747d349011f0c8725f74af274724ad70,90b91269609c747743d15da5f6f1766226f1af42ed10668d99cde89176e13c20,true,true,true,true,true
340,5200000,6,threshold_2_two_physical_inputs,efficacy_and_persistence,reference,1/4/1/4294967296/0;1/4/1/4294967296/0,1|1,5,0,3,0,0,1,0,0,5,6,cfd07e882743eb866289e1bceefb630e64c060cfda1ac477b51602fdba7244e1,116b4383bab67ce0ae6a1d181ef3dca9c2ebac92e0ae007e9696070f1d798001,1043d604ce5cace4285e71dd29c8489cbfea4fc5274c95062e21f5a592203350,true,true,true,true,true
340,5200000,6,threshold_2_two_physical_inputs,efficacy_and_persistence,production,1/4/1/4294967296/0;1/4/1/4294967296/0,1|1,5,0,3,0,0,1,0,0,5,6,cfd07e882743eb866289e1bceefb630e64c060cfda1ac477b51602fdba7244e1,116b4383bab67ce0ae6a1d181ef3dca9c2ebac92e0ae007e9696070f1d798001,1043d604ce5cace4285e71dd29c8489cbfea4fc5274c95062e21f5a592203350,true,true,true,true,true
341,5200000,7,cpc0_contact_locality,persistence_only,reference,1/7/1/4026531840/4026531840;1/4/1/4026531840/0,4026531840|0,6,1,4,1,0,0,0,0,8,8,13ee8f69150c1a8c59bf65f75904f8895af7c8e13b3e996e50934958518758de,5a55389d32c433b1d0430b74433b543921e76db26f0be9e542dd42b6b6bf8513,7a7553352d0bc601186f5713bc0536a982859a36008cf0546cc7f97d13e98327,true,true,false,true,false
341,5200000,7,cpc0_contact_locality,persistence_only,production,1/7/1/4026531840/4026531840;1/4/1/4026531840/0,4026531840|0,6,1,4,1,0,0,0,0,8,8,13ee8f69150c1a8c59bf65f75904f8895af7c8e13b3e996e50934958518758de,5a55389d32c433b1d0430b74433b543921e76db26f0be9e542dd42b6b6bf8513,8328711f7ff9558d36921d4063fe3bcfd73f259c9a9c87522f6c65339fae0403,true,true,false,true,false
342,5200000,7,cpc0_contact_locality,efficacy_and_persistence,reference,1/7/2/4026531840/4026531840;1/4/2/4026531840/0,4026531840|0,6,1,4,1,0,0,0,0,8,8,843cf030ce6eec170cd257733dced9ea9bea620b37b657fe195c2f1ec853fa1a,dd63362dc09fe164d28ccd578a214d6ef05700c3c25694deac3372e5146d84fe,34ecc4644efdc11b468afab18c62e737aff71b27c843fdbb28229aa738c92c1c,true,true,false,true,false
342,5200000,7,cpc0_contact_locality,efficacy_and_persistence,production,1/7/2/4026531840/4026531840;1/4/2/4026531840/0,4026531840|0,6,1,4,1,0,0,0,0,8,8,843cf030ce6eec170cd257733dced9ea9bea620b37b657fe195c2f1ec853fa1a,dd63362dc09fe164d28ccd578a214d6ef05700c3c25694deac3372e5146d84fe,6ee1d76c7c08a524fdfe8c6655a6d30e1a795d1ff96cc8078834158e0a85f227,true,true,false,true,false
343,5200000,7,cpc1_temporal_participation,persistence_only,reference,1/6/1/1979772000/4026531840;1/5/1/1979772000/1979772000;1/7/1/1979772000/3110400000;1/7/1/1979772000/3110400000;1/7/1/4542662625/7136931840,4026531840|1979772000|3110400000|3110400000|7136931840,19,5,12,5,0,0,0,0,29,19,45a2e0f72f541f933ccfdd177d192f97a5181f0c4f75772caa8f135e1250aeed,4bcca492375b3bdd715f0e4bb12e4ffc741a9a01780b9bfa0930ce5599edb3b8,fbc706894dd6939f0e620e19996553d845a37afaa269bf7470b4d28a49f3feb7,true,true,false,true,false
343,5200000,7,cpc1_temporal_participation,persistence_only,production,1/6/1/1979772000/4026531840;1/5/1/1979772000/1979772000;1/7/1/1979772000/3110400000;1/7/1/1979772000/3110400000;1/7/1/4542662625/7136931840,4026531840|1979772000|3110400000|3110400000|7136931840,19,5,12,5,0,0,0,0,29,19,45a2e0f72f541f933ccfdd177d192f97a5181f0c4f75772caa8f135e1250aeed,4bcca492375b3bdd715f0e4bb12e4ffc741a9a01780b9bfa0930ce5599edb3b8,3d57fe0f205f03d5604c02b80d21a361ed93729fb5377e5edbd05bf3c24c8fc8,true,true,false,true,false
344,5200000,7,cpc1_temporal_participation,efficacy_and_persistence,reference,1/6/2/1979772000/4026531840;1/5/2/1979772000/1979772000;1/7/2/1979772000/3110400000;1/7/2/1979772000/3110400000;1/7/2/4542662625/7136931840,4026531840|1979772000|3110400000|3110400000|7136931840,19,5,12,5,0,0,0,0,29,19,1632ce60c3975c1cb98db40fbfaa4f464c4b84cbe901226d8b76ae00f4faea4a,88ea6e770d4d491a594eeb4a61a8abb9de524468c42871c205e26e6105882f50,c826880542ad69077a44222130e6703a60ae58def623c0c307f3e4949302e3e5,true,true,false,true,false
344,5200000,7,cpc1_temporal_participation,efficacy_and_persistence,production,1/6/2/1979772000/4026531840;1/5/2/1979772000/1979772000;1/7/2/1979772000/3110400000;1/7/2/1979772000/3110400000;1/7/2/4542662625/7136931840,4026531840|1979772000|3110400000|3110400000|7136931840,19,5,12,5,0,0,0,0,29,19,1632ce60c3975c1cb98db40fbfaa4f464c4b84cbe901226d8b76ae00f4faea4a,88ea6e770d4d491a594eeb4a61a8abb9de524468c42871c205e26e6105882f50,09a124d46457ac3d9985f21f914bf2f436dcfd8fa4a816cc9405a1b30be97455,true,true,false,true,false
345,5200000,7,pqlc0_one_hop,persistence_only,reference,1/7/1/4026531840/4026531840,1|4026531840,5,2,4,2,1,0,0,0,10,8,051e9c2bcf44beb8110403949d9a90ba2662d21e1f82eee92ec291e1f172a8b1,08e14bfff0fb45fee23df1cecc10d8e9395924e734427c0f891f55b0405e6321,4e0b525c52cf90df807ad2e54f80eb771c810ba763cbc1384d9a96158339aa9b,true,true,false,true,false
345,5200000,7,pqlc0_one_hop,persistence_only,production,1/7/1/4026531840/4026531840,1|4026531840,5,2,4,2,1,0,0,0,10,8,051e9c2bcf44beb8110403949d9a90ba2662d21e1f82eee92ec291e1f172a8b1,08e14bfff0fb45fee23df1cecc10d8e9395924e734427c0f891f55b0405e6321,14cf4a184040c52407c05fe49519122462415861902a18f0a472002e70f8eb73,true,true,false,true,false
346,5200000,7,pqlc0_one_hop,efficacy_and_persistence,reference,1/7/2/4026531840/4026531840,1|4026531840,5,2,4,2,1,0,0,0,10,8,a8fe86771abf5f975fcfda71196d1c16be04e63a05e65791cbe5b2443ce0753a,e5d59c09907ae6bad0e84892aa6121c90d30d9b00c851f830de19f04b963a358,542c60085f137aad773a21c5eb921d24b4e1996e767daba7a7ddef57f990981c,true,true,false,true,false
346,5200000,7,pqlc0_one_hop,efficacy_and_persistence,production,1/7/2/4026531840/4026531840,1|4026531840,5,2,4,2,1,0,0,0,10,8,a8fe86771abf5f975fcfda71196d1c16be04e63a05e65791cbe5b2443ce0753a,e5d59c09907ae6bad0e84892aa6121c90d30d9b00c851f830de19f04b963a358,00530212642ab5a5a701ca879f8871ea01fc991c183fc30d35df73b9dae11a37,true,true,false,true,false
347,5200000,7,pqlc1_depth_16,persistence_only,reference,1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840,16,19,16,18,16,15,0,0,0,66,8,1907a32d9c1e5f4bf3cf2cddf38e982d0184f05a657b14f74bc77ca34ad2239d,dc8d21a19d3f690aa9a9ae601e8520d8a2684c8b4b2b11b40119843232a06774,c9b17b3854a4ce43e90804e6c384511ba090f1fb7dc8ec3f8b1e74fd3ee62cb3,true,true,false,true,false
347,5200000,7,pqlc1_depth_16,persistence_only,production,1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840,16,19,16,18,16,15,0,0,0,66,8,1907a32d9c1e5f4bf3cf2cddf38e982d0184f05a657b14f74bc77ca34ad2239d,dc8d21a19d3f690aa9a9ae601e8520d8a2684c8b4b2b11b40119843232a06774,63b66e5a0c17f198d3d31bc4ce8b041fd1de7760c298adb695f81e77b4caf929,true,true,false,true,false
348,5200000,7,pqlc1_depth_16,efficacy_and_persistence,reference,1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840,16,19,16,18,16,15,0,0,0,66,8,6bdde93fef2d6e6845e9c03f3395158f858d5f62649af0e198af8b0674567976,969343c718f67900bfbe369a18b5d7795d81e0f6ea6c1c657755ae01dcb8b403,939b5b40d7cfa951ecee6efa9344c173ba218e0570ef80deab4fb051e22e43d1,true,true,false,true,false
348,5200000,7,pqlc1_depth_16,efficacy_and_persistence,production,1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840,16,19,16,18,16,15,0,0,0,66,8,6bdde93fef2d6e6845e9c03f3395158f858d5f62649af0e198af8b0674567976,969343c718f67900bfbe369a18b5d7795d81e0f6ea6c1c657755ae01dcb8b403,7155e05e8f002437f01e28308883c4f1b1d7d57359f7daa017cf9f955c1e4ae5,true,true,false,true,false
