row_type,protocol,mode,claim_eligible,passed,arm,seed_index,depth,correct,total,explicit_answers,queues_empty,activity_limit_hits,role_transfer_correct,role_transfer_total,false_bindings,ambiguous_bindings,fresh_lower_identities,fresh_activity_sources,expected_reflected_firings,used_reflected_arrows,bindings_erased,immutable_state_unchanged,permanent_fingerprint_unchanged,runtime_total,invocations,state_installations,provenance_events,provenance_relations,role_activations,reflected_arrow_evaluations,reflected_arrow_firings,binding_deliveries,direct_arrow_evaluations,direct_arrow_firings,direct_executor_calls,pre_resolved_routes,fallback_calls,oracle_calls,recognition_comparisons,binding_writes,binding_reads,failed_dereferences,cell_location_comparisons,lower_cells,spikes_enqueued,spikes_dequeued,queue_checks,relation_scans,identity_comparisons,current_updates,finishes,first_roles,first_success,competence,parity,acquisition_work,permanent_bytes,learned_roles,correct_arrows,gate,gate_status,workspaces_created,workspaces_destroyed,maximum_live_workspaces_per_cell,parallel_cells
acquisition,reflected-grounding-rg0a-v1,definitive,true,true,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,581,9654,true,10740059,6608,10,4,,,,,,
acquisition,reflected-grounding-rg0a-v1,definitive,true,true,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,197,3874,true,4452016,6608,10,4,,,,,,
acquisition,reflected-grounding-rg0a-v1,definitive,true,true,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,117,19500,true,21480745,6608,10,4,,,,,,
acquisition,reflected-grounding-rg0a-v1,definitive,true,true,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2481,14838,true,16321757,6608,10,4,,,,,,
acquisition,reflected-grounding-rg0a-v1,definitive,true,true,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,145,13260,true,15321640,6608,10,4,,,,,,
acquisition,reflected-grounding-rg0a-v1,definitive,true,true,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,117,20842,true,23786489,6608,10,4,,,,,,
acquisition,reflected-grounding-rg0a-v1,definitive,true,true,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,57,16803,true,18869627,6608,10,4,,,,,,
acquisition,reflected-grounding-rg0a-v1,definitive,true,true,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,329,2388,true,2676006,6608,10,4,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,concrete,0,5,16,16,true,true,0,0,0,0,0,true,true,true,0,true,true,true,7488,16,16,0,0,0,0,0,0,272,272,16,0,0,0,0,0,0,0,2064,560,560,560,560,1248,1248,80,16,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,grounded-reflected,0,5,16,16,true,true,0,160,160,0,0,true,true,true,4,true,true,true,10704,16,16,208,208,160,912,272,272,0,0,0,0,0,0,880,320,544,0,2064,560,560,560,560,1248,1248,80,16,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,no-bindings,0,5,0,16,false,true,0,0,0,160,0,true,true,true,0,true,true,true,1920,16,16,208,208,160,0,0,0,0,0,0,0,0,0,880,160,16,16,112,32,32,32,32,0,0,0,0,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,shuffled-bindings,0,5,0,16,false,true,2,0,0,0,0,true,true,true,4,true,true,true,40656,16,16,208,208,160,8070,1607,1607,0,0,0,0,0,0,880,320,3221,7,11357,3238,3238,3238,3238,13,13,0,1,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,activity-only-grounding,0,5,0,16,false,true,0,0,0,160,0,true,true,true,0,true,true,true,464,16,16,160,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,112,32,32,32,32,0,0,0,0,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,random-reflected-program,0,5,0,16,false,true,16,0,0,0,0,true,true,true,2,true,true,true,283280,16,16,208,208,160,25568,25568,25568,0,0,0,0,0,0,880,320,51136,0,51232,25600,25600,25600,25600,0,0,0,0,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,shuffled-terminal-program,0,5,0,16,false,true,0,0,0,0,0,true,true,true,0,true,true,true,2224,16,16,208,208,160,144,0,0,0,0,0,0,0,0,880,320,16,16,112,32,32,32,32,0,0,0,0,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,oracle-binding-program,0,5,16,16,true,true,0,0,0,0,0,true,true,true,4,true,true,true,9040,16,16,208,208,0,272,272,272,0,0,0,0,0,16,0,320,544,0,2064,560,560,560,560,1248,1248,80,16,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,concrete,0,8,16,16,true,true,0,0,0,0,0,true,true,true,0,true,true,true,12096,16,16,0,0,0,0,0,0,416,416,16,0,0,0,0,0,0,0,3072,848,848,848,848,2304,2304,128,16,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,grounded-reflected,0,8,16,16,true,true,0,160,160,0,0,true,true,true,4,true,true,true,16128,16,16,208,208,160,1440,416,416,0,0,0,0,0,0,880,320,832,0,3072,848,848,848,848,2304,2304,128,16,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,no-bindings,0,8,0,16,false,true,0,0,0,160,0,true,true,true,0,true,true,true,1920,16,16,208,208,160,0,0,0,0,0,0,0,0,0,880,160,16,16,112,32,32,32,32,0,0,0,0,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,shuffled-bindings,0,8,0,16,false,true,2,0,0,0,0,true,true,true,4,true,true,true,40648,16,16,208,208,160,8111,1605,1605,0,0,0,0,0,0,880,320,3220,10,11349,3235,3235,3235,3235,0,0,0,0,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,activity-only-grounding,0,8,0,16,false,true,0,0,0,160,0,true,true,true,0,true,true,true,464,16,16,160,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,112,32,32,32,32,0,0,0,0,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,random-reflected-program,0,8,0,16,false,true,16,0,0,0,0,true,true,true,2,true,true,true,283280,16,16,208,208,160,25568,25568,25568,0,0,0,0,0,0,880,320,51136,0,51232,25600,25600,25600,25600,0,0,0,0,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,shuffled-terminal-program,0,8,0,16,false,true,0,0,0,0,0,true,true,true,0,true,true,true,2224,16,16,208,208,160,144,0,0,0,0,0,0,0,0,880,320,16,16,112,32,32,32,32,0,0,0,0,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,oracle-binding-program,0,8,16,16,true,true,0,0,0,0,0,true,true,true,4,true,true,true,14080,16,16,208,208,0,416,416,416,0,0,0,0,0,16,0,320,832,0,3072,848,848,848,848,2304,2304,128,16,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,concrete,0,16,16,16,true,true,0,0,0,0,0,true,true,true,0,true,true,true,27200,16,16,0,0,0,0,0,0,800,800,16,0,0,0,0,0,0,0,5760,1616,1616,1616,1616,6528,6528,256,16,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,grounded-reflected,0,16,16,16,true,true,0,160,160,0,0,true,true,true,4,true,true,true,33408,16,16,208,208,160,2848,800,800,0,0,0,0,0,0,880,320,1600,0,5760,1616,1616,1616,1616,6528,6528,256,16,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,no-bindings,0,16,0,16,false,true,0,0,0,160,0,true,true,true,0,true,true,true,1920,16,16,208,208,160,0,0,0,0,0,0,0,0,0,880,160,16,16,112,32,32,32,32,0,0,0,0,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,shuffled-bindings,0,16,0,16,false,true,0,0,0,0,0,true,true,true,4,true,true,true,2280,16,16,208,208,160,88,8,8,0,0,0,0,0,0,880,320,24,8,173,40,40,40,40,0,0,0,3,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,activity-only-grounding,0,16,0,16,false,true,0,0,0,160,0,true,true,true,0,true,true,true,464,16,16,160,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,112,32,32,32,32,0,0,0,0,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,random-reflected-program,0,16,0,16,false,true,16,0,0,0,0,true,true,true,2,true,true,true,283280,16,16,208,208,160,25568,25568,25568,0,0,0,0,0,0,880,320,51136,0,51232,25600,25600,25600,25600,0,0,0,0,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,shuffled-terminal-program,0,16,0,16,false,true,0,0,0,0,0,true,true,true,0,true,true,true,2224,16,16,208,208,160,144,0,0,0,0,0,0,0,0,880,320,16,16,112,32,32,32,32,0,0,0,0,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,oracle-binding-program,0,16,16,16,true,true,0,0,0,0,0,true,true,true,4,true,true,true,30336,16,16,208,208,0,800,800,800,0,0,0,0,0,16,0,320,1600,0,5760,1616,1616,1616,1616,6528,6528,256,16,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,concrete,0,32,16,16,true,true,0,0,0,0,0,true,true,true,0,true,true,true,69696,16,16,0,0,0,0,0,0,1568,1568,16,0,0,0,0,0,0,0,11136,3152,3152,3152,3152,21120,21120,512,16,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,grounded-reflected,0,32,16,16,true,true,0,160,160,0,0,true,true,true,4,true,true,true,80256,16,16,208,208,160,5664,1568,1568,0,0,0,0,0,0,880,320,3136,0,11136,3152,3152,3152,3152,21120,21120,512,16,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,no-bindings,0,32,0,16,false,true,0,0,0,160,0,true,true,true,0,true,true,true,1920,16,16,208,208,160,0,0,0,0,0,0,0,0,0,880,160,16,16,112,32,32,32,32,0,0,0,0,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,shuffled-bindings,0,32,0,16,false,true,2,0,0,0,0,true,true,true,4,true,true,true,65400,16,16,208,208,160,1693,1604,1604,0,0,0,0,0,0,880,320,3217,9,10529,3234,3234,3234,3234,16000,16000,0,0,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,activity-only-grounding,0,32,0,16,false,true,0,0,0,160,0,true,true,true,0,true,true,true,464,16,16,160,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,112,32,32,32,32,0,0,0,0,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,random-reflected-program,0,32,0,16,false,true,16,0,0,0,0,true,true,true,2,true,true,true,283280,16,16,208,208,160,25568,25568,25568,0,0,0,0,0,0,880,320,51136,0,51232,25600,25600,25600,25600,0,0,0,0,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,shuffled-terminal-program,0,32,0,16,false,true,0,0,0,0,0,true,true,true,0,true,true,true,2224,16,16,208,208,160,144,0,0,0,0,0,0,0,0,880,320,16,16,112,32,32,32,32,0,0,0,0,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,oracle-binding-program,0,32,16,16,true,true,0,0,0,0,0,true,true,true,4,true,true,true,75136,16,16,208,208,0,1568,1568,1568,0,0,0,0,0,16,0,320,3136,0,11136,3152,3152,3152,3152,21120,21120,512,16,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,concrete,0,64,16,16,true,true,0,0,0,0,0,true,true,true,0,true,true,true,203840,16,16,0,0,0,0,0,0,3104,3104,16,0,0,0,0,0,0,0,21888,6224,6224,6224,6224,74880,74880,1024,16,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,grounded-reflected,0,64,16,16,true,true,0,160,160,0,0,true,true,true,4,true,true,true,223104,16,16,208,208,160,11296,3104,3104,0,0,0,0,0,0,880,320,6208,0,21888,6224,6224,6224,6224,74880,74880,1024,16,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,no-bindings,0,64,0,16,false,true,0,0,0,160,0,true,true,true,0,true,true,true,1920,16,16,208,208,160,0,0,0,0,0,0,0,0,0,880,160,16,16,112,32,32,32,32,0,0,0,0,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,shuffled-bindings,0,64,0,16,false,true,1,0,0,0,0,true,true,true,4,true,true,true,18266,16,16,208,208,160,895,807,807,0,0,0,0,0,0,880,320,1622,8,5766,1638,1638,1638,1638,0,0,0,1,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,activity-only-grounding,0,64,0,16,false,true,0,0,0,160,0,true,true,true,0,true,true,true,464,16,16,160,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,112,32,32,32,32,0,0,0,0,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,random-reflected-program,0,64,0,16,false,true,16,0,0,0,0,true,true,true,2,true,true,true,283280,16,16,208,208,160,25568,25568,25568,0,0,0,0,0,0,880,320,51136,0,51232,25600,25600,25600,25600,0,0,0,0,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,shuffled-terminal-program,0,64,0,16,false,true,0,0,0,0,0,true,true,true,0,true,true,true,2224,16,16,208,208,160,144,0,0,0,0,0,0,0,0,880,320,16,16,112,32,32,32,32,0,0,0,0,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,oracle-binding-program,0,64,16,16,true,true,0,0,0,0,0,true,true,true,4,true,true,true,213888,16,16,208,208,0,3104,3104,3104,0,0,0,0,0,16,0,320,6208,0,21888,6224,6224,6224,6224,74880,74880,1024,16,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,concrete,0,128,16,16,true,true,0,0,0,0,0,true,true,true,0,true,true,true,668736,16,16,0,0,0,0,0,0,6176,6176,16,0,0,0,0,0,0,0,43392,12368,12368,12368,12368,280704,280704,2048,16,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,grounded-reflected,0,128,16,16,true,true,0,160,160,0,0,true,true,true,4,true,true,true,705408,16,16,208,208,160,22560,6176,6176,0,0,0,0,0,0,880,320,12352,0,43392,12368,12368,12368,12368,280704,280704,2048,16,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,no-bindings,0,128,0,16,false,true,0,0,0,160,0,true,true,true,0,true,true,true,1920,16,16,208,208,160,0,0,0,0,0,0,0,0,0,880,160,16,16,112,32,32,32,32,0,0,0,0,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,shuffled-bindings,0,128,0,16,false,true,1,0,0,0,0,true,true,true,3,true,true,true,18861,16,16,208,208,160,938,807,807,0,0,0,0,0,0,880,320,1625,11,5760,1640,1640,1640,1640,272,272,0,1,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,activity-only-grounding,0,128,0,16,false,true,0,0,0,160,0,true,true,true,0,true,true,true,464,16,16,160,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,112,32,32,32,32,0,0,0,0,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,random-reflected-program,0,128,0,16,false,true,16,0,0,0,0,true,true,true,2,true,true,true,283280,16,16,208,208,160,25568,25568,25568,0,0,0,0,0,0,880,320,51136,0,51232,25600,25600,25600,25600,0,0,0,0,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,shuffled-terminal-program,0,128,0,16,false,true,0,0,0,0,0,true,true,true,0,true,true,true,2224,16,16,208,208,160,144,0,0,0,0,0,0,0,0,880,320,16,16,112,32,32,32,32,0,0,0,0,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,oracle-binding-program,0,128,16,16,true,true,0,0,0,0,0,true,true,true,4,true,true,true,688000,16,16,208,208,0,6176,6176,6176,0,0,0,0,0,16,0,320,12352,0,43392,12368,12368,12368,12368,280704,280704,2048,16,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,concrete,1,5,16,16,true,true,0,0,0,0,0,true,true,true,0,true,true,true,7488,16,16,0,0,0,0,0,0,272,272,16,0,0,0,0,0,0,0,2064,560,560,560,560,1248,1248,80,16,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,grounded-reflected,1,5,16,16,true,true,0,160,160,0,0,true,true,true,4,true,true,true,11472,16,16,208,208,160,1680,272,272,0,0,0,0,0,0,880,320,544,0,2064,560,560,560,560,1248,1248,80,16,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,no-bindings,1,5,0,16,false,true,0,0,0,160,0,true,true,true,0,true,true,true,1920,16,16,208,208,160,0,0,0,0,0,0,0,0,0,880,160,16,16,112,32,32,32,32,0,0,0,0,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,shuffled-bindings,1,5,0,16,false,true,1,0,0,0,0,true,true,true,4,true,true,true,24650,16,16,208,208,160,7328,804,804,0,0,0,0,0,0,880,320,1620,12,5732,1635,1635,1635,1635,0,0,0,2,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,activity-only-grounding,1,5,0,16,false,true,0,0,0,160,0,true,true,true,0,true,true,true,464,16,16,160,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,112,32,32,32,32,0,0,0,0,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,random-reflected-program,1,5,0,16,false,true,16,0,0,0,0,true,true,true,1,true,true,true,359984,16,16,208,208,160,115056,12784,12784,0,0,0,0,0,0,880,320,25568,0,89584,25600,25600,25600,25600,0,0,0,0,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,shuffled-terminal-program,1,5,0,16,false,true,0,0,0,0,0,true,true,true,0,true,true,true,2224,16,16,208,208,160,144,0,0,0,0,0,0,0,0,880,320,16,16,112,32,32,32,32,0,0,0,0,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,oracle-binding-program,1,5,16,16,true,true,0,0,0,0,0,true,true,true,4,true,true,true,9040,16,16,208,208,0,272,272,272,0,0,0,0,0,16,0,320,544,0,2064,560,560,560,560,1248,1248,80,16,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,concrete,1,8,16,16,true,true,0,0,0,0,0,true,true,true,0,true,true,true,12096,16,16,0,0,0,0,0,0,416,416,16,0,0,0,0,0,0,0,3072,848,848,848,848,2304,2304,128,16,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,grounded-reflected,1,8,16,16,true,true,0,160,160,0,0,true,true,true,4,true,true,true,17280,16,16,208,208,160,2592,416,416,0,0,0,0,0,0,880,320,832,0,3072,848,848,848,848,2304,2304,128,16,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,no-bindings,1,8,0,16,false,true,0,0,0,160,0,true,true,true,0,true,true,true,1920,16,16,208,208,160,0,0,0,0,0,0,0,0,0,880,160,16,16,112,32,32,32,32,0,0,0,0,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,shuffled-bindings,1,8,0,16,false,true,1,0,0,0,0,true,true,true,4,true,true,true,18317,16,16,208,208,160,919,806,806,0,0,0,0,0,0,880,320,1621,9,5761,1638,1638,1638,1638,16,16,0,3,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,activity-only-grounding,1,8,0,16,false,true,0,0,0,160,0,true,true,true,0,true,true,true,464,16,16,160,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,112,32,32,32,32,0,0,0,0,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,random-reflected-program,1,8,0,16,false,true,16,0,0,0,0,true,true,true,1,true,true,true,359984,16,16,208,208,160,115056,12784,12784,0,0,0,0,0,0,880,320,25568,0,89584,25600,25600,25600,25600,0,0,0,0,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,shuffled-terminal-program,1,8,0,16,false,true,0,0,0,0,0,true,true,true,0,true,true,true,2224,16,16,208,208,160,144,0,0,0,0,0,0,0,0,880,320,16,16,112,32,32,32,32,0,0,0,0,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,oracle-binding-program,1,8,16,16,true,true,0,0,0,0,0,true,true,true,4,true,true,true,14080,16,16,208,208,0,416,416,416,0,0,0,0,0,16,0,320,832,0,3072,848,848,848,848,2304,2304,128,16,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,concrete,1,16,16,16,true,true,0,0,0,0,0,true,true,true,0,true,true,true,27200,16,16,0,0,0,0,0,0,800,800,16,0,0,0,0,0,0,0,5760,1616,1616,1616,1616,6528,6528,256,16,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,grounded-reflected,1,16,16,16,true,true,0,160,160,0,0,true,true,true,4,true,true,true,35584,16,16,208,208,160,5024,800,800,0,0,0,0,0,0,880,320,1600,0,5760,1616,1616,1616,1616,6528,6528,256,16,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,no-bindings,1,16,0,16,false,true,0,0,0,160,0,true,true,true,0,true,true,true,1920,16,16,208,208,160,0,0,0,0,0,0,0,0,0,880,160,16,16,112,32,32,32,32,0,0,0,0,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,shuffled-bindings,1,16,0,16,false,true,0,0,0,0,0,true,true,true,3,true,true,true,2411,16,16,208,208,160,163,8,8,0,0,0,0,0,0,880,320,27,11,172,41,41,41,41,24,24,0,2,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,activity-only-grounding,1,16,0,16,false,true,0,0,0,160,0,true,true,true,0,true,true,true,464,16,16,160,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,112,32,32,32,32,0,0,0,0,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,random-reflected-program,1,16,0,16,false,true,16,0,0,0,0,true,true,true,1,true,true,true,359984,16,16,208,208,160,115056,12784,12784,0,0,0,0,0,0,880,320,25568,0,89584,25600,25600,25600,25600,0,0,0,0,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,shuffled-terminal-program,1,16,0,16,false,true,0,0,0,0,0,true,true,true,0,true,true,true,2224,16,16,208,208,160,144,0,0,0,0,0,0,0,0,880,320,16,16,112,32,32,32,32,0,0,0,0,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,oracle-binding-program,1,16,16,16,true,true,0,0,0,0,0,true,true,true,4,true,true,true,30336,16,16,208,208,0,800,800,800,0,0,0,0,0,16,0,320,1600,0,5760,1616,1616,1616,1616,6528,6528,256,16,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,concrete,1,32,16,16,true,true,0,0,0,0,0,true,true,true,0,true,true,true,69696,16,16,0,0,0,0,0,0,1568,1568,16,0,0,0,0,0,0,0,11136,3152,3152,3152,3152,21120,21120,512,16,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,grounded-reflected,1,32,16,16,true,true,0,160,160,0,0,true,true,true,4,true,true,true,84480,16,16,208,208,160,9888,1568,1568,0,0,0,0,0,0,880,320,3136,0,11136,3152,3152,3152,3152,21120,21120,512,16,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,no-bindings,1,32,0,16,false,true,0,0,0,160,0,true,true,true,0,true,true,true,1920,16,16,208,208,160,0,0,0,0,0,0,0,0,0,880,160,16,16,112,32,32,32,32,0,0,0,0,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,shuffled-bindings,1,32,0,16,false,true,3,0,0,0,0,true,true,true,3,true,true,true,62999,16,16,208,208,160,15301,2403,2403,0,0,0,0,0,0,880,320,4816,10,16928,4832,4832,4832,4832,0,0,0,2,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,activity-only-grounding,1,32,0,16,false,true,0,0,0,160,0,true,true,true,0,true,true,true,464,16,16,160,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,112,32,32,32,32,0,0,0,0,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,random-reflected-program,1,32,0,16,false,true,16,0,0,0,0,true,true,true,1,true,true,true,359984,16,16,208,208,160,115056,12784,12784,0,0,0,0,0,0,880,320,25568,0,89584,25600,25600,25600,25600,0,0,0,0,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,shuffled-terminal-program,1,32,0,16,false,true,0,0,0,0,0,true,true,true,0,true,true,true,2224,16,16,208,208,160,144,0,0,0,0,0,0,0,0,880,320,16,16,112,32,32,32,32,0,0,0,0,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,oracle-binding-program,1,32,16,16,true,true,0,0,0,0,0,true,true,true,4,true,true,true,75136,16,16,208,208,0,1568,1568,1568,0,0,0,0,0,16,0,320,3136,0,11136,3152,3152,3152,3152,21120,21120,512,16,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,concrete,1,64,16,16,true,true,0,0,0,0,0,true,true,true,0,true,true,true,203840,16,16,0,0,0,0,0,0,3104,3104,16,0,0,0,0,0,0,0,21888,6224,6224,6224,6224,74880,74880,1024,16,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,grounded-reflected,1,64,16,16,true,true,0,160,160,0,0,true,true,true,4,true,true,true,231424,16,16,208,208,160,19616,3104,3104,0,0,0,0,0,0,880,320,6208,0,21888,6224,6224,6224,6224,74880,74880,1024,16,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,no-bindings,1,64,0,16,false,true,0,0,0,160,0,true,true,true,0,true,true,true,1920,16,16,208,208,160,0,0,0,0,0,0,0,0,0,880,160,16,16,112,32,32,32,32,0,0,0,0,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,shuffled-bindings,1,64,0,16,false,true,1,0,0,0,0,true,true,true,3,true,true,true,24824,16,16,208,208,160,7320,806,806,0,0,0,0,0,0,880,320,1622,10,5754,1638,1638,1638,1638,72,72,0,2,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,activity-only-grounding,1,64,0,16,false,true,0,0,0,160,0,true,true,true,0,true,true,true,464,16,16,160,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,112,32,32,32,32,0,0,0,0,,,,,,,,,,,,,,
runtime,reflected-grounding-rg0a-v1,definitive,true,true,random-reflected-program,1,64,0,16,false,true,16,0,0,0,0,true,true,true,1,true,true,true,359984,16,16,208,208,160,115056,12784,12784,0,0,0,0,0,0,880,320,25568,0,89584,25600,25600,25600,25600,0,0,0,0,,,,,,,,,,,,,,
