cell,context,form,stable_opportunity,stable_completed,stable_completed_cumulative,sparse_opportunity,sparse_completed,sparse_completed_cumulative,stable_resistance,sparse_resistance,stable_live_arrows,sparse_live_arrows,b_probe_effect,a_probe_effect,b_executable_contexts,deallocations,queue_comparisons,work
109,25,1,1,1,26,1,1,7,40,4,2,2,1,1,25,0,1145,11190
109,26,2,1,1,27,0,0,7,41,2,2,2,1,1,26,37,168,9124
109,27,3,1,1,28,0,0,7,43,1,2,2,1,0,27,2,145,9032
109,28,0,1,1,29,0,0,7,44,0,2,0,1,0,28,41,1145,11989
109,29,1,1,1,30,1,1,8,46,4,2,2,1,1,29,0,1145,12470
109,30,2,1,1,31,0,0,8,47,2,2,2,1,1,30,37,168,10244
109,31,3,1,1,32,0,0,8,49,1,2,2,1,0,31,2,145,10152
109,32,0,1,1,33,0,0,8,50,0,2,0,1,0,32,41,1145,13269
109,33,2,1,1,34,0,0,8,52,1,2,2,1,0,33,0,145,10723
109,34,3,1,1,35,0,0,8,53,0,2,0,1,0,34,8,145,10822
110,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8,135,1016
110,1,1,1,1,2,0,0,0,4,1,2,2,1,0,1,0,1129,2622
110,2,2,1,1,3,1,1,1,5,0,2,0,1,0,2,70,1174,3759
110,3,3,1,1,4,0,0,1,7,1,2,2,1,0,3,2,149,2317
110,4,0,1,1,5,0,0,1,8,0,2,0,1,0,4,8,152,2412
110,5,1,1,1,6,0,0,1,10,1,2,2,1,0,5,0,1149,4261
110,6,2,1,1,7,1,1,2,11,0,2,0,1,0,6,70,1174,5040
110,7,3,1,1,8,0,0,2,13,1,2,2,1,0,7,2,149,3437
110,8,0,1,1,9,0,0,2,14,0,2,0,1,0,8,8,152,3532
110,9,1,1,1,10,0,0,2,16,1,2,2,1,0,9,0,1149,5541
110,10,2,1,1,11,1,1,3,17,0,2,0,1,0,10,70,1174,6320
110,11,3,1,1,12,0,0,3,19,1,2,2,1,0,11,2,149,4557
110,12,0,1,1,13,0,0,3,20,0,2,0,1,0,12,8,152,4652
110,13,1,1,1,14,0,0,3,22,1,2,2,1,0,13,0,1149,6821
110,14,2,1,1,15,1,1,4,23,0,2,0,1,0,14,70,1174,7600
110,15,3,1,1,16,0,0,4,25,1,2,2,1,0,15,2,149,5677
110,16,0,1,1,17,0,0,4,26,0,2,0,1,0,16,8,152,5772
110,17,1,1,1,18,0,0,4,28,1,2,2,1,0,17,0,1149,8101
110,18,2,1,1,19,1,1,5,29,0,2,0,1,0,18,70,1174,8880
110,19,3,1,1,20,0,0,5,31,1,2,2,1,0,19,2,149,6797
110,20,0,1,1,21,0,0,5,32,0,2,0,1,0,20,8,152,6892
110,21,1,1,1,22,0,0,5,34,1,2,2,1,0,21,0,1149,9381
110,22,2,1,1,23,1,1,6,35,0,2,0,1,0,22,70,1174,10160
110,23,3,1,1,24,0,0,6,37,1,2,2,1,0,23,2,149,7917
110,24,0,1,1,25,0,0,6,38,0,2,0,1,0,24,8,152,8012
110,25,1,1,1,26,0,0,6,40,1,2,2,1,0,25,0,1149,10661
110,26,2,1,1,27,1,1,7,41,0,2,0,1,0,26,70,1174,11440
110,27,3,1,1,28,0,0,7,43,1,2,2,1,0,27,2,149,9037
110,28,0,1,1,29,0,0,7,44,0,2,0,1,0,28,8,152,9132
110,29,1,1,1,30,0,0,7,46,1,2,2,1,0,29,0,1149,11941
110,30,2,1,1,31,1,1,8,47,0,2,0,1,0,30,70,1174,12720
110,31,3,1,1,32,0,0,8,49,1,2,2,1,0,31,2,149,10157
110,32,0,1,1,33,0,0,8,50,0,2,0,1,0,32,8,152,10252
110,33,1,1,1,34,0,0,8,52,1,2,2,1,0,33,0,1149,13221
110,34,3,1,1,35,0,0,8,53,0,2,0,1,0,34,37,172,10902
111,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8,135,1015
111,1,1,1,1,2,0,0,0,4,1,2,2,1,0,1,0,135,1045
111,2,2,1,1,3,0,0,0,5,0,2,0,1,0,2,41,1143,3186
111,3,3,1,1,4,1,1,1,7,4,2,2,1,1,3,0,1144,3635
111,4,0,1,1,5,0,0,1,8,2,2,2,1,1,4,37,175,2519
111,5,1,1,1,6,0,0,1,10,1,2,2,1,0,5,2,150,2427
111,6,2,1,1,7,0,0,1,11,0,2,0,1,0,6,41,1143,4468
111,7,3,1,1,8,1,1,2,13,4,2,2,1,1,7,0,1144,4915
111,8,0,1,1,9,0,0,2,14,2,2,2,1,1,8,37,175,3639
111,9,1,1,1,10,0,0,2,16,1,2,2,1,0,9,2,150,3547
111,10,2,1,1,11,0,0,2,17,0,2,0,1,0,10,41,1143,5748
111,11,3,1,1,12,1,1,3,19,4,2,2,1,1,11,0,1144,6195
111,12,0,1,1,13,0,0,3,20,2,2,2,1,1,12,37,175,4759
111,13,1,1,1,14,0,0,3,22,1,2,2,1,0,13,2,150,4667
111,14,2,1,1,15,0,0,3,23,0,2,0,1,0,14,41,1143,7028
111,15,3,1,1,16,1,1,4,25,4,2,2,1,1,15,0,1144,7475
111,16,0,1,1,17,0,0,4,26,2,2,2,1,1,16,37,175,5879
111,17,1,1,1,18,0,0,4,28,1,2,2,1,0,17,2,150,5787
111,18,2,1,1,19,0,0,4,29,0,2,0,1,0,18,41,1143,8308
111,19,3,1,1,20,1,1,5,31,4,2,2,1,1,19,0,1144,8755
111,20,0,1,1,21,0,0,5,32,2,2,2,1,1,20,37,175,6999
111,21,1,1,1,22,0,0,5,34,1,2,2,1,0,21,2,150,6907
111,22,2,1,1,23,0,0,5,35,0,2,0,1,0,22,41,1143,9588
111,23,3,1,1,24,1,1,6,37,4,2,2,1,1,23,0,1144,10035
111,24,0,1,1,25,0,0,6,38,2,2,2,1,1,24,37,175,8119
111,25,1,1,1,26,0,0,6,40,1,2,2,1,0,25,2,150,8027
111,26,2,1,1,27,0,0,6,41,0,2,0,1,0,26,41,1143,10868
111,27,3,1,1,28,1,1,7,43,4,2,2,1,1,27,0,1144,11315
111,28,0,1,1,29,0,0,7,44,2,2,2,1,1,28,37,175,9239
111,29,1,1,1,30,0,0,7,46,1,2,2,1,0,29,2,150,9147
111,30,2,1,1,31,0,0,7,47,0,2,0,1,0,30,41,1143,12148
111,31,3,1,1,32,1,1,8,49,4,2,2,1,1,31,0,1144,12595
111,32,0,1,1,33,0,0,8,50,2,2,2,1,1,32,37,175,10359
111,33,1,1,1,34,0,0,8,52,1,2,2,1,0,33,2,150,10267
111,34,2,1,1,35,0,0,8,53,0,2,0,1,0,34,41,1143,13428
112,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8,135,1015
112,1,1,1,1,2,0,0,0,4,1,2,2,1,0,1,0,132,1041
112,2,2,1,1,3,0,0,0,5,0,2,0,1,0,2,30,701,2538
112,3,3,1,1,4,1,1,1,7,4,2,2,1,1,3,0,705,2847
112,4,0,1,1,5,0,0,1,8,2,2,2,1,1,4,26,171,2188
112,5,1,1,1,6,0,0,1,10,1,2,2,1,0,5,2,145,2115
112,6,2,1,1,7,0,0,1,11,0,2,0,1,0,6,30,701,3468
112,7,3,1,1,8,1,1,2,13,4,2,2,1,1,7,0,705,3775
112,8,0,1,1,9,0,0,2,14,2,2,2,1,1,8,26,171,3000
112,9,1,1,1,10,0,0,2,16,1,2,2,1,0,9,2,145,2927
112,10,2,1,1,11,0,0,2,17,0,2,0,1,0,10,30,701,4396
112,11,3,1,1,12,1,1,3,19,4,2,2,1,1,11,0,705,4703
112,12,0,1,1,13,0,0,3,20,2,2,2,1,1,12,26,171,3812
112,13,1,1,1,14,0,0,3,22,1,2,2,1,0,13,2,145,3739
112,14,2,1,1,15,0,0,3,23,0,2,0,1,0,14,30,701,5324
112,15,3,1,1,16,1,1,4,25,4,2,2,1,1,15,0,705,5631
112,16,0,1,1,17,0,0,4,26,2,2,2,1,1,16,26,171,4624
112,17,1,1,1,18,0,0,4,28,1,2,2,1,0,17,2,145,4551
112,18,2,1,1,19,0,0,4,29,0,2,0,1,0,18,30,701,6252
112,19,3,1,1,20,1,1,5,31,4,2,2,1,1,19,0,705,6559
112,20,0,1,1,21,0,0,5,32,2,2,2,1,1,20,26,171,5436
112,21,1,1,1,22,0,0,5,34,1,2,2,1,0,21,2,145,5363
112,22,2,1,1,23,0,0,5,35,0,2,0,1,0,22,30,701,7180
112,23,3,1,1,24,1,1,6,37,4,2,2,1,1,23,0,705,7487
112,24,0,1,1,25,0,0,6,38,2,2,2,1,1,24,26,171,6248
112,25,1,1,1,26,0,0,6,40,1,2,2,1,0,25,2,145,6175
112,26,2,1,1,27,0,0,6,41,0,2,0,1,0,26,30,701,8108
112,27,3,1,1,28,1,1,7,43,4,2,2,1,1,27,0,705,8415
112,28,0,1,1,29,0,0,7,44,2,2,2,1,1,28,26,171,7060
112,29,1,1,1,30,0,0,7,46,1,2,2,1,0,29,2,145,6987
112,30,2,1,1,31,0,0,7,47,0,2,0,1,0,30,30,701,9036
112,31,3,1,1,32,1,1,8,49,4,2,2,1,1,31,0,705,9343
112,32,0,1,1,33,0,0,8,50,2,2,2,1,1,32,26,171,7872
112,33,1,1,1,34,0,0,8,52,1,2,2,1,0,33,2,145,7799
112,34,2,1,1,35,0,0,8,53,0,2,0,1,0,34,30,701,9964
113,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,30,686,2038
113,1,1,1,1,2,0,0,1,4,1,2,2,1,0,1,0,135,1287
113,2,2,1,1,3,0,0,1,5,0,2,0,1,0,2,8,152,1710
113,3,3,1,1,4,0,0,1,7,1,2,2,1,0,3,0,705,2866
113,4,0,1,1,5,1,1,2,8,0,2,0,1,0,4,48,734,3405
113,5,1,1,1,6,0,0,2,10,1,2,2,1,0,5,2,152,2429
113,6,2,1,1,7,0,0,2,11,0,2,0,1,0,6,8,152,2523
113,7,3,1,1,8,0,0,2,13,1,2,2,1,0,7,0,705,3794
113,8,0,1,1,9,1,1,3,14,0,2,0,1,0,8,48,734,4333
113,9,1,1,1,10,0,0,3,16,1,2,2,1,0,9,2,152,3241
113,10,2,1,1,11,0,0,3,17,0,2,0,1,0,10,8,152,3335
113,11,3,1,1,12,0,0,3,19,1,2,2,1,0,11,0,705,4722
113,12,0,1,1,13,1,1,4,20,0,2,0,1,0,12,48,734,5261
113,13,1,1,1,14,0,0,4,22,1,2,2,1,0,13,2,152,4053
113,14,2,1,1,15,0,0,4,23,0,2,0,1,0,14,8,152,4147
113,15,3,1,1,16,0,0,4,25,1,2,2,1,0,15,0,705,5650
113,16,0,1,1,17,1,1,5,26,0,2,0,1,0,16,48,734,6189
113,17,1,1,1,18,0,0,5,28,1,2,2,1,0,17,2,152,4865
113,18,2,1,1,19,0,0,5,29,0,2,0,1,0,18,8,152,4959
113,19,3,1,1,20,0,0,5,31,1,2,2,1,0,19,0,705,6578
113,20,0,1,1,21,1,1,6,32,0,2,0,1,0,20,48,734,7117
113,21,1,1,1,22,0,0,6,34,1,2,2,1,0,21,2,152,5677
113,22,2,1,1,23,0,0,6,35,0,2,0,1,0,22,8,152,5771
113,23,3,1,1,24,0,0,6,37,1,2,2,1,0,23,0,705,7506
113,24,0,1,1,25,1,1,7,38,0,2,0,1,0,24,48,734,8045
113,25,1,1,1,26,0,0,7,40,1,2,2,1,0,25,2,152,6489
113,26,2,1,1,27,0,0,7,41,0,2,0,1,0,26,8,152,6583
113,27,3,1,1,28,0,0,7,43,1,2,2,1,0,27,0,705,8434
113,28,0,1,1,29,1,1,8,44,0,2,0,1,0,28,48,734,8973
113,29,1,1,1,30,0,0,8,46,1,2,2,1,0,29,2,152,7301
113,30,2,1,1,31,0,0,8,47,0,2,0,1,0,30,8,152,7395
113,31,3,1,1,32,0,0,8,49,1,2,2,1,0,31,0,705,9362
113,32,1,1,1,33,0,0,8,50,0,2,0,1,0,32,26,175,7873
113,33,2,1,1,34,0,0,8,52,1,2,2,1,0,33,2,152,7803
113,34,3,1,1,35,0,0,8,53,0,2,0,1,0,34,30,705,9963
114,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,30,689,2041
114,1,1,1,1,2,1,1,1,4,4,2,2,1,1,1,0,686,2324
114,2,2,1,1,3,0,0,1,5,2,2,2,1,1,2,26,172,2073
114,3,3,1,1,4,0,0,1,7,1,2,2,1,0,3,2,150,2008
114,4,0,1,1,5,0,0,1,8,0,2,0,1,0,4,30,707,3318
114,5,1,1,1,6,1,1,2,10,4,2,2,1,1,5,0,704,3642
114,6,2,1,1,7,0,0,2,11,2,2,2,1,1,6,26,172,2887
114,7,3,1,1,8,0,0,2,13,1,2,2,1,0,7,2,150,2820
114,8,0,1,1,9,0,0,2,14,0,2,0,1,0,8,30,707,4246
114,9,1,1,1,10,1,1,3,16,4,2,2,1,1,9,0,704,4570
114,10,2,1,1,11,0,0,3,17,2,2,2,1,1,10,26,172,3699
114,11,3,1,1,12,0,0,3,19,1,2,2,1,0,11,2,150,3632
114,12,0,1,1,13,0,0,3,20,0,2,0,1,0,12,30,707,5174
114,13,1,1,1,14,1,1,4,22,4,2,2,1,1,13,0,704,5498
114,14,2,1,1,15,0,0,4,23,2,2,2,1,1,14,26,172,4511
114,15,3,1,1,16,0,0,4,25,1,2,2,1,0,15,2,150,4444
114,16,0,1,1,17,0,0,4,26,0,2,0,1,0,16,30,707,6102
114,17,1,1,1,18,1,1,5,28,4,2,2,1,1,17,0,704,6426
114,18,2,1,1,19,0,0,5,29,2,2,2,1,1,18,26,172,5323
114,19,3,1,1,20,0,0,5,31,1,2,2,1,0,19,2,150,5256
114,20,0,1,1,21,0,0,5,32,0,2,0,1,0,20,30,707,7030
114,21,1,1,1,22,1,1,6,34,4,2,2,1,1,21,0,704,7354
114,22,2,1,1,23,0,0,6,35,2,2,2,1,1,22,26,172,6135
114,23,3,1,1,24,0,0,6,37,1,2,2,1,0,23,2,150,6068
114,24,0,1,1,25,0,0,6,38,0,2,0,1,0,24,30,707,7958
114,25,1,1,1,26,1,1,7,40,4,2,2,1,1,25,0,704,8282
114,26,2,1,1,27,0,0,7,41,2,2,2,1,1,26,26,172,6947
114,27,3,1,1,28,0,0,7,43,1,2,2,1,0,27,2,150,6880
114,28,0,1,1,29,0,0,7,44,0,2,0,1,0,28,30,707,8886
114,29,1,1,1,30,1,1,8,46,4,2,2,1,1,29,0,704,9210
114,30,2,1,1,31,0,0,8,47,2,2,2,1,1,30,26,172,7759
114,31,3,1,1,32,0,0,8,49,1,2,2,1,0,31,2,150,7692
114,32,0,1,1,33,0,0,8,50,0,2,0,1,0,32,30,707,9814
114,33,2,1,1,34,0,0,8,52,1,2,2,1,0,33,0,147,8105
114,34,3,1,1,35,0,0,8,53,0,2,0,1,0,34,8,150,8208
115,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8,132,1012
115,1,1,1,1,2,0,0,0,4,1,2,2,1,0,1,0,689,2040
115,2,2,1,1,3,1,1,1,5,0,2,0,1,0,2,48,735,2927
115,3,3,1,1,4,0,0,1,7,1,2,2,1,0,3,2,145,2008
115,4,0,1,1,5,0,0,1,8,0,2,0,1,0,4,8,145,2100
115,5,1,1,1,6,0,0,1,10,1,2,2,1,0,5,0,705,3294
115,6,2,1,1,7,1,1,2,11,0,2,0,1,0,6,48,735,3856
115,7,3,1,1,8,0,0,2,13,1,2,2,1,0,7,2,145,2820
115,8,0,1,1,9,0,0,2,14,0,2,0,1,0,8,8,145,2912
115,9,1,1,1,10,0,0,2,16,1,2,2,1,0,9,0,705,4222
115,10,2,1,1,11,1,1,3,17,0,2,0,1,0,10,48,735,4784
115,11,3,1,1,12,0,0,3,19,1,2,2,1,0,11,2,145,3632
115,12,0,1,1,13,0,0,3,20,0,2,0,1,0,12,8,145,3724
115,13,1,1,1,14,0,0,3,22,1,2,2,1,0,13,0,705,5150
115,14,2,1,1,15,1,1,4,23,0,2,0,1,0,14,48,735,5712
115,15,3,1,1,16,0,0,4,25,1,2,2,1,0,15,2,145,4444
115,16,0,1,1,17,0,0,4,26,0,2,0,1,0,16,8,145,4536
115,17,1,1,1,18,0,0,4,28,1,2,2,1,0,17,0,705,6078
115,18,2,1,1,19,1,1,5,29,0,2,0,1,0,18,48,735,6640
115,19,3,1,1,20,0,0,5,31,1,2,2,1,0,19,2,145,5256
115,20,0,1,1,21,0,0,5,32,0,2,0,1,0,20,8,145,5348
115,21,1,1,1,22,0,0,5,34,1,2,2,1,0,21,0,705,7006
115,22,2,1,1,23,1,1,6,35,0,2,0,1,0,22,48,735,7568
115,23,3,1,1,24,0,0,6,37,1,2,2,1,0,23,2,145,6068
115,24,0,1,1,25,0,0,6,38,0,2,0,1,0,24,8,145,6160
115,25,1,1,1,26,0,0,6,40,1,2,2,1,0,25,0,705,7934
115,26,2,1,1,27,1,1,7,41,0,2,0,1,0,26,48,735,8496
115,27,3,1,1,28,0,0,7,43,1,2,2,1,0,27,2,145,6880
115,28,0,1,1,29,0,0,7,44,0,2,0,1,0,28,8,145,6972
115,29,1,1,1,30,0,0,7,46,1,2,2,1,0,29,0,705,8862
115,30,2,1,1,31,1,1,8,47,0,2,0,1,0,30,48,735,9424
115,31,3,1,1,32,0,0,8,49,1,2,2,1,0,31,2,145,7692
115,32,0,1,1,33,0,0,8,50,0,2,0,1,0,32,8,145,7784
115,33,1,1,1,34,0,0,8,52,1,2,2,1,0,33,0,705,9790
115,34,3,1,1,35,0,0,8,53,0,2,0,1,0,34,26,170,8262
116,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,33,797,2195
116,1,1,1,1,2,0,0,1,4,1,2,2,1,0,1,0,135,1319
116,2,2,1,1,3,0,0,1,5,0,2,0,1,0,2,8,149,1748
116,3,3,1,1,4,0,0,1,7,1,2,2,1,0,3,0,813,3074
116,4,0,1,1,5,1,1,2,8,0,2,0,1,0,4,54,845,3673
116,5,1,1,1,6,0,0,2,10,1,2,2,1,0,5,2,152,2554
116,6,2,1,1,7,0,0,2,11,0,2,0,1,0,6,8,149,2645
116,7,3,1,1,8,0,0,2,13,1,2,2,1,0,7,0,813,4098
116,8,0,1,1,9,1,1,3,14,0,2,0,1,0,8,54,845,4697
116,9,1,1,1,10,0,0,3,16,1,2,2,1,0,9,2,152,3450
116,10,2,1,1,11,0,0,3,17,0,2,0,1,0,10,8,149,3541
116,11,3,1,1,12,0,0,3,19,1,2,2,1,0,11,0,813,5122
116,12,0,1,1,13,1,1,4,20,0,2,0,1,0,12,54,845,5721
116,13,1,1,1,14,0,0,4,22,1,2,2,1,0,13,2,152,4346
116,14,2,1,1,15,0,0,4,23,0,2,0,1,0,14,8,149,4437
116,15,3,1,1,16,0,0,4,25,1,2,2,1,0,15,0,813,6146
116,16,0,1,1,17,1,1,5,26,0,2,0,1,0,16,54,845,6745
116,17,1,1,1,18,0,0,5,28,1,2,2,1,0,17,2,152,5242
116,18,2,1,1,19,0,0,5,29,0,2,0,1,0,18,8,149,5333
116,19,3,1,1,20,0,0,5,31,1,2,2,1,0,19,0,813,7170
116,20,0,1,1,21,1,1,6,32,0,2,0,1,0,20,54,845,7769
116,21,1,1,1,22,0,0,6,34,1,2,2,1,0,21,2,152,6138
116,22,2,1,1,23,0,0,6,35,0,2,0,1,0,22,8,149,6229
116,23,3,1,1,24,0,0,6,37,1,2,2,1,0,23,0,813,8194
116,24,0,1,1,25,1,1,7,38,0,2,0,1,0,24,54,845,8793
116,25,1,1,1,26,0,0,7,40,1,2,2,1,0,25,2,152,7034
116,26,2,1,1,27,0,0,7,41,0,2,0,1,0,26,8,149,7125
116,27,3,1,1,28,0,0,7,43,1,2,2,1,0,27,0,813,9218
116,28,0,1,1,29,1,1,8,44,0,2,0,1,0,28,54,845,9817
116,29,1,1,1,30,0,0,8,46,1,2,2,1,0,29,2,152,7930
116,30,2,1,1,31,0,0,8,47,0,2,0,1,0,30,8,149,8021
116,31,3,1,1,32,0,0,8,49,1,2,2,1,0,31,0,813,10242
116,32,1,1,1,33,0,0,8,50,0,2,0,1,0,32,29,175,8551
116,33,2,1,1,34,0,0,8,52,1,2,2,1,0,33,2,149,8471
116,34,3,1,1,35,0,0,8,53,0,2,0,1,0,34,33,813,10897
117,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,33,797,2194
117,1,1,1,1,2,1,1,1,4,4,2,2,1,1,1,0,797,2514
117,2,2,1,1,3,0,0,1,5,2,2,2,1,1,2,29,172,2162
117,3,3,1,1,4,0,0,1,7,1,2,2,1,0,3,2,147,2088
117,4,0,1,1,5,0,0,1,8,0,2,0,1,0,4,33,815,3577
117,5,1,1,1,6,1,1,2,10,4,2,2,1,1,5,0,815,3946
117,6,2,1,1,7,0,0,2,11,2,2,2,1,1,6,29,172,3060
117,7,3,1,1,8,0,0,2,13,1,2,2,1,0,7,2,147,2984
117,8,0,1,1,9,0,0,2,14,0,2,0,1,0,8,33,815,4601
117,9,1,1,1,10,1,1,3,16,4,2,2,1,1,9,0,815,4970
117,10,2,1,1,11,0,0,3,17,2,2,2,1,1,10,29,172,3956
117,11,3,1,1,12,0,0,3,19,1,2,2,1,0,11,2,147,3880
117,12,0,1,1,13,0,0,3,20,0,2,0,1,0,12,33,815,5625
117,13,1,1,1,14,1,1,4,22,4,2,2,1,1,13,0,815,5994
117,14,2,1,1,15,0,0,4,23,2,2,2,1,1,14,29,172,4852
117,15,3,1,1,16,0,0,4,25,1,2,2,1,0,15,2,147,4776
117,16,0,1,1,17,0,0,4,26,0,2,0,1,0,16,33,815,6649
117,17,1,1,1,18,1,1,5,28,4,2,2,1,1,17,0,815,7018
117,18,2,1,1,19,0,0,5,29,2,2,2,1,1,18,29,172,5748
117,19,3,1,1,20,0,0,5,31,1,2,2,1,0,19,2,147,5672
117,20,0,1,1,21,0,0,5,32,0,2,0,1,0,20,33,815,7673
117,21,1,1,1,22,1,1,6,34,4,2,2,1,1,21,0,815,8042
117,22,2,1,1,23,0,0,6,35,2,2,2,1,1,22,29,172,6644
117,23,3,1,1,24,0,0,6,37,1,2,2,1,0,23,2,147,6568
117,24,0,1,1,25,0,0,6,38,0,2,0,1,0,24,33,815,8697
117,25,1,1,1,26,1,1,7,40,4,2,2,1,1,25,0,815,9066
117,26,2,1,1,27,0,0,7,41,2,2,2,1,1,26,29,172,7540
117,27,3,1,1,28,0,0,7,43,1,2,2,1,0,27,2,147,7464
117,28,0,1,1,29,0,0,7,44,0,2,0,1,0,28,33,815,9721
117,29,1,1,1,30,1,1,8,46,4,2,2,1,1,29,0,815,10090
117,30,2,1,1,31,0,0,8,47,2,2,2,1,1,30,29,172,8436
117,31,3,1,1,32,0,0,8,49,1,2,2,1,0,31,2,147,8360
117,32,0,1,1,33,0,0,8,50,0,2,0,1,0,32,33,815,10745
117,33,2,1,1,34,0,0,8,52,1,2,2,1,0,33,0,147,8819
117,34,3,1,1,35,0,0,8,53,0,2,0,1,0,34,8,147,8918
118,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8,135,1016
118,1,1,1,1,2,0,0,0,4,1,2,2,1,0,1,0,797,2186
118,2,2,1,1,3,1,1,1,5,0,2,0,1,0,2,54,840,3139
118,3,3,1,1,4,0,0,1,7,1,2,2,1,0,3,2,145,2093
118,4,0,1,1,5,0,0,1,8,0,2,0,1,0,4,8,148,2188
118,5,1,1,1,6,0,0,1,10,1,2,2,1,0,5,0,813,3545
118,6,2,1,1,7,1,1,2,11,0,2,0,1,0,6,54,840,4164
118,7,3,1,1,8,0,0,2,13,1,2,2,1,0,7,2,145,2989
118,8,0,1,1,9,0,0,2,14,0,2,0,1,0,8,8,148,3084
118,9,1,1,1,10,0,0,2,16,1,2,2,1,0,9,0,813,4569
118,10,2,1,1,11,1,1,3,17,0,2,0,1,0,10,54,840,5188
118,11,3,1,1,12,0,0,3,19,1,2,2,1,0,11,2,145,3885
118,12,0,1,1,13,0,0,3,20,0,2,0,1,0,12,8,148,3980
118,13,1,1,1,14,0,0,3,22,1,2,2,1,0,13,0,813,5593
118,14,2,1,1,15,1,1,4,23,0,2,0,1,0,14,54,840,6212
118,15,3,1,1,16,0,0,4,25,1,2,2,1,0,15,2,145,4781
118,16,0,1,1,17,0,0,4,26,0,2,0,1,0,16,8,148,4876
118,17,1,1,1,18,0,0,4,28,1,2,2,1,0,17,0,813,6617
118,18,2,1,1,19,1,1,5,29,0,2,0,1,0,18,54,840,7236
118,19,3,1,1,20,0,0,5,31,1,2,2,1,0,19,2,145,5677
118,20,0,1,1,21,0,0,5,32,0,2,0,1,0,20,8,148,5772
118,21,1,1,1,22,0,0,5,34,1,2,2,1,0,21,0,813,7641
118,22,2,1,1,23,1,1,6,35,0,2,0,1,0,22,54,840,8260
118,23,3,1,1,24,0,0,6,37,1,2,2,1,0,23,2,145,6573
118,24,0,1,1,25,0,0,6,38,0,2,0,1,0,24,8,148,6668
118,25,1,1,1,26,0,0,6,40,1,2,2,1,0,25,0,813,8665
118,26,2,1,1,27,1,1,7,41,0,2,0,1,0,26,54,840,9284
118,27,3,1,1,28,0,0,7,43,1,2,2,1,0,27,2,145,7469
118,28,0,1,1,29,0,0,7,44,0,2,0,1,0,28,8,148,7564
118,29,1,1,1,30,0,0,7,46,1,2,2,1,0,29,0,813,9689
118,30,2,1,1,31,1,1,8,47,0,2,0,1,0,30,54,840,10308
118,31,3,1,1,32,0,0,8,49,1,2,2,1,0,31,2,145,8365
118,32,0,1,1,33,0,0,8,50,0,2,0,1,0,32,8,148,8460
118,33,1,1,1,34,0,0,8,52,1,2,2,1,0,33,0,813,10713
118,34,3,1,1,35,0,0,8,53,0,2,0,1,0,34,29,170,8982
119,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8,135,1015
119,1,1,1,1,2,0,0,0,4,1,2,2,1,0,1,0,135,1045
119,2,2,1,1,3,0,0,0,5,0,2,0,1,0,2,33,813,2702
119,3,3,1,1,4,1,1,1,7,4,2,2,1,1,3,0,814,3047
119,4,0,1,1,5,0,0,1,8,2,2,2,1,1,4,29,173,2279
119,5,1,1,1,6,0,0,1,10,1,2,2,1,0,5,2,152,2203
119,6,2,1,1,7,0,0,1,11,0,2,0,1,0,6,33,813,3728
119,7,3,1,1,8,1,1,2,13,4,2,2,1,1,7,0,814,4071
119,8,0,1,1,9,0,0,2,14,2,2,2,1,1,8,29,173,3175
119,9,1,1,1,10,0,0,2,16,1,2,2,1,0,9,2,152,3099
119,10,2,1,1,11,0,0,2,17,0,2,0,1,0,10,33,813,4752
119,11,3,1,1,12,1,1,3,19,4,2,2,1,1,11,0,814,5095
119,12,0,1,1,13,0,0,3,20,2,2,2,1,1,12,29,173,4071
119,13,1,1,1,14,0,0,3,22,1,2,2,1,0,13,2,152,3995
119,14,2,1,1,15,0,0,3,23,0,2,0,1,0,14,33,813,5776
119,15,3,1,1,16,1,1,4,25,4,2,2,1,1,15,0,814,6119
119,16,0,1,1,17,0,0,4,26,2,2,2,1,1,16,29,173,4967
119,17,1,1,1,18,0,0,4,28,1,2,2,1,0,17,2,152,4891
119,18,2,1,1,19,0,0,4,29,0,2,0,1,0,18,33,813,6800
119,19,3,1,1,20,1,1,5,31,4,2,2,1,1,19,0,814,7143
119,20,0,1,1,21,0,0,5,32,2,2,2,1,1,20,29,173,5863
119,21,1,1,1,22,0,0,5,34,1,2,2,1,0,21,2,152,5787
119,22,2,1,1,23,0,0,5,35,0,2,0,1,0,22,33,813,7824
119,23,3,1,1,24,1,1,6,37,4,2,2,1,1,23,0,814,8167
119,24,0,1,1,25,0,0,6,38,2,2,2,1,1,24,29,173,6759
119,25,1,1,1,26,0,0,6,40,1,2,2,1,0,25,2,152,6683
119,26,2,1,1,27,0,0,6,41,0,2,0,1,0,26,33,813,8848
119,27,3,1,1,28,1,1,7,43,4,2,2,1,1,27,0,814,9191
119,28,0,1,1,29,0,0,7,44,2,2,2,1,1,28,29,173,7655
