row_type,protocol,stage,claim_eligible,M6_authoritative,M7_exists,family,condition,variant,target,target_supporters,competitor_supporters,winner,expected_winner,commitment_tick,duplicate_exact,permanent_fingerprint,start_fingerprint,trace_fingerprint,end_fingerprint,work,status,classification
case,ssa0-3-precommit-support-v1,GATE,false,true,false,number,one_late,fresh_handle_layout,0,5,4,1,1,7,true,81e6f70e6724ee24,53e9580c003e9df0,2bafb869e8ffb852,8f5a22b3e83623d8,460,PASS,A_PRECOMMITMENT_SUPPORT_LAW_POSITIVE
case,ssa0-3-precommit-support-v1,GATE,false,true,false,number,two_late,fresh_handle_layout,0,6,4,1,1,7,true,7ddea5a0d1eae93d,486aba5a1697cc31,8525d4c3940705f2,ecbf5c624ac8a72f,539,PASS,A_PRECOMMITMENT_SUPPORT_LAW_POSITIVE
case,ssa0-3-precommit-support-v1,GATE,false,true,false,strength,unit_early,fresh_handle_layout,0,5,4,0,0,6,true,2f213cb9b35ac6b8,c01294339717accc,af6ca8ae8232cf48,7d8dfa421386ed4e,464,PASS,A_PRECOMMITMENT_SUPPORT_LAW_POSITIVE
case,ssa0-3-precommit-support-v1,GATE,false,true,false,strength,double_early,fresh_handle_layout,0,5,4,0,0,6,true,c2f9262ca579aa0d,eb897b05c77319dd,23aacb96905437b3,06d5d2cf1cb4c8aa,464,PASS,A_PRECOMMITMENT_SUPPORT_LAW_POSITIVE
case,ssa0-3-precommit-support-v1,GATE,false,true,false,strength,unit_late,fresh_handle_layout,0,5,4,1,1,7,true,81e6f70e6724ee24,53e9580c003e9df0,2bafb869e8ffb852,8f5a22b3e83623d8,460,PASS,A_PRECOMMITMENT_SUPPORT_LAW_POSITIVE
case,ssa0-3-precommit-support-v1,GATE,false,true,false,strength,double_late,fresh_handle_layout,0,5,4,1,1,7,true,155490aaed7401a9,df4a7f2f5f907d71,23063d69e417b9a7,104c60761b6a7abc,460,PASS,A_PRECOMMITMENT_SUPPORT_LAW_POSITIVE
case,ssa0-3-precommit-support-v1,GATE,false,true,false,spacing,spread_early,fresh_handle_layout,0,6,4,0,0,6,true,a3a39c3d8fffeb8a,44083e4ca1e97682,78c438f5523fec60,b1628bd94a2297df,543,PASS,A_PRECOMMITMENT_SUPPORT_LAW_POSITIVE
case,ssa0-3-precommit-support-v1,GATE,false,true,false,spacing,near_early,fresh_handle_layout,0,6,4,0,0,6,true,323c99125766fcad,9ded7943a7d35869,1b59be53eca944bc,0fc38bd7a44249b0,545,PASS,A_PRECOMMITMENT_SUPPORT_LAW_POSITIVE
case,ssa0-3-precommit-support-v1,GATE,false,true,false,spacing,coincident_early,fresh_handle_layout,0,6,4,0,0,6,true,5d767e16adabe5ce,b09c0f73e65d5446,9ae77f721b2b1f74,e1a1ef98a01b661b,546,PASS,A_PRECOMMITMENT_SUPPORT_LAW_POSITIVE
case,ssa0-3-precommit-support-v1,GATE,false,true,false,spacing,spread_late,fresh_handle_layout,0,6,4,1,1,7,true,09972590dcca71b5,8f8fd9508f6f0dc1,becfce02c37f2cd6,1aa4649f1b8a9132,539,PASS,A_PRECOMMITMENT_SUPPORT_LAW_POSITIVE
case,ssa0-3-precommit-support-v1,GATE,false,true,false,spacing,near_late,fresh_handle_layout,0,6,4,1,1,7,true,7ddea5a0d1eae93d,486aba5a1697cc31,8525d4c3940705f2,ecbf5c624ac8a72f,539,PASS,A_PRECOMMITMENT_SUPPORT_LAW_POSITIVE
case,ssa0-3-precommit-support-v1,GATE,false,true,false,spacing,coincident_late,fresh_handle_layout,0,6,4,1,1,7,true,7bfa331b96d241f0,463f63af41d04430,b00251a3f8b441f0,5220c7d33b5c202a,540,PASS,A_PRECOMMITMENT_SUPPORT_LAW_POSITIVE
case,ssa0-3-precommit-support-v1,GATE,false,true,false,timing,well_before,fresh_handle_layout,1,5,4,1,1,6,true,a8881ddfa3e3c4b7,4e3b5d0ab35d294f,cf315d9d1b6e5296,4699ceb6cff9e199,460,PASS,A_PRECOMMITMENT_SUPPORT_LAW_POSITIVE
case,ssa0-3-precommit-support-v1,GATE,false,true,false,timing,just_before,fresh_handle_layout,1,5,4,1,1,6,true,0c7c965134001daa,f33b82d272979c56,92ddd54595588896,68d8bdc1de75bde8,462,PASS,A_PRECOMMITMENT_SUPPORT_LAW_POSITIVE
case,ssa0-3-precommit-support-v1,GATE,false,true,false,timing,threshold_before,fresh_handle_layout,1,5,4,1,1,7,true,562b7f55f6e9050d,deebc159f983f795,035d87eb24df58c0,78fc3b6786484b3b,461,PASS,A_PRECOMMITMENT_SUPPORT_LAW_POSITIVE
case,ssa0-3-precommit-support-v1,GATE,false,true,false,timing,threshold_after,fresh_handle_layout,1,5,4,0,0,7,true,4977533c6f21486a,b195904f33b720ce,3bc09218f74219fc,089d6cf0e8636764,461,PASS,A_PRECOMMITMENT_SUPPORT_LAW_POSITIVE
case,ssa0-3-precommit-support-v1,GATE,false,true,false,timing,just_after,fresh_handle_layout,1,5,4,0,0,7,true,8bd3672b0c4065c9,0fdee5518f3bef39,c7f14b3ae48b6dfe,e01bbe4a9571fc1f,461,PASS,A_PRECOMMITMENT_SUPPORT_LAW_POSITIVE
case,ssa0-3-precommit-support-v1,GATE,false,true,false,timing,well_after,fresh_handle_layout,1,5,4,0,0,7,true,e0ba49d687d2e9c6,8e7a4fc88b24fca2,a232ad5f7b7e5f52,e631f38ee75c2e3b,460,PASS,A_PRECOMMITMENT_SUPPORT_LAW_POSITIVE
case,ssa0-3-precommit-support-v1,GATE,false,true,false,number,zero,fresh_handle_layout,1,4,4,0,0,7,true,d12ae46aef6634c4,c572d8ad72438280,edb119702e6cbe51,c512583b415d1773,387,PASS,A_PRECOMMITMENT_SUPPORT_LAW_POSITIVE
case,ssa0-3-precommit-support-v1,GATE,false,true,false,number,one_early,fresh_handle_layout,1,5,4,1,1,6,true,2440526c1a018a2b,e404f068b47c6f1b,b9b2514337ffeb1a,aa8a75213ab5032d,462,PASS,A_PRECOMMITMENT_SUPPORT_LAW_POSITIVE
case,ssa0-3-precommit-support-v1,GATE,false,true,false,number,two_early,fresh_handle_layout,1,6,4,1,1,6,true,b775157fa707862d,4b61464334b0f327,0574b2c3ba928954,bcf799bf2d993c72,543,PASS,A_PRECOMMITMENT_SUPPORT_LAW_POSITIVE
case,ssa0-3-precommit-support-v1,GATE,false,true,false,number,one_late,fresh_handle_layout,1,5,4,0,0,7,true,0a49f4b837476cdf,a1a95848e74add87,fb9e1d99f6444cf0,8a91b1b240e3387b,460,PASS,A_PRECOMMITMENT_SUPPORT_LAW_POSITIVE
case,ssa0-3-precommit-support-v1,GATE,false,true,false,number,two_late,fresh_handle_layout,1,6,4,0,0,7,true,f2b4a82733c9595d,d14194dd1ab2aaeb,e2d6034d099a9f8a,ff99c6deeddbc94d,539,PASS,A_PRECOMMITMENT_SUPPORT_LAW_POSITIVE
case,ssa0-3-precommit-support-v1,GATE,false,true,false,strength,unit_early,fresh_handle_layout,1,5,4,1,1,6,true,2440526c1a018a2b,e404f068b47c6f1b,b9b2514337ffeb1a,aa8a75213ab5032d,462,PASS,A_PRECOMMITMENT_SUPPORT_LAW_POSITIVE
case,ssa0-3-precommit-support-v1,GATE,false,true,false,strength,double_early,fresh_handle_layout,1,5,4,1,1,6,true,42422996a120ee7e,d33a20d69d51f3fa,a716d3618c5b57bf,25ed96c1c53ec251,462,PASS,A_PRECOMMITMENT_SUPPORT_LAW_POSITIVE
case,ssa0-3-precommit-support-v1,GATE,false,true,false,strength,unit_late,fresh_handle_layout,1,5,4,0,0,7,true,0a49f4b837476cdf,a1a95848e74add87,fb9e1d99f6444cf0,8a91b1b240e3387b,460,PASS,A_PRECOMMITMENT_SUPPORT_LAW_POSITIVE
case,ssa0-3-precommit-support-v1,GATE,false,true,false,strength,double_late,fresh_handle_layout,1,5,4,0,0,7,true,284bcbe2be66d132,11f5608ed90394c6,159a8e9a04fc48f1,38018cbcd4ad2243,460,PASS,A_PRECOMMITMENT_SUPPORT_LAW_POSITIVE
case,ssa0-3-precommit-support-v1,GATE,false,true,false,spacing,spread_early,fresh_handle_layout,1,6,4,1,1,6,true,f159ce69799b1b6e,880e3c1ab0879138,e9f88e05b15adf7a,d2c944d01fb233a9,541,PASS,A_PRECOMMITMENT_SUPPORT_LAW_POSITIVE
case,ssa0-3-precommit-support-v1,GATE,false,true,false,spacing,near_early,fresh_handle_layout,1,6,4,1,1,6,true,b775157fa707862d,4b61464334b0f327,0574b2c3ba928954,bcf799bf2d993c72,543,PASS,A_PRECOMMITMENT_SUPPORT_LAW_POSITIVE
case,ssa0-3-precommit-support-v1,GATE,false,true,false,spacing,coincident_early,fresh_handle_layout,1,6,4,1,1,6,true,81e577abf91fad42,a1a1ac1934f68654,ca271942f6cf19e6,b29dc09b3db06715,544,PASS,A_PRECOMMITMENT_SUPPORT_LAW_POSITIVE
case,ssa0-3-precommit-support-v1,GATE,false,true,false,spacing,spread_late,fresh_handle_layout,1,6,4,0,0,7,true,8dff317cce760bb5,e4eed823adacc2d7,25e0af9e317d03f2,f95cde723d078d94,539,PASS,A_PRECOMMITMENT_SUPPORT_LAW_POSITIVE
case,ssa0-3-precommit-support-v1,GATE,false,true,false,spacing,near_late,fresh_handle_layout,1,6,4,0,0,7,true,f2b4a82733c9595d,d14194dd1ab2aaeb,e2d6034d099a9f8a,ff99c6deeddbc94d,539,PASS,A_PRECOMMITMENT_SUPPORT_LAW_POSITIVE
case,ssa0-3-precommit-support-v1,GATE,false,true,false,spacing,coincident_late,fresh_handle_layout,1,6,4,0,0,7,true,c9a5ebfc957a5904,faa5bd1c83730e56,30fb166e0afaff5c,944f9796bd9f37fc,540,PASS,A_PRECOMMITMENT_SUPPORT_LAW_POSITIVE
controls=ControlAudit { physics_byte_exact: true, forbidden_primitives_absent: true, duplicate_exact: true, fresh_route_identities: true, fresh_occurrence_identities: true, handle_allocation_layout: true, full_mirror: true, blocked_route_cannot_win: true, stale_route_cannot_win: true, independently_executable: true }
causal temporal_distinction=true static_count_effect=false comparable_delivery_effect=true
lineage frozen_parent=34277893201c1a72765b143de4b3da1912b6e3b6 authoritative_M6=aa4e22efd8a65b7694956a53cfaa970582695215 parent_protocol_sha256=92ff3f758977a575e2f8ca651f7a45756e15241a6d4bf829012a266bae9489fc parent_implementation_sha256=180b24f6b682ec5d274e44b0c680062d10b1f68b6fddeb4d857ec599b32f6299 parent_runner_sha256=fb693aa098e45617deefd5ae9b9de1003528d4b7fbfa87078545fbda5e90fa7f
