case_id,root,initial_phase,scenario,mechanics,a_updates,b_updates,a_initial_resistance,a_final_resistance,a_initial_coupling,a_final_coupling,a_live,b_initial_resistance,b_final_resistance,b_initial_coupling,b_final_coupling,b_live,drive_deliveries,modulatory_deliveries,fires,resistance_events,proposals,deallocations,crossings,ca_fires,physical_work,final_tick,pressure_phase,trace_hash,body_hash,quiescent
133,1400000,2,old_source_local,production,1,1,4,7,1,1,1,4,7,1,1,1,4,1,2,2,0,0,0,1,7,2,2,5f8d36265847d8f9879cda922f6b55731e2f644f104f1f9af96760b6287dd956,db0a44b9120a9dd199beadf045694ff4c66a610a53fa6c0a8ff0bbd06a9447f9,1
134,1400000,2,c0_contact_a,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,2,2,091c4d6e6677847cc558dda82f60a3b1941519d6cbd9803ec22cb376c999e4ec,ba00d12572db4b31f97c445384f9a518f17f3e4a15fd622b1013972b88d93d4c,1
134,1400000,2,c0_contact_a,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,2,2,091c4d6e6677847cc558dda82f60a3b1941519d6cbd9803ec22cb376c999e4ec,ba00d12572db4b31f97c445384f9a518f17f3e4a15fd622b1013972b88d93d4c,1
135,1400000,2,c1_contact_b,reference,0,1,4,4,1,1,1,4,7,1,1,1,6,1,4,1,0,0,0,1,8,2,2,d507caf84a9d0dbec000ae8aed8263ad9cadd4af06f112b69574c103067c62d4,10c869f16a8f2fa80fc6d1a1a4605f7db2021487ac8202f28259ab751b8225f6,1
135,1400000,2,c1_contact_b,production,0,1,4,4,1,1,1,4,7,1,1,1,6,1,4,1,0,0,0,1,8,2,2,d507caf84a9d0dbec000ae8aed8263ad9cadd4af06f112b69574c103067c62d4,10c869f16a8f2fa80fc6d1a1a4605f7db2021487ac8202f28259ab751b8225f6,1
136,1400000,2,c2_a_not_traversed,reference,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,0,0,0,0,0,4,2,2,1fd972fa683f01706da3803c407adbac73dc1b77a1b684c5517efe33b0d6613f,11836b80ee5afebba3003edd95de7ba1311ed73a4cdd280a168571df52ac07fc,1
136,1400000,2,c2_a_not_traversed,production,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,0,0,0,0,0,4,2,2,1fd972fa683f01706da3803c407adbac73dc1b77a1b684c5517efe33b0d6613f,11836b80ee5afebba3003edd95de7ba1311ed73a4cdd280a168571df52ac07fc,1
137,1400000,2,c3_drive_at_ca,reference,0,0,4,4,1,1,1,4,4,1,1,1,7,0,4,0,0,0,0,2,7,3,3,660f91e3c8695584822cf32f4c32f09d42e68281a64f8f0e62391dd0e254d581,7726192f2ed9d9abe8b7d777e58902b62f7ff597c539fbe2e71d261fc8bde37a,1
137,1400000,2,c3_drive_at_ca,production,0,0,4,4,1,1,1,4,4,1,1,1,7,0,4,0,0,0,0,2,7,3,3,660f91e3c8695584822cf32f4c32f09d42e68281a64f8f0e62391dd0e254d581,7726192f2ed9d9abe8b7d777e58902b62f7ff597c539fbe2e71d261fc8bde37a,1
138,1400000,2,c4_late_modulation,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,7,7,153566ca69e3eea5143a672d432df97d36e13f7d5e60706eb6c4bfdd77334537,ba00d12572db4b31f97c445384f9a518f17f3e4a15fd622b1013972b88d93d4c,1
138,1400000,2,c4_late_modulation,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,7,7,153566ca69e3eea5143a672d432df97d36e13f7d5e60706eb6c4bfdd77334537,ba00d12572db4b31f97c445384f9a518f17f3e4a15fd622b1013972b88d93d4c,1
139,1400000,2,c5_dense_distractors,reference,1,0,4,7,1,1,1,4,4,1,1,1,71,1,37,1,0,0,0,2,73,3,3,324bca3612ecebb0b91a3111b60256938536d20cd5cbbe8deffc499c17864e1a,204c338963b6e36a05a0bd788531523e1a09e89311658289577e47d4c2b8c754,1
139,1400000,2,c5_dense_distractors,production,1,0,4,7,1,1,1,4,4,1,1,1,71,1,37,1,0,0,0,2,73,3,3,324bca3612ecebb0b91a3111b60256938536d20cd5cbbe8deffc499c17864e1a,204c338963b6e36a05a0bd788531523e1a09e89311658289577e47d4c2b8c754,1
140,1400000,2,c6_swapped_identity,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,2,2,72a30f4e5fa737940df15827826c62c17848cfe04ac05c308644b8561bc85269,6af23378e0ef8d547bd2779f240a372dab8f30fceb08ff94d71ce982332b95d9,1
140,1400000,2,c6_swapped_identity,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,2,2,72a30f4e5fa737940df15827826c62c17848cfe04ac05c308644b8561bc85269,6af23378e0ef8d547bd2779f240a372dab8f30fceb08ff94d71ce982332b95d9,1
141,1400000,2,c6_reverse_order,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,2,2,778198fe00d06d0e6198530993fa366251e9a0b1f6e2e225eb993a12c5a2b8ab,1196c6e8fe2e434ca12653a7009105add40a0f879c50133219163c9caa6ba765,1
141,1400000,2,c6_reverse_order,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,2,2,778198fe00d06d0e6198530993fa366251e9a0b1f6e2e225eb993a12c5a2b8ab,1196c6e8fe2e434ca12653a7009105add40a0f879c50133219163c9caa6ba765,1
142,1400000,2,c6_timing_offset,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,4,4,2f0668ce37866d83ddf0dd26c03ca648fa6e98608b77c2b743a53a2c9e51695d,ace08be659ed980b8d7d2bb763d452686c2ba3325f133372ed4b92f09d5c4a02,1
142,1400000,2,c6_timing_offset,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,4,4,2f0668ce37866d83ddf0dd26c03ca648fa6e98608b77c2b743a53a2c9e51695d,ace08be659ed980b8d7d2bb763d452686c2ba3325f133372ed4b92f09d5c4a02,1
143,1400000,2,c7_contact_fanout,reference,1,1,4,7,1,1,1,4,7,1,1,1,6,1,4,2,0,0,0,1,9,2,2,a6d862abdbfd6030889904c9ca5740d594ef5653b5c557d6c22241bbf9c661de,9ff6f22cea183b936585c3186172b78964d71816fc41260a83300492c856e45b,1
143,1400000,2,c7_contact_fanout,production,1,1,4,7,1,1,1,4,7,1,1,1,6,1,4,2,0,0,0,1,9,2,2,a6d862abdbfd6030889904c9ca5740d594ef5653b5c557d6c22241bbf9c661de,9ff6f22cea183b936585c3186172b78964d71816fc41260a83300492c856e45b,1
144,1400000,3,old_source_local,reference,1,1,4,7,1,1,1,4,7,1,1,1,4,1,2,2,0,0,0,1,7,3,3,71e05a84cc40696660f0468213e663cbd94f81adf5f5e4757bc8a57bb8a348e4,db0a44b9120a9dd199beadf045694ff4c66a610a53fa6c0a8ff0bbd06a9447f9,1
144,1400000,3,old_source_local,production,1,1,4,7,1,1,1,4,7,1,1,1,4,1,2,2,0,0,0,1,7,3,3,71e05a84cc40696660f0468213e663cbd94f81adf5f5e4757bc8a57bb8a348e4,db0a44b9120a9dd199beadf045694ff4c66a610a53fa6c0a8ff0bbd06a9447f9,1
145,1400000,3,c0_contact_a,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,3,3,74595d65a0ceff869ef64de9054b67882e4d665c503bc3da18c7b0a385084920,ba00d12572db4b31f97c445384f9a518f17f3e4a15fd622b1013972b88d93d4c,1
145,1400000,3,c0_contact_a,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,3,3,74595d65a0ceff869ef64de9054b67882e4d665c503bc3da18c7b0a385084920,ba00d12572db4b31f97c445384f9a518f17f3e4a15fd622b1013972b88d93d4c,1
146,1400000,3,c1_contact_b,reference,0,1,4,4,1,1,1,4,7,1,1,1,6,1,4,1,0,0,0,1,8,3,3,2719eabd00df02f0fca513418df8528d58f09a3f4a8a7161f5d44c8290854bf3,10c869f16a8f2fa80fc6d1a1a4605f7db2021487ac8202f28259ab751b8225f6,1
146,1400000,3,c1_contact_b,production,0,1,4,4,1,1,1,4,7,1,1,1,6,1,4,1,0,0,0,1,8,3,3,2719eabd00df02f0fca513418df8528d58f09a3f4a8a7161f5d44c8290854bf3,10c869f16a8f2fa80fc6d1a1a4605f7db2021487ac8202f28259ab751b8225f6,1
147,1400000,3,c2_a_not_traversed,reference,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,0,0,0,0,0,4,3,3,679675e42d193dde5d029c3728ce554dcd2c26881a2ad173661013ba4376fb02,11836b80ee5afebba3003edd95de7ba1311ed73a4cdd280a168571df52ac07fc,1
147,1400000,3,c2_a_not_traversed,production,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,0,0,0,0,0,4,3,3,679675e42d193dde5d029c3728ce554dcd2c26881a2ad173661013ba4376fb02,11836b80ee5afebba3003edd95de7ba1311ed73a4cdd280a168571df52ac07fc,1
148,1400000,3,c3_drive_at_ca,reference,0,0,4,4,1,1,1,4,4,1,1,1,7,0,4,0,0,0,0,2,7,4,4,a7c4d1319d2762f292ee923036c46b4d9f3dc34ce13ecadf528e022b1d2027ec,7726192f2ed9d9abe8b7d777e58902b62f7ff597c539fbe2e71d261fc8bde37a,1
148,1400000,3,c3_drive_at_ca,production,0,0,4,4,1,1,1,4,4,1,1,1,7,0,4,0,0,0,0,2,7,4,4,a7c4d1319d2762f292ee923036c46b4d9f3dc34ce13ecadf528e022b1d2027ec,7726192f2ed9d9abe8b7d777e58902b62f7ff597c539fbe2e71d261fc8bde37a,1
149,1400000,3,c4_late_modulation,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,8,8,5aa02cf070318a7f7ffcaf69cfe72e3267a41769fb9405979e6abef4220ebb58,ba00d12572db4b31f97c445384f9a518f17f3e4a15fd622b1013972b88d93d4c,1
149,1400000,3,c4_late_modulation,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,8,8,5aa02cf070318a7f7ffcaf69cfe72e3267a41769fb9405979e6abef4220ebb58,ba00d12572db4b31f97c445384f9a518f17f3e4a15fd622b1013972b88d93d4c,1
150,1400000,3,c5_dense_distractors,reference,1,0,4,7,1,1,1,4,4,1,1,1,71,1,37,1,0,0,0,2,73,4,4,2d06ef2877421ea44ce9b3c1b052be7ddd61309a6da3403aa06f8578cd75c844,204c338963b6e36a05a0bd788531523e1a09e89311658289577e47d4c2b8c754,1
150,1400000,3,c5_dense_distractors,production,1,0,4,7,1,1,1,4,4,1,1,1,71,1,37,1,0,0,0,2,73,4,4,2d06ef2877421ea44ce9b3c1b052be7ddd61309a6da3403aa06f8578cd75c844,204c338963b6e36a05a0bd788531523e1a09e89311658289577e47d4c2b8c754,1
151,1400000,3,c6_swapped_identity,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,3,3,74c6cdf524d14375a99cf79724f4484244bc4452705df1d4f8c9c9f1706729fd,6af23378e0ef8d547bd2779f240a372dab8f30fceb08ff94d71ce982332b95d9,1
151,1400000,3,c6_swapped_identity,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,3,3,74c6cdf524d14375a99cf79724f4484244bc4452705df1d4f8c9c9f1706729fd,6af23378e0ef8d547bd2779f240a372dab8f30fceb08ff94d71ce982332b95d9,1
152,1400000,3,c6_reverse_order,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,3,3,56cd15cd2a88fbd05e24f4022dcc6cc5cd8c094a7ca7d2a97a670a64d52d7cf9,1196c6e8fe2e434ca12653a7009105add40a0f879c50133219163c9caa6ba765,1
152,1400000,3,c6_reverse_order,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,3,3,56cd15cd2a88fbd05e24f4022dcc6cc5cd8c094a7ca7d2a97a670a64d52d7cf9,1196c6e8fe2e434ca12653a7009105add40a0f879c50133219163c9caa6ba765,1
153,1400000,3,c6_timing_offset,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,5,5,5c4e6359d546b760753e00eb3cb9945af20760ba2a7b5d4e5e7dd3a3a76fe0a0,ace08be659ed980b8d7d2bb763d452686c2ba3325f133372ed4b92f09d5c4a02,1
153,1400000,3,c6_timing_offset,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,5,5,5c4e6359d546b760753e00eb3cb9945af20760ba2a7b5d4e5e7dd3a3a76fe0a0,ace08be659ed980b8d7d2bb763d452686c2ba3325f133372ed4b92f09d5c4a02,1
154,1400000,3,c7_contact_fanout,reference,1,1,4,7,1,1,1,4,7,1,1,1,6,1,4,2,0,0,0,1,9,3,3,70800446e1dad09418d23e96bb4321f915bb6feeb98959a0d8942b6be86b7c7a,9ff6f22cea183b936585c3186172b78964d71816fc41260a83300492c856e45b,1
154,1400000,3,c7_contact_fanout,production,1,1,4,7,1,1,1,4,7,1,1,1,6,1,4,2,0,0,0,1,9,3,3,70800446e1dad09418d23e96bb4321f915bb6feeb98959a0d8942b6be86b7c7a,9ff6f22cea183b936585c3186172b78964d71816fc41260a83300492c856e45b,1
155,1400000,4,old_source_local,reference,1,1,4,7,1,1,1,4,7,1,1,1,4,1,2,2,0,0,0,1,7,4,4,06dec99ab8d8edc0a643c10bb11b98d1b615336cfff6948d6f1960abe5d0d8ed,db0a44b9120a9dd199beadf045694ff4c66a610a53fa6c0a8ff0bbd06a9447f9,1
155,1400000,4,old_source_local,production,1,1,4,7,1,1,1,4,7,1,1,1,4,1,2,2,0,0,0,1,7,4,4,06dec99ab8d8edc0a643c10bb11b98d1b615336cfff6948d6f1960abe5d0d8ed,db0a44b9120a9dd199beadf045694ff4c66a610a53fa6c0a8ff0bbd06a9447f9,1
156,1400000,4,c0_contact_a,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,4,4,5bbc26e69dc91962a3e54917faf1d3cfd920e17650b8b9004ed4a90bf5e42e93,ba00d12572db4b31f97c445384f9a518f17f3e4a15fd622b1013972b88d93d4c,1
156,1400000,4,c0_contact_a,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,4,4,5bbc26e69dc91962a3e54917faf1d3cfd920e17650b8b9004ed4a90bf5e42e93,ba00d12572db4b31f97c445384f9a518f17f3e4a15fd622b1013972b88d93d4c,1
157,1400000,4,c1_contact_b,reference,0,1,4,4,1,1,1,4,7,1,1,1,6,1,4,1,0,0,0,1,8,4,4,b954d2e594cb41a26d93d7303fe0a2cdb928a075788c859404cec62ddc4b072d,10c869f16a8f2fa80fc6d1a1a4605f7db2021487ac8202f28259ab751b8225f6,1
157,1400000,4,c1_contact_b,production,0,1,4,4,1,1,1,4,7,1,1,1,6,1,4,1,0,0,0,1,8,4,4,b954d2e594cb41a26d93d7303fe0a2cdb928a075788c859404cec62ddc4b072d,10c869f16a8f2fa80fc6d1a1a4605f7db2021487ac8202f28259ab751b8225f6,1
158,1400000,4,c2_a_not_traversed,reference,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,0,0,0,0,0,4,4,4,828c2f71f5009dbc1eb90524810016f92e210f5c2624f1e6897b2b0f20310b18,11836b80ee5afebba3003edd95de7ba1311ed73a4cdd280a168571df52ac07fc,1
158,1400000,4,c2_a_not_traversed,production,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,0,0,0,0,0,4,4,4,828c2f71f5009dbc1eb90524810016f92e210f5c2624f1e6897b2b0f20310b18,11836b80ee5afebba3003edd95de7ba1311ed73a4cdd280a168571df52ac07fc,1
159,1400000,4,c3_drive_at_ca,reference,0,0,4,4,1,1,1,4,4,1,1,1,7,0,4,0,0,0,0,2,7,5,5,b616735d8e64d935172ffd1c9aa4745570292a61791282c377c73370cca820e3,7726192f2ed9d9abe8b7d777e58902b62f7ff597c539fbe2e71d261fc8bde37a,1
159,1400000,4,c3_drive_at_ca,production,0,0,4,4,1,1,1,4,4,1,1,1,7,0,4,0,0,0,0,2,7,5,5,b616735d8e64d935172ffd1c9aa4745570292a61791282c377c73370cca820e3,7726192f2ed9d9abe8b7d777e58902b62f7ff597c539fbe2e71d261fc8bde37a,1
160,1400000,4,c4_late_modulation,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,9,9,60f5f8ac8d600db4b99f7aabb28d05b058d50062a6edb71700956cd9528fd02f,ba00d12572db4b31f97c445384f9a518f17f3e4a15fd622b1013972b88d93d4c,1
160,1400000,4,c4_late_modulation,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,9,9,60f5f8ac8d600db4b99f7aabb28d05b058d50062a6edb71700956cd9528fd02f,ba00d12572db4b31f97c445384f9a518f17f3e4a15fd622b1013972b88d93d4c,1
161,1400000,4,c5_dense_distractors,reference,1,0,4,7,1,1,1,4,4,1,1,1,71,1,37,1,0,0,0,2,73,5,5,22548f3f2bebdc152d6ebf05208d47daf9f970d34fa21e97d75ab02e7c9d30aa,204c338963b6e36a05a0bd788531523e1a09e89311658289577e47d4c2b8c754,1
161,1400000,4,c5_dense_distractors,production,1,0,4,7,1,1,1,4,4,1,1,1,71,1,37,1,0,0,0,2,73,5,5,22548f3f2bebdc152d6ebf05208d47daf9f970d34fa21e97d75ab02e7c9d30aa,204c338963b6e36a05a0bd788531523e1a09e89311658289577e47d4c2b8c754,1
162,1400000,4,c6_swapped_identity,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,4,4,a8449d0ae11304df451959ab14f9f68f89cc4405a80d9ae8f95792624765c230,6af23378e0ef8d547bd2779f240a372dab8f30fceb08ff94d71ce982332b95d9,1
162,1400000,4,c6_swapped_identity,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,4,4,a8449d0ae11304df451959ab14f9f68f89cc4405a80d9ae8f95792624765c230,6af23378e0ef8d547bd2779f240a372dab8f30fceb08ff94d71ce982332b95d9,1
163,1400000,4,c6_reverse_order,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,4,4,31c0f6d38c6508f35f93ef2624d85006e986f8e0ba17435cb555d05aae2e4c59,1196c6e8fe2e434ca12653a7009105add40a0f879c50133219163c9caa6ba765,1
163,1400000,4,c6_reverse_order,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,4,4,31c0f6d38c6508f35f93ef2624d85006e986f8e0ba17435cb555d05aae2e4c59,1196c6e8fe2e434ca12653a7009105add40a0f879c50133219163c9caa6ba765,1
164,1400000,4,c6_timing_offset,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,6,6,f5bb4e2e7b882f6484a271e1cc9cf69f10fa0838232823a826747fc784324c00,ace08be659ed980b8d7d2bb763d452686c2ba3325f133372ed4b92f09d5c4a02,1
164,1400000,4,c6_timing_offset,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,6,6,f5bb4e2e7b882f6484a271e1cc9cf69f10fa0838232823a826747fc784324c00,ace08be659ed980b8d7d2bb763d452686c2ba3325f133372ed4b92f09d5c4a02,1
165,1400000,4,c7_contact_fanout,reference,1,1,4,7,1,1,1,4,7,1,1,1,6,1,4,2,0,0,0,1,9,4,4,f6935796e072392aa384edaff29e09bdf87ce2bcb7291520f453f61c8ea89359,9ff6f22cea183b936585c3186172b78964d71816fc41260a83300492c856e45b,1
165,1400000,4,c7_contact_fanout,production,1,1,4,7,1,1,1,4,7,1,1,1,6,1,4,2,0,0,0,1,9,4,4,f6935796e072392aa384edaff29e09bdf87ce2bcb7291520f453f61c8ea89359,9ff6f22cea183b936585c3186172b78964d71816fc41260a83300492c856e45b,1
166,1400000,5,old_source_local,reference,1,1,4,7,1,1,1,4,7,1,1,1,4,1,2,2,0,0,0,1,7,5,5,0675a8950aabfc9e2d0f28a020086bd649389d00cc0867729b659cf56f0d4c98,db0a44b9120a9dd199beadf045694ff4c66a610a53fa6c0a8ff0bbd06a9447f9,1
166,1400000,5,old_source_local,production,1,1,4,7,1,1,1,4,7,1,1,1,4,1,2,2,0,0,0,1,7,5,5,0675a8950aabfc9e2d0f28a020086bd649389d00cc0867729b659cf56f0d4c98,db0a44b9120a9dd199beadf045694ff4c66a610a53fa6c0a8ff0bbd06a9447f9,1
167,1400000,5,c0_contact_a,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,5,5,581a1e329be244351565df983cc297fb5c195ac5a5c74b214e9265932e508060,ba00d12572db4b31f97c445384f9a518f17f3e4a15fd622b1013972b88d93d4c,1
167,1400000,5,c0_contact_a,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,5,5,581a1e329be244351565df983cc297fb5c195ac5a5c74b214e9265932e508060,ba00d12572db4b31f97c445384f9a518f17f3e4a15fd622b1013972b88d93d4c,1
168,1400000,5,c1_contact_b,reference,0,1,4,4,1,1,1,4,7,1,1,1,6,1,4,1,0,0,0,1,8,5,5,ef01ddb0093882a698868630e6949799dffd9d88b0ee3c433f6c9514a70a8358,10c869f16a8f2fa80fc6d1a1a4605f7db2021487ac8202f28259ab751b8225f6,1
168,1400000,5,c1_contact_b,production,0,1,4,4,1,1,1,4,7,1,1,1,6,1,4,1,0,0,0,1,8,5,5,ef01ddb0093882a698868630e6949799dffd9d88b0ee3c433f6c9514a70a8358,10c869f16a8f2fa80fc6d1a1a4605f7db2021487ac8202f28259ab751b8225f6,1
169,1400000,5,c2_a_not_traversed,reference,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,0,0,0,0,0,4,5,5,50be3e1c94dae1d2bfcb477a6b5ad86820f69ae1be4777270ee02870c233f0b6,11836b80ee5afebba3003edd95de7ba1311ed73a4cdd280a168571df52ac07fc,1
169,1400000,5,c2_a_not_traversed,production,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,0,0,0,0,0,4,5,5,50be3e1c94dae1d2bfcb477a6b5ad86820f69ae1be4777270ee02870c233f0b6,11836b80ee5afebba3003edd95de7ba1311ed73a4cdd280a168571df52ac07fc,1
170,1400000,5,c3_drive_at_ca,reference,0,0,4,4,1,1,1,4,4,1,1,1,7,0,4,0,0,0,0,2,7,6,6,05848f333ccbd5f93f7a4eb0c28f3f12b92dc8f1b5bbb67849dfad572c8ccaf1,7726192f2ed9d9abe8b7d777e58902b62f7ff597c539fbe2e71d261fc8bde37a,1
170,1400000,5,c3_drive_at_ca,production,0,0,4,4,1,1,1,4,4,1,1,1,7,0,4,0,0,0,0,2,7,6,6,05848f333ccbd5f93f7a4eb0c28f3f12b92dc8f1b5bbb67849dfad572c8ccaf1,7726192f2ed9d9abe8b7d777e58902b62f7ff597c539fbe2e71d261fc8bde37a,1
171,1400000,5,c4_late_modulation,reference,1,0,4,6,1,1,1,4,3,1,1,1,6,1,4,1,0,0,0,1,8,10,0,180f86501d89ecd37020c9323526f40981456284e542042c2ad9bc5c5d481289,d6df230b5513cb422e07cce01ebe0777201ad5c599473363ff7f3d3112327d30,1
171,1400000,5,c4_late_modulation,production,1,0,4,6,1,1,1,4,3,1,1,1,6,1,4,1,0,0,0,1,8,10,0,180f86501d89ecd37020c9323526f40981456284e542042c2ad9bc5c5d481289,d6df230b5513cb422e07cce01ebe0777201ad5c599473363ff7f3d3112327d30,1
172,1400000,5,c5_dense_distractors,reference,1,0,4,7,1,1,1,4,4,1,1,1,71,1,37,1,0,0,0,2,73,6,6,e6cecb6b80bf264cc2a0d96f42dab036a8e9710d18ba0d6d4f4ebd91429be1a9,204c338963b6e36a05a0bd788531523e1a09e89311658289577e47d4c2b8c754,1
172,1400000,5,c5_dense_distractors,production,1,0,4,7,1,1,1,4,4,1,1,1,71,1,37,1,0,0,0,2,73,6,6,e6cecb6b80bf264cc2a0d96f42dab036a8e9710d18ba0d6d4f4ebd91429be1a9,204c338963b6e36a05a0bd788531523e1a09e89311658289577e47d4c2b8c754,1
173,1400000,5,c6_swapped_identity,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,5,5,498e5dd7aae1e88dfa73c601980424ed97b59931857db6f088700da65da2c8ab,6af23378e0ef8d547bd2779f240a372dab8f30fceb08ff94d71ce982332b95d9,1
173,1400000,5,c6_swapped_identity,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,5,5,498e5dd7aae1e88dfa73c601980424ed97b59931857db6f088700da65da2c8ab,6af23378e0ef8d547bd2779f240a372dab8f30fceb08ff94d71ce982332b95d9,1
174,1400000,5,c6_reverse_order,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,5,5,0d116c19658b79ce2c7c151e7b124ba451601fc98649ffb906b4f4e20190ef71,1196c6e8fe2e434ca12653a7009105add40a0f879c50133219163c9caa6ba765,1
174,1400000,5,c6_reverse_order,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,5,5,0d116c19658b79ce2c7c151e7b124ba451601fc98649ffb906b4f4e20190ef71,1196c6e8fe2e434ca12653a7009105add40a0f879c50133219163c9caa6ba765,1
175,1400000,5,c6_timing_offset,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,7,7,db0a24020397165a030128ecd1ed40df705417d737e3d41acb30d1478a15633e,ace08be659ed980b8d7d2bb763d452686c2ba3325f133372ed4b92f09d5c4a02,1
175,1400000,5,c6_timing_offset,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,7,7,db0a24020397165a030128ecd1ed40df705417d737e3d41acb30d1478a15633e,ace08be659ed980b8d7d2bb763d452686c2ba3325f133372ed4b92f09d5c4a02,1
176,1400000,5,c7_contact_fanout,reference,1,1,4,7,1,1,1,4,7,1,1,1,6,1,4,2,0,0,0,1,9,5,5,ab8584ac2ecc55ec42a367d5c936baed1bcf6da4261cff6435fdb4535be00be9,9ff6f22cea183b936585c3186172b78964d71816fc41260a83300492c856e45b,1
176,1400000,5,c7_contact_fanout,production,1,1,4,7,1,1,1,4,7,1,1,1,6,1,4,2,0,0,0,1,9,5,5,ab8584ac2ecc55ec42a367d5c936baed1bcf6da4261cff6435fdb4535be00be9,9ff6f22cea183b936585c3186172b78964d71816fc41260a83300492c856e45b,1
177,1400000,6,old_source_local,reference,1,1,4,7,1,1,1,4,7,1,1,1,4,1,2,2,0,0,0,1,7,6,6,c69f40042c4dd9c2b06f7abef24f23decea63aeab427bc47dae8a9ed06fd6a57,db0a44b9120a9dd199beadf045694ff4c66a610a53fa6c0a8ff0bbd06a9447f9,1
177,1400000,6,old_source_local,production,1,1,4,7,1,1,1,4,7,1,1,1,4,1,2,2,0,0,0,1,7,6,6,c69f40042c4dd9c2b06f7abef24f23decea63aeab427bc47dae8a9ed06fd6a57,db0a44b9120a9dd199beadf045694ff4c66a610a53fa6c0a8ff0bbd06a9447f9,1
178,1400000,6,c0_contact_a,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,6,6,4e0e3fc1ea2adfa6272b2069fea8d60bfe3ae7d060f9a4ae9320f266cf5e626d,ba00d12572db4b31f97c445384f9a518f17f3e4a15fd622b1013972b88d93d4c,1
