case_id,root,initial_phase,scenario,mechanics,a_updates,b_updates,a_initial_resistance,a_final_resistance,a_initial_coupling,a_final_coupling,a_live,b_initial_resistance,b_final_resistance,b_initial_coupling,b_final_coupling,b_live,drive_deliveries,modulatory_deliveries,fires,resistance_events,proposals,deallocations,crossings,ca_fires,physical_work,final_tick,pressure_phase,trace_hash,body_hash,quiescent
44,1300000,3,c7_contact_fanout,production,1,1,4,7,1,1,1,4,7,1,1,1,6,1,4,2,0,0,0,1,9,3,3,70800446e1dad09418d23e96bb4321f915bb6feeb98959a0d8942b6be86b7c7a,7b9c5cb5148b3f1b2c03e5851e9e663c2242a3295fea14b41877f9469326eb13,1
45,1300000,4,old_source_local,reference,1,1,4,7,1,1,1,4,7,1,1,1,4,1,2,2,0,0,0,1,7,4,4,06dec99ab8d8edc0a643c10bb11b98d1b615336cfff6948d6f1960abe5d0d8ed,c6d1333a6aedaf4f5c23a03d0b8146a3c5f89bf7184c82ae0ab9b838f80cb1a3,1
45,1300000,4,old_source_local,production,1,1,4,7,1,1,1,4,7,1,1,1,4,1,2,2,0,0,0,1,7,4,4,06dec99ab8d8edc0a643c10bb11b98d1b615336cfff6948d6f1960abe5d0d8ed,c6d1333a6aedaf4f5c23a03d0b8146a3c5f89bf7184c82ae0ab9b838f80cb1a3,1
46,1300000,4,c0_contact_a,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,4,4,5bbc26e69dc91962a3e54917faf1d3cfd920e17650b8b9004ed4a90bf5e42e93,19b2c87d31b3bb6cdee7a6cfb42d847c516f61616a51c201dd19de6df028dc2d,1
46,1300000,4,c0_contact_a,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,4,4,5bbc26e69dc91962a3e54917faf1d3cfd920e17650b8b9004ed4a90bf5e42e93,19b2c87d31b3bb6cdee7a6cfb42d847c516f61616a51c201dd19de6df028dc2d,1
47,1300000,4,c1_contact_b,reference,0,1,4,4,1,1,1,4,7,1,1,1,6,1,4,1,0,0,0,1,8,4,4,b954d2e594cb41a26d93d7303fe0a2cdb928a075788c859404cec62ddc4b072d,108a955c815b48efa20d063396a2b9b354a1de4f7802847ecc9456ec893d327c,1
47,1300000,4,c1_contact_b,production,0,1,4,4,1,1,1,4,7,1,1,1,6,1,4,1,0,0,0,1,8,4,4,b954d2e594cb41a26d93d7303fe0a2cdb928a075788c859404cec62ddc4b072d,108a955c815b48efa20d063396a2b9b354a1de4f7802847ecc9456ec893d327c,1
48,1300000,4,c2_a_not_traversed,reference,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,0,0,0,0,0,4,4,4,828c2f71f5009dbc1eb90524810016f92e210f5c2624f1e6897b2b0f20310b18,bf1c6d057bd4d92d9ef76ef8c44c4fe0193332305255ae78108f5c77abf1e51c,1
48,1300000,4,c2_a_not_traversed,production,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,0,0,0,0,0,4,4,4,828c2f71f5009dbc1eb90524810016f92e210f5c2624f1e6897b2b0f20310b18,bf1c6d057bd4d92d9ef76ef8c44c4fe0193332305255ae78108f5c77abf1e51c,1
49,1300000,4,c3_drive_at_ca,reference,0,0,4,4,1,1,1,4,4,1,1,1,7,0,4,0,0,0,0,2,7,5,5,b616735d8e64d935172ffd1c9aa4745570292a61791282c377c73370cca820e3,2dd327c5a5b82d5dfc1eeab45b6cf6c74d1e910b8aead18126e8da2fb85bb216,1
49,1300000,4,c3_drive_at_ca,production,0,0,4,4,1,1,1,4,4,1,1,1,7,0,4,0,0,0,0,2,7,5,5,b616735d8e64d935172ffd1c9aa4745570292a61791282c377c73370cca820e3,2dd327c5a5b82d5dfc1eeab45b6cf6c74d1e910b8aead18126e8da2fb85bb216,1
50,1300000,4,c4_late_modulation,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,9,9,60f5f8ac8d600db4b99f7aabb28d05b058d50062a6edb71700956cd9528fd02f,19b2c87d31b3bb6cdee7a6cfb42d847c516f61616a51c201dd19de6df028dc2d,1
50,1300000,4,c4_late_modulation,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,9,9,60f5f8ac8d600db4b99f7aabb28d05b058d50062a6edb71700956cd9528fd02f,19b2c87d31b3bb6cdee7a6cfb42d847c516f61616a51c201dd19de6df028dc2d,1
51,1300000,4,c5_dense_distractors,reference,1,0,4,7,1,1,1,4,4,1,1,1,71,1,37,1,0,0,0,2,73,5,5,22548f3f2bebdc152d6ebf05208d47daf9f970d34fa21e97d75ab02e7c9d30aa,e3f1982ed7aacfbcb1bf15a9ae7ea5b470bb169c99186bb3d87173fff728b8c7,1
51,1300000,4,c5_dense_distractors,production,1,0,4,7,1,1,1,4,4,1,1,1,71,1,37,1,0,0,0,2,73,5,5,22548f3f2bebdc152d6ebf05208d47daf9f970d34fa21e97d75ab02e7c9d30aa,e3f1982ed7aacfbcb1bf15a9ae7ea5b470bb169c99186bb3d87173fff728b8c7,1
52,1300000,4,c6_swapped_identity,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,4,4,a8449d0ae11304df451959ab14f9f68f89cc4405a80d9ae8f95792624765c230,1d95a50bf6607c40a5056896c6a09df8992f102a9384556714ac03c2de6aa58e,1
52,1300000,4,c6_swapped_identity,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,4,4,a8449d0ae11304df451959ab14f9f68f89cc4405a80d9ae8f95792624765c230,1d95a50bf6607c40a5056896c6a09df8992f102a9384556714ac03c2de6aa58e,1
53,1300000,4,c6_reverse_order,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,4,4,31c0f6d38c6508f35f93ef2624d85006e986f8e0ba17435cb555d05aae2e4c59,769cc22368356229ec599a9ff73c60c4c7ee771d4e52171e03c36668ee94174b,1
53,1300000,4,c6_reverse_order,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,4,4,31c0f6d38c6508f35f93ef2624d85006e986f8e0ba17435cb555d05aae2e4c59,769cc22368356229ec599a9ff73c60c4c7ee771d4e52171e03c36668ee94174b,1
54,1300000,4,c6_timing_offset,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,6,6,f5bb4e2e7b882f6484a271e1cc9cf69f10fa0838232823a826747fc784324c00,c6f96e07b9c8a41a00d3ff52a7ecfb90fe81867fdc227679783babb61921e29c,1
54,1300000,4,c6_timing_offset,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,6,6,f5bb4e2e7b882f6484a271e1cc9cf69f10fa0838232823a826747fc784324c00,c6f96e07b9c8a41a00d3ff52a7ecfb90fe81867fdc227679783babb61921e29c,1
55,1300000,4,c7_contact_fanout,reference,1,1,4,7,1,1,1,4,7,1,1,1,6,1,4,2,0,0,0,1,9,4,4,f6935796e072392aa384edaff29e09bdf87ce2bcb7291520f453f61c8ea89359,7b9c5cb5148b3f1b2c03e5851e9e663c2242a3295fea14b41877f9469326eb13,1
55,1300000,4,c7_contact_fanout,production,1,1,4,7,1,1,1,4,7,1,1,1,6,1,4,2,0,0,0,1,9,4,4,f6935796e072392aa384edaff29e09bdf87ce2bcb7291520f453f61c8ea89359,7b9c5cb5148b3f1b2c03e5851e9e663c2242a3295fea14b41877f9469326eb13,1
56,1300000,5,old_source_local,reference,1,1,4,7,1,1,1,4,7,1,1,1,4,1,2,2,0,0,0,1,7,5,5,0675a8950aabfc9e2d0f28a020086bd649389d00cc0867729b659cf56f0d4c98,c6d1333a6aedaf4f5c23a03d0b8146a3c5f89bf7184c82ae0ab9b838f80cb1a3,1
56,1300000,5,old_source_local,production,1,1,4,7,1,1,1,4,7,1,1,1,4,1,2,2,0,0,0,1,7,5,5,0675a8950aabfc9e2d0f28a020086bd649389d00cc0867729b659cf56f0d4c98,c6d1333a6aedaf4f5c23a03d0b8146a3c5f89bf7184c82ae0ab9b838f80cb1a3,1
57,1300000,5,c0_contact_a,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,5,5,581a1e329be244351565df983cc297fb5c195ac5a5c74b214e9265932e508060,19b2c87d31b3bb6cdee7a6cfb42d847c516f61616a51c201dd19de6df028dc2d,1
57,1300000,5,c0_contact_a,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,5,5,581a1e329be244351565df983cc297fb5c195ac5a5c74b214e9265932e508060,19b2c87d31b3bb6cdee7a6cfb42d847c516f61616a51c201dd19de6df028dc2d,1
58,1300000,5,c1_contact_b,reference,0,1,4,4,1,1,1,4,7,1,1,1,6,1,4,1,0,0,0,1,8,5,5,ef01ddb0093882a698868630e6949799dffd9d88b0ee3c433f6c9514a70a8358,108a955c815b48efa20d063396a2b9b354a1de4f7802847ecc9456ec893d327c,1
58,1300000,5,c1_contact_b,production,0,1,4,4,1,1,1,4,7,1,1,1,6,1,4,1,0,0,0,1,8,5,5,ef01ddb0093882a698868630e6949799dffd9d88b0ee3c433f6c9514a70a8358,108a955c815b48efa20d063396a2b9b354a1de4f7802847ecc9456ec893d327c,1
59,1300000,5,c2_a_not_traversed,reference,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,0,0,0,0,0,4,5,5,50be3e1c94dae1d2bfcb477a6b5ad86820f69ae1be4777270ee02870c233f0b6,bf1c6d057bd4d92d9ef76ef8c44c4fe0193332305255ae78108f5c77abf1e51c,1
59,1300000,5,c2_a_not_traversed,production,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,0,0,0,0,0,4,5,5,50be3e1c94dae1d2bfcb477a6b5ad86820f69ae1be4777270ee02870c233f0b6,bf1c6d057bd4d92d9ef76ef8c44c4fe0193332305255ae78108f5c77abf1e51c,1
60,1300000,5,c3_drive_at_ca,reference,0,0,4,4,1,1,1,4,4,1,1,1,7,0,4,0,0,0,0,2,7,6,6,05848f333ccbd5f93f7a4eb0c28f3f12b92dc8f1b5bbb67849dfad572c8ccaf1,2dd327c5a5b82d5dfc1eeab45b6cf6c74d1e910b8aead18126e8da2fb85bb216,1
60,1300000,5,c3_drive_at_ca,production,0,0,4,4,1,1,1,4,4,1,1,1,7,0,4,0,0,0,0,2,7,6,6,05848f333ccbd5f93f7a4eb0c28f3f12b92dc8f1b5bbb67849dfad572c8ccaf1,2dd327c5a5b82d5dfc1eeab45b6cf6c74d1e910b8aead18126e8da2fb85bb216,1
61,1300000,5,c4_late_modulation,reference,1,0,4,6,1,1,1,4,3,1,1,1,6,1,4,1,0,0,0,1,8,10,0,180f86501d89ecd37020c9323526f40981456284e542042c2ad9bc5c5d481289,f0d95e18ae6eb9c60e18b92e80540422a08f6c923cc84b497f696da8175e2083,1
61,1300000,5,c4_late_modulation,production,1,0,4,6,1,1,1,4,3,1,1,1,6,1,4,1,0,0,0,1,8,10,0,180f86501d89ecd37020c9323526f40981456284e542042c2ad9bc5c5d481289,f0d95e18ae6eb9c60e18b92e80540422a08f6c923cc84b497f696da8175e2083,1
62,1300000,5,c5_dense_distractors,reference,1,0,4,7,1,1,1,4,4,1,1,1,71,1,37,1,0,0,0,2,73,6,6,e6cecb6b80bf264cc2a0d96f42dab036a8e9710d18ba0d6d4f4ebd91429be1a9,e3f1982ed7aacfbcb1bf15a9ae7ea5b470bb169c99186bb3d87173fff728b8c7,1
62,1300000,5,c5_dense_distractors,production,1,0,4,7,1,1,1,4,4,1,1,1,71,1,37,1,0,0,0,2,73,6,6,e6cecb6b80bf264cc2a0d96f42dab036a8e9710d18ba0d6d4f4ebd91429be1a9,e3f1982ed7aacfbcb1bf15a9ae7ea5b470bb169c99186bb3d87173fff728b8c7,1
63,1300000,5,c6_swapped_identity,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,5,5,498e5dd7aae1e88dfa73c601980424ed97b59931857db6f088700da65da2c8ab,1d95a50bf6607c40a5056896c6a09df8992f102a9384556714ac03c2de6aa58e,1
63,1300000,5,c6_swapped_identity,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,5,5,498e5dd7aae1e88dfa73c601980424ed97b59931857db6f088700da65da2c8ab,1d95a50bf6607c40a5056896c6a09df8992f102a9384556714ac03c2de6aa58e,1
64,1300000,5,c6_reverse_order,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,5,5,0d116c19658b79ce2c7c151e7b124ba451601fc98649ffb906b4f4e20190ef71,769cc22368356229ec599a9ff73c60c4c7ee771d4e52171e03c36668ee94174b,1
64,1300000,5,c6_reverse_order,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,5,5,0d116c19658b79ce2c7c151e7b124ba451601fc98649ffb906b4f4e20190ef71,769cc22368356229ec599a9ff73c60c4c7ee771d4e52171e03c36668ee94174b,1
65,1300000,5,c6_timing_offset,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,7,7,db0a24020397165a030128ecd1ed40df705417d737e3d41acb30d1478a15633e,c6f96e07b9c8a41a00d3ff52a7ecfb90fe81867fdc227679783babb61921e29c,1
65,1300000,5,c6_timing_offset,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,7,7,db0a24020397165a030128ecd1ed40df705417d737e3d41acb30d1478a15633e,c6f96e07b9c8a41a00d3ff52a7ecfb90fe81867fdc227679783babb61921e29c,1
66,1300000,5,c7_contact_fanout,reference,1,1,4,7,1,1,1,4,7,1,1,1,6,1,4,2,0,0,0,1,9,5,5,ab8584ac2ecc55ec42a367d5c936baed1bcf6da4261cff6435fdb4535be00be9,7b9c5cb5148b3f1b2c03e5851e9e663c2242a3295fea14b41877f9469326eb13,1
66,1300000,5,c7_contact_fanout,production,1,1,4,7,1,1,1,4,7,1,1,1,6,1,4,2,0,0,0,1,9,5,5,ab8584ac2ecc55ec42a367d5c936baed1bcf6da4261cff6435fdb4535be00be9,7b9c5cb5148b3f1b2c03e5851e9e663c2242a3295fea14b41877f9469326eb13,1
67,1300000,6,old_source_local,reference,1,1,4,7,1,1,1,4,7,1,1,1,4,1,2,2,0,0,0,1,7,6,6,c69f40042c4dd9c2b06f7abef24f23decea63aeab427bc47dae8a9ed06fd6a57,c6d1333a6aedaf4f5c23a03d0b8146a3c5f89bf7184c82ae0ab9b838f80cb1a3,1
67,1300000,6,old_source_local,production,1,1,4,7,1,1,1,4,7,1,1,1,4,1,2,2,0,0,0,1,7,6,6,c69f40042c4dd9c2b06f7abef24f23decea63aeab427bc47dae8a9ed06fd6a57,c6d1333a6aedaf4f5c23a03d0b8146a3c5f89bf7184c82ae0ab9b838f80cb1a3,1
68,1300000,6,c0_contact_a,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,6,6,4e0e3fc1ea2adfa6272b2069fea8d60bfe3ae7d060f9a4ae9320f266cf5e626d,19b2c87d31b3bb6cdee7a6cfb42d847c516f61616a51c201dd19de6df028dc2d,1
68,1300000,6,c0_contact_a,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,6,6,4e0e3fc1ea2adfa6272b2069fea8d60bfe3ae7d060f9a4ae9320f266cf5e626d,19b2c87d31b3bb6cdee7a6cfb42d847c516f61616a51c201dd19de6df028dc2d,1
69,1300000,6,c1_contact_b,reference,0,1,4,4,1,1,1,4,7,1,1,1,6,1,4,1,0,0,0,1,8,6,6,cdcd2508a4265c036e927cfba6ad38647cdad6626b5d52cf106e4e1f1aec5084,108a955c815b48efa20d063396a2b9b354a1de4f7802847ecc9456ec893d327c,1
69,1300000,6,c1_contact_b,production,0,1,4,4,1,1,1,4,7,1,1,1,6,1,4,1,0,0,0,1,8,6,6,cdcd2508a4265c036e927cfba6ad38647cdad6626b5d52cf106e4e1f1aec5084,108a955c815b48efa20d063396a2b9b354a1de4f7802847ecc9456ec893d327c,1
70,1300000,6,c2_a_not_traversed,reference,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,0,0,0,0,0,4,6,6,afb2a464c3c469b9d8a9c79fda07d92171de4505a09bac2183e58e7e9b93bb32,bf1c6d057bd4d92d9ef76ef8c44c4fe0193332305255ae78108f5c77abf1e51c,1
70,1300000,6,c2_a_not_traversed,production,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,0,0,0,0,0,4,6,6,afb2a464c3c469b9d8a9c79fda07d92171de4505a09bac2183e58e7e9b93bb32,bf1c6d057bd4d92d9ef76ef8c44c4fe0193332305255ae78108f5c77abf1e51c,1
71,1300000,6,c3_drive_at_ca,reference,0,0,4,4,1,1,1,4,4,1,1,1,7,0,4,0,0,0,0,2,7,7,7,7d7ade8a13aaabe6544460598dcf07e98a8ab3d44ac52ecf4b881e39e951212a,2dd327c5a5b82d5dfc1eeab45b6cf6c74d1e910b8aead18126e8da2fb85bb216,1
71,1300000,6,c3_drive_at_ca,production,0,0,4,4,1,1,1,4,4,1,1,1,7,0,4,0,0,0,0,2,7,7,7,7d7ade8a13aaabe6544460598dcf07e98a8ab3d44ac52ecf4b881e39e951212a,2dd327c5a5b82d5dfc1eeab45b6cf6c74d1e910b8aead18126e8da2fb85bb216,1
72,1300000,6,c4_late_modulation,reference,1,0,4,6,1,1,1,4,3,1,1,1,6,1,4,1,0,0,0,1,8,11,1,2b1f2f6a217d34bfb10e5057ca064e5fc994e0f86f6d9682b3e1d3872f2655f2,f0d95e18ae6eb9c60e18b92e80540422a08f6c923cc84b497f696da8175e2083,1
72,1300000,6,c4_late_modulation,production,1,0,4,6,1,1,1,4,3,1,1,1,6,1,4,1,0,0,0,1,8,11,1,2b1f2f6a217d34bfb10e5057ca064e5fc994e0f86f6d9682b3e1d3872f2655f2,f0d95e18ae6eb9c60e18b92e80540422a08f6c923cc84b497f696da8175e2083,1
73,1300000,6,c5_dense_distractors,reference,1,0,4,7,1,1,1,4,4,1,1,1,71,1,37,1,0,0,0,2,73,7,7,d691fdd30ca01ba684b51a8ca43a2d8fe15c836f41ed4004e35f68f0f56aad45,e3f1982ed7aacfbcb1bf15a9ae7ea5b470bb169c99186bb3d87173fff728b8c7,1
73,1300000,6,c5_dense_distractors,production,1,0,4,7,1,1,1,4,4,1,1,1,71,1,37,1,0,0,0,2,73,7,7,d691fdd30ca01ba684b51a8ca43a2d8fe15c836f41ed4004e35f68f0f56aad45,e3f1982ed7aacfbcb1bf15a9ae7ea5b470bb169c99186bb3d87173fff728b8c7,1
74,1300000,6,c6_swapped_identity,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,6,6,29b872030f97d6e7da063798eafb9a27d814417ca381e51f273ca139474e13ee,1d95a50bf6607c40a5056896c6a09df8992f102a9384556714ac03c2de6aa58e,1
74,1300000,6,c6_swapped_identity,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,6,6,29b872030f97d6e7da063798eafb9a27d814417ca381e51f273ca139474e13ee,1d95a50bf6607c40a5056896c6a09df8992f102a9384556714ac03c2de6aa58e,1
75,1300000,6,c6_reverse_order,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,6,6,fe484b4c50aa4338801d0018184504b74244a96c3806cc381fb799aaada96f8a,769cc22368356229ec599a9ff73c60c4c7ee771d4e52171e03c36668ee94174b,1
75,1300000,6,c6_reverse_order,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,6,6,fe484b4c50aa4338801d0018184504b74244a96c3806cc381fb799aaada96f8a,769cc22368356229ec599a9ff73c60c4c7ee771d4e52171e03c36668ee94174b,1
76,1300000,6,c6_timing_offset,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,8,8,3dbb578868c7e3d5a7285f8bfa0bd1e89584c08ebde2b32a0d3927c1913bf936,c6f96e07b9c8a41a00d3ff52a7ecfb90fe81867fdc227679783babb61921e29c,1
76,1300000,6,c6_timing_offset,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,8,8,3dbb578868c7e3d5a7285f8bfa0bd1e89584c08ebde2b32a0d3927c1913bf936,c6f96e07b9c8a41a00d3ff52a7ecfb90fe81867fdc227679783babb61921e29c,1
77,1300000,6,c7_contact_fanout,reference,1,1,4,7,1,1,1,4,7,1,1,1,6,1,4,2,0,0,0,1,9,6,6,d78894a12a158e9b7caeeb46f27c29ff227e482d1dfbda16bcc65d7db3470fe9,7b9c5cb5148b3f1b2c03e5851e9e663c2242a3295fea14b41877f9469326eb13,1
77,1300000,6,c7_contact_fanout,production,1,1,4,7,1,1,1,4,7,1,1,1,6,1,4,2,0,0,0,1,9,6,6,d78894a12a158e9b7caeeb46f27c29ff227e482d1dfbda16bcc65d7db3470fe9,7b9c5cb5148b3f1b2c03e5851e9e663c2242a3295fea14b41877f9469326eb13,1
78,1300000,7,old_source_local,reference,1,1,4,7,1,1,1,4,7,1,1,1,4,1,2,2,0,0,0,1,7,7,7,f83ed4e40af0fd0a8cd68533152e877c20e27ed4671c8b659fd8c964af3f9eaf,c6d1333a6aedaf4f5c23a03d0b8146a3c5f89bf7184c82ae0ab9b838f80cb1a3,1
78,1300000,7,old_source_local,production,1,1,4,7,1,1,1,4,7,1,1,1,4,1,2,2,0,0,0,1,7,7,7,f83ed4e40af0fd0a8cd68533152e877c20e27ed4671c8b659fd8c964af3f9eaf,c6d1333a6aedaf4f5c23a03d0b8146a3c5f89bf7184c82ae0ab9b838f80cb1a3,1
79,1300000,7,c0_contact_a,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,7,7,40b573e3ee2ed1546e989eda80a7d279688afc75abe8e770f265659204cf0825,19b2c87d31b3bb6cdee7a6cfb42d847c516f61616a51c201dd19de6df028dc2d,1
79,1300000,7,c0_contact_a,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,7,7,40b573e3ee2ed1546e989eda80a7d279688afc75abe8e770f265659204cf0825,19b2c87d31b3bb6cdee7a6cfb42d847c516f61616a51c201dd19de6df028dc2d,1
80,1300000,7,c1_contact_b,reference,0,1,4,4,1,1,1,4,7,1,1,1,6,1,4,1,0,0,0,1,8,7,7,147b49810333de825c27f98435ad403c2b18e3b358663c3420a5c5b69158996d,108a955c815b48efa20d063396a2b9b354a1de4f7802847ecc9456ec893d327c,1
80,1300000,7,c1_contact_b,production,0,1,4,4,1,1,1,4,7,1,1,1,6,1,4,1,0,0,0,1,8,7,7,147b49810333de825c27f98435ad403c2b18e3b358663c3420a5c5b69158996d,108a955c815b48efa20d063396a2b9b354a1de4f7802847ecc9456ec893d327c,1
81,1300000,7,c2_a_not_traversed,reference,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,0,0,0,0,0,4,7,7,5214a792d2e0df5d88fead5e3cd3b345efe1d4904fb114f61ab5e9bfc5fe66de,bf1c6d057bd4d92d9ef76ef8c44c4fe0193332305255ae78108f5c77abf1e51c,1
81,1300000,7,c2_a_not_traversed,production,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,0,0,0,0,0,4,7,7,5214a792d2e0df5d88fead5e3cd3b345efe1d4904fb114f61ab5e9bfc5fe66de,bf1c6d057bd4d92d9ef76ef8c44c4fe0193332305255ae78108f5c77abf1e51c,1
82,1300000,7,c3_drive_at_ca,reference,0,0,4,4,1,1,1,4,4,1,1,1,7,0,4,0,0,0,0,2,7,8,8,ee14567dfd07c7f99ddb836994460d89a7a46ddd11db3c7f46ca2f074a74cb7b,2dd327c5a5b82d5dfc1eeab45b6cf6c74d1e910b8aead18126e8da2fb85bb216,1
82,1300000,7,c3_drive_at_ca,production,0,0,4,4,1,1,1,4,4,1,1,1,7,0,4,0,0,0,0,2,7,8,8,ee14567dfd07c7f99ddb836994460d89a7a46ddd11db3c7f46ca2f074a74cb7b,2dd327c5a5b82d5dfc1eeab45b6cf6c74d1e910b8aead18126e8da2fb85bb216,1
83,1300000,7,c4_late_modulation,reference,1,0,4,6,1,1,1,4,3,1,1,1,6,1,4,1,0,0,0,1,8,12,2,3f8674e15a618d626ddb6ee8052452b89cf28446ad43123ec898d4e8c118c094,f0d95e18ae6eb9c60e18b92e80540422a08f6c923cc84b497f696da8175e2083,1
83,1300000,7,c4_late_modulation,production,1,0,4,6,1,1,1,4,3,1,1,1,6,1,4,1,0,0,0,1,8,12,2,3f8674e15a618d626ddb6ee8052452b89cf28446ad43123ec898d4e8c118c094,f0d95e18ae6eb9c60e18b92e80540422a08f6c923cc84b497f696da8175e2083,1
84,1300000,7,c5_dense_distractors,reference,1,0,4,7,1,1,1,4,4,1,1,1,71,1,37,1,0,0,0,2,73,8,8,cdcff9ebc77f3677ca0fdb159e225b8f1a4317f1409c587f8e72236491d7a4ed,e3f1982ed7aacfbcb1bf15a9ae7ea5b470bb169c99186bb3d87173fff728b8c7,1
84,1300000,7,c5_dense_distractors,production,1,0,4,7,1,1,1,4,4,1,1,1,71,1,37,1,0,0,0,2,73,8,8,cdcff9ebc77f3677ca0fdb159e225b8f1a4317f1409c587f8e72236491d7a4ed,e3f1982ed7aacfbcb1bf15a9ae7ea5b470bb169c99186bb3d87173fff728b8c7,1
85,1300000,7,c6_swapped_identity,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,7,7,48279a69bbae2849f8e706db3ce1d6af585b0a9bc23214af799b4e2bb2326583,1d95a50bf6607c40a5056896c6a09df8992f102a9384556714ac03c2de6aa58e,1
85,1300000,7,c6_swapped_identity,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,7,7,48279a69bbae2849f8e706db3ce1d6af585b0a9bc23214af799b4e2bb2326583,1d95a50bf6607c40a5056896c6a09df8992f102a9384556714ac03c2de6aa58e,1
86,1300000,7,c6_reverse_order,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,7,7,9c55e665cd2e7015963d574ed219a27dda9d74ca8f6990b914bb6afa94b935b1,769cc22368356229ec599a9ff73c60c4c7ee771d4e52171e03c36668ee94174b,1
86,1300000,7,c6_reverse_order,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,7,7,9c55e665cd2e7015963d574ed219a27dda9d74ca8f6990b914bb6afa94b935b1,769cc22368356229ec599a9ff73c60c4c7ee771d4e52171e03c36668ee94174b,1
87,1300000,7,c6_timing_offset,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,9,9,635251b4c11e793d81dffae6dc74f3bef2c5c5d640a428d1c2c923a98d5f6c34,c6f96e07b9c8a41a00d3ff52a7ecfb90fe81867fdc227679783babb61921e29c,1
87,1300000,7,c6_timing_offset,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,9,9,635251b4c11e793d81dffae6dc74f3bef2c5c5d640a428d1c2c923a98d5f6c34,c6f96e07b9c8a41a00d3ff52a7ecfb90fe81867fdc227679783babb61921e29c,1
88,1300000,7,c7_contact_fanout,reference,1,1,4,7,1,1,1,4,7,1,1,1,6,1,4,2,0,0,0,1,9,7,7,c3de5bbb36ae76b29f9092448b8dcad55273906e2c4b1e94e8b7349ee70b8c75,7b9c5cb5148b3f1b2c03e5851e9e663c2242a3295fea14b41877f9469326eb13,1
