case_id,root,phase,family,arm,mechanics,states,measures,drive,modulation,fires,resistance_events,qlp,crossings,proposals,deallocations,physical_work,final_tick,trace_hash,body_hash,live_hash,quiescent,replay_equal,mechanics_equal,predicate_pass,case_pass
73,5300000,3,threshold_1_already_executable,persistence_only,reference,1/4/1/4294967296/0,1|1,3,0,2,0,0,1,0,0,3,3,d7f4cba5fba7a8a7f1c786eb948fe66441dfafe9ce78a6192a2a2ceadc20c070,0c898e7f87eb2c6c748df5453d345ed68d6836d9a788894eeea2c2ce83e9edf7,3a896478fc410d772ed018cb72cd9feb84145143da26ad85ee73b004a9e27aef,true,true,true,true,true
73,5300000,3,threshold_1_already_executable,persistence_only,production,1/4/1/4294967296/0,1|1,3,0,2,0,0,1,0,0,3,3,d7f4cba5fba7a8a7f1c786eb948fe66441dfafe9ce78a6192a2a2ceadc20c070,0c898e7f87eb2c6c748df5453d345ed68d6836d9a788894eeea2c2ce83e9edf7,3a896478fc410d772ed018cb72cd9feb84145143da26ad85ee73b004a9e27aef,true,true,true,true,true
74,5300000,3,threshold_1_already_executable,efficacy_and_persistence,reference,1/4/2/4294967296/0,1|1,3,0,2,0,0,1,0,0,3,3,554efe44eb9f1dab968eda331b70d7ac0b9f653954d334a809c58e8c78c980eb,9eeee3cfa562d848a7dbe1aa32096afd808be08b883073102a79514446292a07,0dc3a08e7d55573b2b0241cf68e4ec398c46046252d33698a4c11d1bf51104c5,true,true,true,true,true
74,5300000,3,threshold_1_already_executable,efficacy_and_persistence,production,1/4/2/4294967296/0,1|1,3,0,2,0,0,1,0,0,3,3,554efe44eb9f1dab968eda331b70d7ac0b9f653954d334a809c58e8c78c980eb,9eeee3cfa562d848a7dbe1aa32096afd808be08b883073102a79514446292a07,0dc3a08e7d55573b2b0241cf68e4ec398c46046252d33698a4c11d1bf51104c5,true,true,true,true,true
75,5300000,3,threshold_2_acquired_efficacy,persistence_only,reference,1/4/1/4294967296/0;1/1/1/4294967296/0,0|0|0,4,0,2,0,0,0,0,0,4,3,8bd10f5f4ffffbeff4724945985d3ebc48e0b59461890787fb11c5e7c416221b,a399aaf0be1453a2ae75101af7f833f4cb0e2d9f1696e20f2c0d69b735213b45,88534fab0077719692b79f571cf1cd5ceeb17dfc301a0e9c0b38b2ab60d057a5,true,true,true,true,true
75,5300000,3,threshold_2_acquired_efficacy,persistence_only,production,1/4/1/4294967296/0;1/1/1/4294967296/0,0|0|0,4,0,2,0,0,0,0,0,4,3,8bd10f5f4ffffbeff4724945985d3ebc48e0b59461890787fb11c5e7c416221b,a399aaf0be1453a2ae75101af7f833f4cb0e2d9f1696e20f2c0d69b735213b45,88534fab0077719692b79f571cf1cd5ceeb17dfc301a0e9c0b38b2ab60d057a5,true,true,true,true,true
76,5300000,3,threshold_2_acquired_efficacy,efficacy_and_persistence,reference,1/4/2/4294967296/0;1/1/1/4294967296/0,1|0|1,5,0,3,0,0,1,0,0,5,3,b108762880ad0f4126efce2b2f1b71205d4bf2b9576de61914484c457bdd4bc1,be10356bb5548e7ba580c054778c2f458ff5777d05ae7f43925951e450f4962b,d5f47d82c42135927f01f5053ac45c961fb3c331a13bab855db662f63691894c,true,true,true,true,true
76,5300000,3,threshold_2_acquired_efficacy,efficacy_and_persistence,production,1/4/2/4294967296/0;1/1/1/4294967296/0,1|0|1,5,0,3,0,0,1,0,0,5,3,b108762880ad0f4126efce2b2f1b71205d4bf2b9576de61914484c457bdd4bc1,be10356bb5548e7ba580c054778c2f458ff5777d05ae7f43925951e450f4962b,d5f47d82c42135927f01f5053ac45c961fb3c331a13bab855db662f63691894c,true,true,true,true,true
77,5300000,3,threshold_3_still_insufficient,persistence_only,reference,1/4/1/4294967296/0,0|0,2,0,1,0,0,0,0,0,2,3,d752b00d554f981178cbdff4a0dc9ce75e34bf31913cd44cba258c3a23ad053c,ec744c9d466a34c48ba868944b66d3f80eeae3a7554401cb9f1901663159931c,1a532d79e24ed15ed70a5627d0bc921110b9522dce9e3de4da64e2ac539aee8e,true,true,true,true,true
77,5300000,3,threshold_3_still_insufficient,persistence_only,production,1/4/1/4294967296/0,0|0,2,0,1,0,0,0,0,0,2,3,d752b00d554f981178cbdff4a0dc9ce75e34bf31913cd44cba258c3a23ad053c,ec744c9d466a34c48ba868944b66d3f80eeae3a7554401cb9f1901663159931c,1a532d79e24ed15ed70a5627d0bc921110b9522dce9e3de4da64e2ac539aee8e,true,true,true,true,true
78,5300000,3,threshold_3_still_insufficient,efficacy_and_persistence,reference,1/4/2/4294967296/0,0|0,2,0,1,0,0,0,0,0,2,3,1742b6abbff055353c728b533f6588381fdba687c199bbe391ced712b9673e9d,bba48bb062192a99d74e194cedcf9119164f1d34907c6ab35c21293ab04afdaa,e5c00f5204447b5b61f8992414f200558068c4af7236d1f93d5e4a6b58689920,true,true,true,true,true
78,5300000,3,threshold_3_still_insufficient,efficacy_and_persistence,production,1/4/2/4294967296/0,0|0,2,0,1,0,0,0,0,0,2,3,1742b6abbff055353c728b533f6588381fdba687c199bbe391ced712b9673e9d,bba48bb062192a99d74e194cedcf9119164f1d34907c6ab35c21293ab04afdaa,e5c00f5204447b5b61f8992414f200558068c4af7236d1f93d5e4a6b58689920,true,true,true,true,true
79,5300000,3,threshold_2_two_physical_inputs,persistence_only,reference,1/4/1/4294967296/0;1/4/1/4294967296/0,1|1,5,0,3,0,0,1,0,0,5,3,0c21c751d359f8c848a2408437ec26003e59d3d87f19c1e1168aeabdddafcb1e,0c1b7c0b69153af38127431b2a3f2f1e22ae42e4d321a99995216c1e4fee6b9a,5fe0aa732fa01622df2afcb1fc0c5c192df6d3033ee56b0c5d55e45e43ff85f1,true,true,true,true,true
79,5300000,3,threshold_2_two_physical_inputs,persistence_only,production,1/4/1/4294967296/0;1/4/1/4294967296/0,1|1,5,0,3,0,0,1,0,0,5,3,0c21c751d359f8c848a2408437ec26003e59d3d87f19c1e1168aeabdddafcb1e,0c1b7c0b69153af38127431b2a3f2f1e22ae42e4d321a99995216c1e4fee6b9a,5fe0aa732fa01622df2afcb1fc0c5c192df6d3033ee56b0c5d55e45e43ff85f1,true,true,true,true,true
80,5300000,3,threshold_2_two_physical_inputs,efficacy_and_persistence,reference,1/4/1/4294967296/0;1/4/1/4294967296/0,1|1,5,0,3,0,0,1,0,0,5,3,3baa54f2d1dcf3faa4acd4da0906b545e51ef1132ee859d0bdfcd429ab0dd085,6192b135a2e20dd512fbddd9269ef25f684cb1a96ec7c9c4b74c44f7cdfd49f0,bcd865988d2fa0ecf9b64c75e4446e40c23875c0232f5891a10e8beda6b3245e,true,true,true,true,true
80,5300000,3,threshold_2_two_physical_inputs,efficacy_and_persistence,production,1/4/1/4294967296/0;1/4/1/4294967296/0,1|1,5,0,3,0,0,1,0,0,5,3,3baa54f2d1dcf3faa4acd4da0906b545e51ef1132ee859d0bdfcd429ab0dd085,6192b135a2e20dd512fbddd9269ef25f684cb1a96ec7c9c4b74c44f7cdfd49f0,bcd865988d2fa0ecf9b64c75e4446e40c23875c0232f5891a10e8beda6b3245e,true,true,true,true,true
81,5300000,4,cpc0_contact_locality,persistence_only,reference,1/7/1/4026531840/4026531840;1/4/1/4026531840/0,4026531840|0,6,1,4,1,0,0,0,0,8,5,ba20d8dcd2512c9c2b7e7598834db22897491394f9fa7bf70694ac1ae3b6d443,5d21a241db2871bc20d007807f439ea3b70228f76a6e29f4a37a0d1813fc513c,ab7fb1608132924da824dd2c73bbd7c1090c1c42d2bd5588a1a955d8443258f3,true,true,true,true,true
81,5300000,4,cpc0_contact_locality,persistence_only,production,1/7/1/4026531840/4026531840;1/4/1/4026531840/0,4026531840|0,6,1,4,1,0,0,0,0,8,5,ba20d8dcd2512c9c2b7e7598834db22897491394f9fa7bf70694ac1ae3b6d443,5d21a241db2871bc20d007807f439ea3b70228f76a6e29f4a37a0d1813fc513c,6fc25c0db36c6df5df4d0a82a99cb78f68f75f359ed0a48b691a15f0b5f135a3,true,true,true,true,true
82,5300000,4,cpc0_contact_locality,efficacy_and_persistence,reference,1/7/2/4026531840/4026531840;1/4/2/4026531840/0,4026531840|0,6,1,4,1,0,0,0,0,8,5,0ef7034089358f488ea224db8fe8f7e0d08e09212701100c89731a9e06431124,25bc55597d7464edc810fef74b7495f3a557acbba932620ad296d801994f84d3,2da595feed79e3b282b61125939a66f8446c6883fef29d52172e448c6f1db361,true,true,true,true,true
82,5300000,4,cpc0_contact_locality,efficacy_and_persistence,production,1/7/2/4026531840/4026531840;1/4/2/4026531840/0,4026531840|0,6,1,4,1,0,0,0,0,8,5,0ef7034089358f488ea224db8fe8f7e0d08e09212701100c89731a9e06431124,25bc55597d7464edc810fef74b7495f3a557acbba932620ad296d801994f84d3,aa3c392a91440c893ced0b478a469dd009e1249c709eb8f31d096ad8744b4897,true,true,true,true,true
83,5300000,4,cpc1_temporal_participation,persistence_only,reference,1/6/1/1979772000/4026531840;1/5/1/1979772000/1979772000;1/7/1/1979772000/3110400000;1/7/1/1979772000/3110400000;1/7/1/4542662625/7136931840,4026531840|1979772000|3110400000|3110400000|7136931840,19,5,12,5,0,0,0,0,29,16,b9b26d56a86e858dd54278c63d6b1b5a466f666eb9eded3afe50a31dd061a1b8,fb20b0e89201baaa171b1f297a5c77507d0d1d8e66cd15139cd31b4940fbd950,9659289cec4698a9eda5c4c8d28e1a68a10e3c49f388c4b89725e7a32bd5fb64,true,true,true,true,true
83,5300000,4,cpc1_temporal_participation,persistence_only,production,1/6/1/1979772000/4026531840;1/5/1/1979772000/1979772000;1/7/1/1979772000/3110400000;1/7/1/1979772000/3110400000;1/7/1/4542662625/7136931840,4026531840|1979772000|3110400000|3110400000|7136931840,19,5,12,5,0,0,0,0,29,16,b9b26d56a86e858dd54278c63d6b1b5a466f666eb9eded3afe50a31dd061a1b8,fb20b0e89201baaa171b1f297a5c77507d0d1d8e66cd15139cd31b4940fbd950,103ec87f89b3904ce8f48c5aa423fc299eb4ebe01d8d16365def5c121fc00ebd,true,true,true,true,true
84,5300000,4,cpc1_temporal_participation,efficacy_and_persistence,reference,1/6/2/1979772000/4026531840;1/5/2/1979772000/1979772000;1/7/2/1979772000/3110400000;1/7/2/1979772000/3110400000;1/7/2/4542662625/7136931840,4026531840|1979772000|3110400000|3110400000|7136931840,19,5,12,5,0,0,0,0,29,16,6e85106663f864f5bde4460335f3096f1a8be08fedcdc14f7fa71d1c92dace10,2a81415d36bfe9ac09e04c88ed64e85eac47fafadf9ba4dc510865a3a5c2f491,f4b1b70cfd9f30bccc87e5b6c624b0c054d634aca5a8673046d7b724aada173c,true,true,true,true,true
84,5300000,4,cpc1_temporal_participation,efficacy_and_persistence,production,1/6/2/1979772000/4026531840;1/5/2/1979772000/1979772000;1/7/2/1979772000/3110400000;1/7/2/1979772000/3110400000;1/7/2/4542662625/7136931840,4026531840|1979772000|3110400000|3110400000|7136931840,19,5,12,5,0,0,0,0,29,16,6e85106663f864f5bde4460335f3096f1a8be08fedcdc14f7fa71d1c92dace10,2a81415d36bfe9ac09e04c88ed64e85eac47fafadf9ba4dc510865a3a5c2f491,6a8b41c8a7711ca85841349278e7bf91b2006e5351a612cdad25ba4c31e94d68,true,true,true,true,true
85,5300000,4,pqlc0_one_hop,persistence_only,reference,1/7/1/4026531840/4026531840,1|4026531840,5,2,4,2,1,0,0,0,10,5,59a990d71ecbf01997f00b0f9c24374acc385646d35d89a067d4312376b17203,82fb0c3237301212d15a38c5a0f220c0289c9ea27be2c69a4211e0c504dd0103,26e7e028e79c58a8fa6e046a8b701c02f877a433e7ddd9b4ec5185c8e5e74e24,true,true,true,true,true
85,5300000,4,pqlc0_one_hop,persistence_only,production,1/7/1/4026531840/4026531840,1|4026531840,5,2,4,2,1,0,0,0,10,5,59a990d71ecbf01997f00b0f9c24374acc385646d35d89a067d4312376b17203,82fb0c3237301212d15a38c5a0f220c0289c9ea27be2c69a4211e0c504dd0103,0984fe93d454dedb9f5715c17066307aff7e7e8713a06eece62dbc7b86cc0cc4,true,true,true,true,true
86,5300000,4,pqlc0_one_hop,efficacy_and_persistence,reference,1/7/2/4026531840/4026531840,1|4026531840,5,2,4,2,1,0,0,0,10,5,adf185efc7a44b837a5ff1a9bbcd2fbe3c3cb537ffa5b61079b202614b080c74,bd4604d0940ebf3b52437153a33f5edae6b1d85357a12e7b40fd5b77870a0563,83f1126e60ca3b9716e8f9aa6af3fa57489805d57079eb62ec36acdca0c445d3,true,true,true,true,true
86,5300000,4,pqlc0_one_hop,efficacy_and_persistence,production,1/7/2/4026531840/4026531840,1|4026531840,5,2,4,2,1,0,0,0,10,5,adf185efc7a44b837a5ff1a9bbcd2fbe3c3cb537ffa5b61079b202614b080c74,bd4604d0940ebf3b52437153a33f5edae6b1d85357a12e7b40fd5b77870a0563,41752a5e57f74afdb32de8592278079902939063f596a295278175a209ffc0fc,true,true,true,true,true
87,5300000,4,pqlc1_depth_16,persistence_only,reference,1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840,16,19,16,18,16,15,0,0,0,66,5,6c4d2ec95124ecf85d4216eaf480f170f4c69bb849e60dc76d15106e3a363823,91edb008854c66ef7cefff8c16ee47463e95230b333c09ccbc04d7de00738c70,41cae4e4952403fcfb88363c40f91c38abf4028f57ca5f1c37636add21ced729,true,true,true,true,true
87,5300000,4,pqlc1_depth_16,persistence_only,production,1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840;1/7/1/4026531840/4026531840,16,19,16,18,16,15,0,0,0,66,5,6c4d2ec95124ecf85d4216eaf480f170f4c69bb849e60dc76d15106e3a363823,91edb008854c66ef7cefff8c16ee47463e95230b333c09ccbc04d7de00738c70,3b6b1297ecc0818591ec2a4c3edfdf9b0a0ba8f9f5c8b0ca492540c668fa3ead,true,true,true,true,true
88,5300000,4,pqlc1_depth_16,efficacy_and_persistence,reference,1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840,16,19,16,18,16,15,0,0,0,66,5,d622699bcdf0c7b96c3b579bb8141b0dbda88b9df2a8205a09828a7479cd9ac2,380532ccc638974f7dc8f7194895688485ebac146f9acb1c5713921c7c175fd9,302797a71d5f1bf74f258a6f1fbbc5fd2093339da7b8dd7132e02a7e4e8fe1ae,true,true,true,true,true
88,5300000,4,pqlc1_depth_16,efficacy_and_persistence,production,1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840;1/7/2/4026531840/4026531840,16,19,16,18,16,15,0,0,0,66,5,d622699bcdf0c7b96c3b579bb8141b0dbda88b9df2a8205a09828a7479cd9ac2,380532ccc638974f7dc8f7194895688485ebac146f9acb1c5713921c7c175fd9,dabf23d6a9a316d6198a83f73f3a3187ebb872c6cbfcb61477143a3c4bcaa9f0,true,true,true,true,true
89,5300000,4,fd0_equal_persistence,persistence_only,reference,1/1/1/0/0;0/0/1/0/0,1|0,0,0,0,0,0,0,0,1,1,44,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,744cb21fcd53c9919cacd4f20806dff8a61608e07189e592537e1518ab8de6d0,e94390d976d7768fd3d6398b43fe82b37803e4b7c7e14716c83e7ede67643502,true,true,true,true,true
89,5300000,4,fd0_equal_persistence,persistence_only,production,1/1/1/0/0;0/0/1/0/0,1|0,0,0,0,0,0,0,0,1,1,44,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,744cb21fcd53c9919cacd4f20806dff8a61608e07189e592537e1518ab8de6d0,b5d23cf7558acadfdb8461140c45acbef36566efd5397ec707e516d599c93174,true,true,true,true,true
90,5300000,4,fd0_equal_persistence,efficacy_and_persistence,reference,1/1/2/0/0;0/0/2/0/0,1|0,0,0,0,0,0,0,0,1,1,44,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,fdd53932bf59840d7fedf359a5db8bf87804d154a0a1f302f74e2d38b953ef88,f6b064345c72f0769be4944f2e10cf28b6f21ec560cd311767ef2a3d2d0a19bd,true,true,true,true,true
90,5300000,4,fd0_equal_persistence,efficacy_and_persistence,production,1/1/2/0/0;0/0/2/0/0,1|0,0,0,0,0,0,0,0,1,1,44,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,fdd53932bf59840d7fedf359a5db8bf87804d154a0a1f302f74e2d38b953ef88,a021bb50e9f01e073c419d8544216e84c7b9928bd6c1ddb8a6de860b744d3fde,true,true,true,true,true
91,5300000,4,fd1_consolidation,persistence_only,reference,1/4/1/4026531840/4026531840;1/1/1/4026531840/0,4026531840|0,5,1,3,1,0,0,0,0,7,5,06ada500634afca1e92b06717a363885959208483fa5c0e7437df82002c24868,23059cc86a0d0f3de608bbede123bc0e190f84751e34b7e6779590c62c5a698a,36e3a40176666e386375ecc53727c10cb844c1f22af6be5f1134af9555fcb372,true,true,true,true,true
91,5300000,4,fd1_consolidation,persistence_only,production,1/4/1/4026531840/4026531840;1/1/1/4026531840/0,4026531840|0,5,1,3,1,0,0,0,0,7,5,06ada500634afca1e92b06717a363885959208483fa5c0e7437df82002c24868,23059cc86a0d0f3de608bbede123bc0e190f84751e34b7e6779590c62c5a698a,1636888499398506c25ff3cc95a4d92a06415a9d080e4350e8262e491d3f0f4e,true,true,true,true,true
92,5300000,4,fd1_consolidation,efficacy_and_persistence,reference,1/4/2/4026531840/4026531840;1/1/2/4026531840/0,4026531840|0,5,1,3,1,0,0,0,0,7,5,73e7e78c82ad43bbcdce868f10fabafca84090d45d40c43e3c742990fd41b276,16e3efda1054298d025f2d8e6dfa8f0cfc87abb8279c7450a6229fac1a848c68,2308a4f23730fac02bebd287ffca6476366641b0958fccedf286ab2b44a70466,true,true,true,true,true
92,5300000,4,fd1_consolidation,efficacy_and_persistence,production,1/4/2/4026531840/4026531840;1/1/2/4026531840/0,4026531840|0,5,1,3,1,0,0,0,0,7,5,73e7e78c82ad43bbcdce868f10fabafca84090d45d40c43e3c742990fd41b276,16e3efda1054298d025f2d8e6dfa8f0cfc87abb8279c7450a6229fac1a848c68,dc7e945a6b27112c8dbf2b5fe6ddb38853b6d14932011462edc4d92b557367a9,true,true,true,true,true
93,5300000,4,threshold_1_already_executable,persistence_only,reference,1/4/1/4294967296/0,1|1,3,0,2,0,0,1,0,0,3,4,12d47ee0e2f3b3f839a68753f97816f1038c00417c537c036231421810e76164,0c898e7f87eb2c6c748df5453d345ed68d6836d9a788894eeea2c2ce83e9edf7,4ec6b1e4c0174e281081120a22683d892f7f6f745f8ca210f7cc9c640367b662,true,true,true,true,true
93,5300000,4,threshold_1_already_executable,persistence_only,production,1/4/1/4294967296/0,1|1,3,0,2,0,0,1,0,0,3,4,12d47ee0e2f3b3f839a68753f97816f1038c00417c537c036231421810e76164,0c898e7f87eb2c6c748df5453d345ed68d6836d9a788894eeea2c2ce83e9edf7,4ec6b1e4c0174e281081120a22683d892f7f6f745f8ca210f7cc9c640367b662,true,true,true,true,true
94,5300000,4,threshold_1_already_executable,efficacy_and_persistence,reference,1/4/2/4294967296/0,1|1,3,0,2,0,0,1,0,0,3,4,71579fb37195162de9da9c6cd0a4030dbffabadfdfb98ec7155030386018a6bd,9eeee3cfa562d848a7dbe1aa32096afd808be08b883073102a79514446292a07,2522e7a8e077696284f463ba1d5acc2a296f3126975b35e65938e7792ce18f80,true,true,true,true,true
94,5300000,4,threshold_1_already_executable,efficacy_and_persistence,production,1/4/2/4294967296/0,1|1,3,0,2,0,0,1,0,0,3,4,71579fb37195162de9da9c6cd0a4030dbffabadfdfb98ec7155030386018a6bd,9eeee3cfa562d848a7dbe1aa32096afd808be08b883073102a79514446292a07,2522e7a8e077696284f463ba1d5acc2a296f3126975b35e65938e7792ce18f80,true,true,true,true,true
95,5300000,4,threshold_2_acquired_efficacy,persistence_only,reference,1/4/1/4294967296/0;1/1/1/4294967296/0,0|0|0,4,0,2,0,0,0,0,0,4,4,7fd037dee2ea8a06adc3350bed5ee8173188b978dc6d25a16d244b5bcc60bb9e,a399aaf0be1453a2ae75101af7f833f4cb0e2d9f1696e20f2c0d69b735213b45,62a6aa44bd0de436546862aadd7aeced7d85a2931ce95e8a41db38d19384b9cf,true,true,true,true,true
95,5300000,4,threshold_2_acquired_efficacy,persistence_only,production,1/4/1/4294967296/0;1/1/1/4294967296/0,0|0|0,4,0,2,0,0,0,0,0,4,4,7fd037dee2ea8a06adc3350bed5ee8173188b978dc6d25a16d244b5bcc60bb9e,a399aaf0be1453a2ae75101af7f833f4cb0e2d9f1696e20f2c0d69b735213b45,62a6aa44bd0de436546862aadd7aeced7d85a2931ce95e8a41db38d19384b9cf,true,true,true,true,true
96,5300000,4,threshold_2_acquired_efficacy,efficacy_and_persistence,reference,1/4/2/4294967296/0;1/1/1/4294967296/0,1|0|1,5,0,3,0,0,1,0,0,5,4,998112548142e6a39c1cfe608221bf141d0b4e309b2ce7edbe617ece918b2d14,be10356bb5548e7ba580c054778c2f458ff5777d05ae7f43925951e450f4962b,9fb7038100d09e58ade9b13329cdebaf2bc506ee15de162b6b6ca11f356003f7,true,true,true,true,true
96,5300000,4,threshold_2_acquired_efficacy,efficacy_and_persistence,production,1/4/2/4294967296/0;1/1/1/4294967296/0,1|0|1,5,0,3,0,0,1,0,0,5,4,998112548142e6a39c1cfe608221bf141d0b4e309b2ce7edbe617ece918b2d14,be10356bb5548e7ba580c054778c2f458ff5777d05ae7f43925951e450f4962b,9fb7038100d09e58ade9b13329cdebaf2bc506ee15de162b6b6ca11f356003f7,true,true,true,true,true
97,5300000,4,threshold_3_still_insufficient,persistence_only,reference,1/4/1/4294967296/0,0|0,2,0,1,0,0,0,0,0,2,4,4e97ecb7535760be33c119c3b19b38a3c71bb2956845bdb1fae80524cf7df75a,ec744c9d466a34c48ba868944b66d3f80eeae3a7554401cb9f1901663159931c,855fd3a7e277f79853320eb645dd4d3c7fe44d1be3cebb0a2a2a6d094c4e1466,true,true,true,true,true
97,5300000,4,threshold_3_still_insufficient,persistence_only,production,1/4/1/4294967296/0,0|0,2,0,1,0,0,0,0,0,2,4,4e97ecb7535760be33c119c3b19b38a3c71bb2956845bdb1fae80524cf7df75a,ec744c9d466a34c48ba868944b66d3f80eeae3a7554401cb9f1901663159931c,855fd3a7e277f79853320eb645dd4d3c7fe44d1be3cebb0a2a2a6d094c4e1466,true,true,true,true,true
98,5300000,4,threshold_3_still_insufficient,efficacy_and_persistence,reference,1/4/2/4294967296/0,0|0,2,0,1,0,0,0,0,0,2,4,833364aa35e55618a02c7430d2f69e90e16fcf7148e22d0e9ddfaa58bc066a68,bba48bb062192a99d74e194cedcf9119164f1d34907c6ab35c21293ab04afdaa,2ff0c634c69c6fb7afdb8db195f2c64414a2b68e548e71c7d4636718a37cfadb,true,true,true,true,true
98,5300000,4,threshold_3_still_insufficient,efficacy_and_persistence,production,1/4/2/4294967296/0,0|0,2,0,1,0,0,0,0,0,2,4,833364aa35e55618a02c7430d2f69e90e16fcf7148e22d0e9ddfaa58bc066a68,bba48bb062192a99d74e194cedcf9119164f1d34907c6ab35c21293ab04afdaa,2ff0c634c69c6fb7afdb8db195f2c64414a2b68e548e71c7d4636718a37cfadb,true,true,true,true,true
99,5300000,4,threshold_2_two_physical_inputs,persistence_only,reference,1/4/1/4294967296/0;1/4/1/4294967296/0,1|1,5,0,3,0,0,1,0,0,5,4,308b3d1ae2d0b984cbed8d6c42e25b2e726942090a452252c48c78bcc4fb48cb,0c1b7c0b69153af38127431b2a3f2f1e22ae42e4d321a99995216c1e4fee6b9a,8597e9795089eb19b3055d23132e5bac7d571ef3fe9f88a302c4ec8264e9beee,true,true,true,true,true
99,5300000,4,threshold_2_two_physical_inputs,persistence_only,production,1/4/1/4294967296/0;1/4/1/4294967296/0,1|1,5,0,3,0,0,1,0,0,5,4,308b3d1ae2d0b984cbed8d6c42e25b2e726942090a452252c48c78bcc4fb48cb,0c1b7c0b69153af38127431b2a3f2f1e22ae42e4d321a99995216c1e4fee6b9a,8597e9795089eb19b3055d23132e5bac7d571ef3fe9f88a302c4ec8264e9beee,true,true,true,true,true
100,5300000,4,threshold_2_two_physical_inputs,efficacy_and_persistence,reference,1/4/1/4294967296/0;1/4/1/4294967296/0,1|1,5,0,3,0,0,1,0,0,5,4,213cdfa630222c990b5bcf997eecf10089f9d2bb3fc78b2710121fe6260cc8dd,6192b135a2e20dd512fbddd9269ef25f684cb1a96ec7c9c4b74c44f7cdfd49f0,14643d53dab07ba2ac9d985b45edabe71b0a6f86ad59537ea8b0630deac82f61,true,true,true,true,true
100,5300000,4,threshold_2_two_physical_inputs,efficacy_and_persistence,production,1/4/1/4294967296/0;1/4/1/4294967296/0,1|1,5,0,3,0,0,1,0,0,5,4,213cdfa630222c990b5bcf997eecf10089f9d2bb3fc78b2710121fe6260cc8dd,6192b135a2e20dd512fbddd9269ef25f684cb1a96ec7c9c4b74c44f7cdfd49f0,14643d53dab07ba2ac9d985b45edabe71b0a6f86ad59537ea8b0630deac82f61,true,true,true,true,true
101,5300000,5,cpc0_contact_locality,persistence_only,reference,1/7/1/4026531840/4026531840;1/4/1/4026531840/0,4026531840|0,6,1,4,1,0,0,0,0,8,6,8e6ea49f38f40f7cdd010408e76883b50ece694bb751633113b2779798f403e9,5d21a241db2871bc20d007807f439ea3b70228f76a6e29f4a37a0d1813fc513c,29525e772f957f54343291d5cb99da6a521f194d593c5f2036d8f73e17e62e1f,true,true,true,true,true
101,5300000,5,cpc0_contact_locality,persistence_only,production,1/7/1/4026531840/4026531840;1/4/1/4026531840/0,4026531840|0,6,1,4,1,0,0,0,0,8,6,8e6ea49f38f40f7cdd010408e76883b50ece694bb751633113b2779798f403e9,5d21a241db2871bc20d007807f439ea3b70228f76a6e29f4a37a0d1813fc513c,e0aeedc6fa7bc8e46cb5ef813276472f750471753533523a1753b3197a303e90,true,true,true,true,true
